date,Durbl,Enrgy,HiTec,Manuf,NoDur,Durbl_share,Enrgy_share,HiTec_share,Manuf_share,NoDur_share,v_01,v_02,v_03,v_04,v_05,v_06,v_07,v_08,v_09,value_function,absolute_return,cumulative_return
2016-03-21,0.0019,-0.0051,0.0021,0.0027,-0.0009,0.25375926,0.045869578,0.31323835,0.04833295,0.3387999,-6.624529,-2.7127664,-1.0805179,0.13395482,1.5362036,1.7928607,2.5878909,2.5348163,5.366824,1.5362036,-4.66195672690319,0.9961818536225199
2016-03-22,-0.005,-0.0017000000000000001,0.0012,-0.0022,-0.008,0.24332605,0.04660874,0.30022937,0.06612053,0.34371522,-6.9602833,-3.361493,-0.9680452,0.30325064,1.0363562,1.5735383,2.9337876,3.3757854,4.8120403,1.0363562,-12.410377058024809,0.9860565527037504
2016-03-23,-0.022400000000000003,-0.023399999999999997,-0.0088,-0.0096,-0.001,0.28335765,0.04475025,0.28653643,0.058558006,0.3267977,-6.390085,-2.7786326,-0.9733751,0.22771204,1.2538986,1.4214127,2.7786117,2.732124,4.4663625,1.2538986,-0.49491227500289303,0.9856568708923006
2016-03-24,-0.0018,0.0068000000000000005,0.0009,-0.0016,-0.0011,0.27720717,0.044396166,0.2951463,0.056711223,0.32653913,-6.5624795,-3.3719623,-0.720645,0.54658073,0.8621514,0.9955017,3.2057667,3.2794838,3.9309013,0.8621514,2.876611180679885,0.9879790261544814
2016-03-28,0.0039000000000000003,-0.0043,-0.0024,0.0015,0.0064,0.26803634,0.044210773,0.2958517,0.06658877,0.32531244,-6.6073055,-3.1649153,-0.89773256,0.36747187,0.9038402,1.2287133,2.9932148,3.224185,4.2709684,0.9038402,14.883598841017792,1.0000221739748112
2016-03-29,0.011699999999999999,0.004699999999999999,0.0168,0.0079,0.0103,0.28467306,0.044900022,0.29107586,0.048062574,0.33128846,-7.041311,-3.472961,-0.8877292,0.5073928,1.0376596,1.3108685,3.1294527,3.2809565,4.515706,1.0376596,4.639727195062672,1.00382219860729
2016-03-30,0.0009,0.0007000000000000001,0.0060999999999999995,0.0031,0.0048,0.29237598,0.044747,0.28869024,0.04527965,0.32890713,-6.5611873,-2.9400554,-0.9037792,0.5116704,1.2984582,1.4574404,2.7424936,2.7926142,4.694246,1.2984582,0.9348869231521622,1.0045907983178943
2016-03-31,0.0089,-0.0008,-0.0005,-0.0046,-0.0044,0.29007104,0.04472583,0.29017967,0.045812238,0.3292112,-6.6709685,-2.9167786,-1.0053968,0.3810398,1.2354398,1.5587807,2.7056851,2.8682961,4.81493,1.2354398,4.02923270180762,1.0079058925820363
2016-04-01,-0.0083,-0.0124,0.0072,0.0063,0.0118,0.28679183,0.04508372,0.2897601,0.04583585,0.3325285,-6.9407864,-3.153849,-0.96399933,0.48285967,1.2691302,1.5993733,2.8430643,2.9711573,4.9325294,1.2691302,-8.243047284886012,1.0011014569298915
2016-04-04,-0.0126,-0.0074,-0.0042,-0.0085,-0.0036,0.28873873,0.04511395,0.28735635,0.046707984,0.33208302,-6.837178,-3.0457609,-0.9379941,0.44907117,1.2262193,1.5853543,2.8937454,2.9665077,4.6873274,1.2262193,-8.670567165426133,0.9939924336524824
2016-04-05,-0.0034000000000000002,-0.0072,-0.010700000000000001,-0.0049,-0.0075,0.28009024,0.044884622,0.29288152,0.052905478,0.32923812,-6.4574747,-2.627961,-1.0166683,0.28426346,1.2524927,1.6539707,2.6424515,2.7680883,4.6989527,1.2524927,13.414680111493446,1.0049130647177509
2016-04-06,0.0123,0.0227,0.0111,0.0070999999999999995,0.0088,0.28156167,0.04518938,0.29226556,0.04786893,0.33311442,-6.9261947,-3.0981586,-0.9954383,0.4120457,1.2295182,1.6074526,2.8820646,3.07422,4.850366,1.2295182,-15.213983944133279,0.9923915813173695
2016-04-07,-0.0199,-0.0054,-0.014199999999999999,-0.0076,-0.0063,0.26587182,0.043617465,0.287543,0.08294146,0.32002625,-6.5701394,-2.76722,-1.0957365,0.18058985,1.084033,1.6240034,2.6637526,3.0070775,4.6892266,1.084033,4.1153201606358945,0.9957363881002038
2016-04-08,0.0009,0.021099999999999997,0.0005,0.0049,0.0052,0.26254115,0.044642344,0.30207232,0.06167985,0.32906437,-6.7434077,-2.963335,-1.0532881,0.2816521,1.0314175,1.5884027,2.7209609,3.1121132,4.830265,1.0314175,-2.9148681128240397,0.9933592871612588
2016-04-11,0.0043,-0.004,-0.0033,-0.0011,-0.0069,0.2907315,0.044787265,0.2821413,0.056688793,0.32565117,-6.5738873,-2.4422019,-1.2391402,0.0064930245,1.3293417,1.8368552,2.4682126,2.6273646,4.8726425,1.3293417,9.240115937589716,1.0008766950081478
2016-04-12,0.0067,0.0292,0.0055000000000000005,0.0091,0.0069,0.30760926,0.04830219,0.25474882,0.04799029,0.34134945,-6.720782,-3.1036055,-0.9708142,0.31351402,1.5271333,1.4305031,3.0734138,3.1555045,3.9948745,1.5271333,13.498276924303447,1.0119414868151104
2016-04-13,0.0279,0.0021,0.015600000000000001,0.012199999999999999,-0.0064,0.30024394,0.04549303,0.2732817,0.04784068,0.3331406,-7.0707355,-3.3579626,-0.9899431,0.35742292,1.4541188,1.4809299,3.1686492,3.2551804,4.283192,1.4541188,-2.9588418218951973,1.0094892552078218
2016-04-14,-0.0006,0.0052,-0.0013,-0.0005,-0.0063,0.2969517,0.044879746,0.28149483,0.047779016,0.32889467,-6.8973346,-3.1923392,-0.95224196,0.4022272,1.4690909,1.5714529,3.00796,2.994468,4.5607753,1.4690909,-0.24071885305078797,1.0092902354734397
2016-04-15,-0.0025,-0.0121,-0.0034000000000000002,0.0029,0.0058,0.29627326,0.04500913,0.2805913,0.04756814,0.33055818,-6.978905,-3.2485752,-0.93446183,0.42344743,1.4111935,1.547169,3.0499458,2.9911962,4.6353884,1.4111935,8.275636927399136,1.0161309558199978
2016-04-18,0.010700000000000001,0.0166,0.0044,0.0043,0.0043,0.30229226,0.045453403,0.27270952,0.046966553,0.33257824,-6.9156027,-3.476761,-0.9003838,0.4477939,1.4939716,1.3983159,3.2291079,3.3673544,4.0646696,1.4939716,2.0355819515986413,1.0178249917201845
2016-04-19,0.005699999999999999,0.0171,-0.0064,0.0074,0.0017000000000000001,0.31060877,0.045738526,0.26300907,0.046269044,0.3343746,-6.8688626,-3.4883752,-0.80173457,0.5578302,1.4913082,1.3135097,3.2944603,3.321599,4.0267863,1.4913082,-1.9288770633726369,1.0162170807610882
2016-04-20,0.005699999999999999,0.0084,0.0024,-0.004,-0.0125,0.31248724,0.04647016,0.2570331,0.046484705,0.33752474,-6.7617593,-3.4127626,-0.83892715,0.5495198,1.5699142,1.3433323,3.2414782,3.4275553,3.8640795,1.5699142,-7.100306801630333,1.0103076188032987
2016-04-21,-0.0009,-0.0040999999999999995,0.0004,-0.0046,-0.0155,0.30736503,0.046208106,0.2655442,0.04648612,0.33439657,-6.6575418,-3.262,-0.8170693,0.50366765,1.4764415,1.299397,3.170771,3.1383255,4.057778,1.4764415,0.5402203258788807,1.0107546202046647
2016-04-22,0.0021,0.016399999999999998,-0.0141,0.0045000000000000005,0.0077,0.3067136,0.045379177,0.2703211,0.045558635,0.3320275,-6.809365,-3.4412022,-0.78446496,0.5954043,1.4641503,1.2640817,3.2455595,3.2632623,4.1151094,1.4641503,-1.6038095106749088,1.0094269724791587
2016-04-25,-0.0063,-0.01,-0.0014000000000000002,-0.0053,0.0051,0.30212268,0.045346774,0.2765025,0.045800302,0.3302277,-6.651165,-3.2986467,-0.74093056,0.5504096,1.3008199,1.1458349,3.221138,2.9852092,4.1602645,1.3008199,5.972097130641007,1.0143642336797603
2016-04-26,0.0146,0.015300000000000001,-0.0026,0.006,0.0007000000000000001,0.3031841,0.045174595,0.27742568,0.045246497,0.3289691,-6.5947294,-3.329209,-0.7147728,0.6120769,1.3182036,1.1062344,3.243786,3.1081061,4.0390425,1.3182036,0.8786231708483548,1.0150941631796708
2016-04-27,0.0002,0.0161,-0.0066,0.0077,0.0043,0.30710977,0.04529031,0.27430466,0.04486514,0.32843012,-6.54594,-3.2420154,-0.7458572,0.64955205,1.3792458,1.1850188,3.1443267,3.1681502,4.027134,1.3792458,-7.915873735349758,1.0085131990312508
2016-04-28,-0.0073,-0.0146,-0.0137,-0.0092,0.0018,0.30664667,0.046082847,0.2732643,0.046096165,0.32791004,-6.2036524,-2.8540006,-0.7810328,0.5140972,1.241036,1.1699104,2.9280117,2.820823,4.0618815,1.241036,-5.999042377323327,1.0035581511859777
2016-04-29,-0.0127,-0.0033,-0.0075,-0.0034999999999999996,0.0040999999999999995,0.30142212,0.045990996,0.27573857,0.048479855,0.32836843,-6.1579475,-2.841424,-0.78812814,0.4540435,1.1833494,1.1301751,2.9225657,2.8098989,4.044589,1.1833494,7.835148583292608,1.0099979769243204
2016-05-02,0.0036,0.0022,0.006999999999999999,0.0051,0.009300000000000001,0.3011369,0.045019582,0.28073522,0.045737136,0.32737118,-6.349202,-3.114087,-0.7286497,0.5729711,1.1394572,1.0495629,3.0705554,2.987653,4.043803,1.1394572,-13.037581175002494,0.999213430969579
2016-05-03,-0.0154,-0.0252,-0.0086,-0.0108,-0.0060999999999999995,0.30033353,0.04598265,0.27624092,0.048942797,0.32850006,-6.076612,-2.8521886,-0.78321964,0.4752773,1.1500545,1.0942099,2.9020276,2.9110374,3.9154828,1.1500545,-9.618462556124326,0.9913420984787048
2016-05-04,-0.0169,-0.0138,-0.0063,-0.0067,-0.0003,0.29545057,0.04534098,0.28093386,0.05200029,0.3262743,-5.9879446,-2.867499,-0.72399235,0.46997052,1.0498631,0.9855467,2.9336,2.8564916,3.8479428,1.0498631,-2.8714386082964585,0.9890107487853376
2016-05-05,-0.0072,0.009399999999999999,0.0001,-0.003,-0.0016,0.29606733,0.046480555,0.27442726,0.05135359,0.3316712,-6.0200377,-2.8241892,-0.7824883,0.41648763,1.0955862,1.0716491,2.8773935,2.8253124,3.9125283,1.0955862,7.976331935227409,0.9954715825444037
2016-05-06,0.008,-0.0013,0.0069,0.0073,0.0059,0.30253977,0.045666408,0.27502397,0.04624055,0.33052933,-6.281538,-3.129453,-0.7251762,0.5421452,1.0741676,1.0102445,3.0515394,3.0238428,3.9226365,1.0741676,-1.6154923219441841,0.9941544845113864
2016-05-09,-0.006500000000000001,-0.011899999999999999,0.0,-0.0072,0.0046,0.3011923,0.045422655,0.2769374,0.046003204,0.3304444,-6.29158,-3.1756978,-0.6973063,0.5531532,1.0127069,0.9482391,3.090702,3.0101893,3.9092677,1.0127069,17.645835484014015,1.0085219591054755
2016-05-10,0.015300000000000001,0.0196,0.0139,0.0147,0.0134,0.30424643,0.045441113,0.2714476,0.045837093,0.33302772,-6.5948734,-3.4090984,-0.7441731,0.59088653,1.2153538,1.0625842,3.2166023,3.305671,3.9589975,1.2153538,-9.657508084489288,1.0005450475793116
2016-05-11,-0.0091,0.0025,-0.0059,-0.0063,-0.0101,0.2989539,0.04558525,0.27681944,0.046683766,0.33195758,-6.4161243,-3.2389672,-0.72543377,0.51824147,1.0838388,0.9934967,3.1564994,3.0802608,3.9577637,1.0838388,1.6200982274435598,1.0018726325572482
2016-05-12,-0.0016,0.0037,-0.004,0.0019,0.008,0.297894,0.045536157,0.27706063,0.046495274,0.333014,-6.5424275,-3.236163,-0.7717104,0.49791688,1.1233315,1.0754846,3.1295338,3.0470352,4.1565742,1.1233315,-10.759833048620168,0.9930438182556122
2016-05-13,-0.0124,-0.0129,-0.0027,-0.0126,-0.0096,0.2940404,0.045476526,0.28109288,0.04788558,0.33150458,-6.405867,-3.0374782,-0.8320473,0.40523797,1.1238127,1.1692157,2.9726615,2.9423513,4.206985,1.1238127,10.566071585002634,1.0016372433749678
2016-05-16,0.0078000000000000005,0.0159,0.0137,0.011000000000000001,0.0038,0.29377916,0.045219436,0.28290355,0.04708777,0.33101007,-6.6269536,-3.150429,-0.8702735,0.41782495,1.1249298,1.230113,3.0242107,3.0444832,4.3392687,1.1249298,-13.431926379113925,0.9906184737504051
2016-05-17,-0.0077,0.0024,-0.01,-0.0083,-0.017,0.29284635,0.045184992,0.28163326,0.051608488,0.32872692,-6.3569098,-2.8668401,-0.9385097,0.28371572,1.100058,1.3112278,2.8060787,2.8887162,4.3011403,1.100058,-3.082624803471461,0.9881174867905689
2016-05-18,0.0005,-0.006999999999999999,0.0046,-0.0083,-0.0098,0.29112935,0.04540467,0.28016737,0.05386599,0.32943255,-6.4414406,-2.8546093,-0.98093635,0.23372295,1.1163385,1.3807578,2.798217,2.8904643,4.363746,1.1163385,-4.345087262572682,0.9846011422321913
2016-05-19,-0.009300000000000001,-0.0003,-0.006,-0.0039000000000000003,0.0032,0.28869873,0.046337042,0.27666485,0.05527779,0.3330216,-6.4050817,-2.790724,-1.0003265,0.17907846,1.1537617,1.4011769,2.781033,2.812005,4.340281,1.1537617,7.482123630000064,0.990634645485607
