date,Durbl,Manuf,NoDur,Durbl_share,Manuf_share,NoDur_share,v_01,v_02,v_03,v_04,v_05,v_06,v_07,v_08,v_09,value_function,absolute_return,cumulative_return
2016-03-21,0.0019,0.0027,-0.0009,0.33900157,0.57918626,0.081812225,-9.678486,-1.0639524,1.7305532,0.49458998,0.8719004,3.7722774,5.8101273,6.6742,8.703601,-9.678486,-4.729686865644437,0.9961263825834198
2016-03-22,-0.005,-0.0022,-0.008,0.13960797,0.7568311,0.10356084,-10.140166,-1.8357089,1.4107143,2.1071343,1.135982,3.3233633,6.0121856,6.939101,9.289723,-10.140166,-13.056391402101859,0.9854746086792683
2016-03-23,-0.022400000000000003,-0.0096,-0.001,0.24531145,0.6141391,0.14054944,-10.379176,-2.5539343,1.0790218,2.2427042,1.3474766,2.2194753,6.088476,6.7578115,9.598205,-10.379176,-2.102487303849763,0.9837776816907224
2016-03-24,-0.0018,-0.0016,-0.0011,0.14735007,0.74431384,0.10833615,-10.127687,-2.2401838,1.4841582,1.6697171,1.559681,2.1061444,6.057368,6.7189507,8.89967,-10.127687,2.7521208498856082,0.9859951059900125
2016-03-28,0.0039000000000000003,0.0015,0.0064,0.22700964,0.6392039,0.13378648,-10.318032,-2.5105762,1.2307448,1.8561606,1.3784965,1.8813767,6.019967,6.6618476,9.230043,-10.318032,10.962531734667433,0.9948476880044617
2016-03-29,0.011699999999999999,0.0079,0.0103,0.21013004,0.6944766,0.0953934,-10.019418,-1.530647,2.0520384,0.5709664,1.6160879,3.1458783,6.6419415,6.9251795,9.060835,-10.019418,3.3500618921783882,0.997577255021747
2016-03-30,0.0009,0.0031,0.0048,0.24103902,0.6672394,0.09172158,-10.081796,-1.4411985,2.017146,0.4376331,1.5603071,3.317543,6.7872243,6.971923,9.258133,-10.081796,-1.659210238802146,0.9962216527322071
2016-03-31,0.0089,-0.0046,-0.0044,0.2571662,0.65304905,0.0897847,-10.175176,-1.7288301,1.8943896,0.9162993,1.4384675,3.0518107,6.5161405,6.91207,9.268622,-10.175176,3.6941217653685308,0.9992357101363755
2016-04-01,-0.0083,0.0063,0.0118,0.33022472,0.58816683,0.08160846,-10.03024,-1.2065765,2.0191724,0.09673352,1.3773644,3.4878554,6.885885,7.0115447,9.363358,-10.03024,-11.635260130019438,0.9897137056985037
2016-04-04,-0.0126,-0.0085,-0.0036,0.30869204,0.60632974,0.08497822,-10.304248,-2.0399692,1.9601395,1.3406298,1.1729023,2.7663078,6.417278,6.963815,9.55244,-10.304248,-5.712196730842645,0.9850835342045142
2016-04-05,-0.0034000000000000002,-0.0049,-0.0075,0.41782013,0.44701093,0.13516895,-10.475073,-2.6699066,1.3004048,2.136901,0.97652066,1.8838922,5.951028,6.7153473,9.647692,-10.475073,11.406298886552323,0.9942859561695904
2016-04-06,0.0123,0.0070999999999999995,0.0088,0.32399035,0.59294075,0.08306891,-10.188873,-1.8514894,2.0044281,1.189608,1.2645568,2.8414974,6.3345222,6.9240174,9.253583,-10.188873,-14.190948248729425,0.9827299688244298
2016-04-07,-0.0199,-0.0076,-0.0063,0.40803108,0.40097952,0.19098942,-10.568941,-2.627985,1.0134325,2.5162497,1.238007,1.5887421,6.1463547,6.9001074,9.736915,-10.568941,3.822022729501896,0.9858061492321363
2016-04-08,0.0009,0.0049,0.0052,0.26460418,0.6264756,0.10892031,-10.246612,-2.4128187,1.520222,1.7400804,1.2824697,2.0558538,5.94258,6.5926266,9.172944,-10.246612,-0.6442897638541617,0.9852859651116656
2016-04-11,0.0043,-0.0011,-0.0069,0.3659637,0.47449696,0.15953937,-10.798626,-2.8073757,0.89730334,2.5853462,1.4363489,2.099845,6.3183146,6.7942486,10.160153,-10.798626,9.423713994581453,0.9928904312362254
2016-04-12,0.0067,0.0091,0.0069,0.1297009,0.76634353,0.103955515,-10.67238,-2.263289,1.5526443,2.3825336,2.0200725,2.9331822,6.7182655,7.226307,9.824622,-10.67238,14.661621030515677,1.0048129400221475
2016-04-13,0.0279,0.012199999999999999,-0.0064,0.12490474,0.7705323,0.10456299,-10.560112,-2.1170104,2.1761882,1.6270912,1.9917715,3.315343,6.839291,7.2608113,9.611017,-10.560112,-1.3745319605460513,1.0036817790881338
2016-04-14,-0.0006,-0.0005,-0.0063,0.15261085,0.7457255,0.10166361,-10.3050165,-1.8720247,2.1961868,1.0776408,1.6985326,3.023191,6.76587,7.2118435,9.3803,-10.3050165,2.8608262477790385,1.0060334246065883
2016-04-15,-0.0025,0.0029,0.0058,0.18358119,0.7183341,0.09808475,-10.270322,-1.771114,2.1989193,0.9426845,1.6415279,3.1314707,6.746574,7.1849694,9.358652,-10.270322,6.64594470055935,1.0115092988955725
2016-04-18,0.010700000000000001,0.0043,0.0043,0.11779246,0.7767014,0.10550611,-10.399054,-1.8772137,2.3297455,1.5359535,1.9852107,3.5038252,6.821996,7.391347,9.368351,-10.399054,7.9745763492470845,1.0181156528120476
2016-04-19,0.005699999999999999,0.0074,0.0017000000000000001,0.12433086,0.7708353,0.10483379,-10.406199,-1.7938884,2.272137,1.1838026,1.8905051,3.4681163,6.8845973,7.335296,9.426472,-10.406199,-4.507561572543419,1.0143570786981897
2016-04-20,0.005699999999999999,-0.004,-0.0125,0.11475152,0.77942115,0.10582736,-10.401312,-1.8769767,2.2621098,1.4336541,2.0616555,3.3904839,6.844971,7.3401427,9.28088,-10.401312,-6.519689450025534,1.008940786196513
2016-04-21,-0.0009,-0.0046,-0.0155,0.12710135,0.7685585,0.10434011,-10.46651,-2.0954413,2.0399728,1.662353,1.8333721,3.104239,6.6353955,7.2396836,9.427316,-10.46651,5.515198953856181,1.0134981237628797
2016-04-22,0.0021,0.0045000000000000005,0.0077,0.14144892,0.7556604,0.102890715,-10.350223,-1.7689354,2.2649357,1.1121542,1.7843959,3.4357104,6.8086457,7.282468,9.409509,-10.350223,-5.355277341411476,1.0090529447802832
2016-04-25,-0.0063,-0.0053,0.0051,0.14931649,0.7488454,0.101838134,-10.454129,-2.1539953,2.0449307,1.6446488,1.6672201,2.9911828,6.5117984,7.176163,9.443819,-10.454129,8.224879868351495,1.015850110424529
2016-04-26,0.0146,0.006,0.0007000000000000001,0.12987323,0.76599675,0.10412998,-10.410724,-2.0260918,2.0344028,1.5202863,1.7613554,3.0195374,6.537308,7.1774373,9.266414,-10.410724,7.754777197518451,1.022301946028474
2016-04-27,0.0002,0.0077,0.0043,0.12884845,0.7668923,0.10425923,-10.4930525,-2.0055401,2.1651077,1.3856931,1.8820105,3.0049896,6.693233,7.2581983,9.286136,-10.4930525,-9.53439497783576,1.0143191200333506
2016-04-28,-0.0073,-0.0092,0.0018,0.139635,0.7549297,0.10543532,-10.703118,-2.4075065,1.4029921,2.1358795,1.7753422,2.1786141,6.5572133,7.200695,9.635254,-10.703118,-4.876890456594537,1.0102677496513424
2016-04-29,-0.0127,-0.0034999999999999996,0.0040999999999999995,0.16766247,0.7161365,0.11620107,-10.715816,-2.4601424,1.2048162,2.353201,1.6928246,1.9935056,6.4937162,7.1950574,9.724357,-10.715816,6.467859909567557,1.0156193223588763
2016-05-02,0.0036,0.0051,0.009300000000000001,0.13039824,0.7648879,0.10471377,-10.523085,-2.2602267,1.6359329,1.714917,1.762577,2.580947,6.453136,7.024628,9.354234,-10.523085,-13.377352887035471,1.0044921331090102
2016-05-03,-0.0154,-0.0108,-0.0060999999999999995,0.12915608,0.7627638,0.108080074,-10.578813,-2.256045,1.2153978,2.2362967,1.872508,1.9432676,6.569805,7.217555,9.452854,-10.578813,-8.94811762363025,0.997130696778895
2016-05-04,-0.0169,-0.0067,-0.0003,0.17404516,0.6949873,0.13096753,-10.5319395,-2.3649504,1.0561731,2.2951314,1.7073139,1.7567648,6.3878727,7.074134,9.449141,-10.5319395,-4.414708932080123,0.9935254209447254
2016-05-05,-0.0072,-0.003,-0.0016,0.13966511,0.7487129,0.111621976,-10.456198,-2.2762454,1.0800338,2.3497355,1.7708368,2.0513754,6.3687778,7.084561,9.408831,-10.456198,8.776260782979193,1.0006666479625224
2016-05-06,0.008,0.0073,0.0059,0.12683977,0.76851183,0.10464838,-10.373114,-2.1532793,1.6157227,1.6685743,1.8322775,2.704649,6.37692,6.975715,9.150781,-10.373114,-7.199016619036401,0.994766716898806
2016-05-09,-0.006500000000000001,-0.0072,0.0046,0.1278675,0.7675059,0.10462666,-10.353235,-2.1361053,1.6640855,1.5852327,1.7973402,2.7822328,6.4018664,6.9229846,9.174073,-10.353235,17.874909601721043,1.0093296695109002
2016-05-10,0.015300000000000001,0.0147,0.0134,0.123982124,0.7711426,0.10487521,-10.305106,-1.7640306,2.103276,1.1730399,1.8829195,3.3342328,6.6270056,7.132237,9.087643,-10.305106,-8.607580894992726,1.0022142831226681
2016-05-11,-0.0091,-0.0063,-0.0101,0.13511102,0.7607447,0.10414425,-10.424283,-2.2013724,1.6249228,1.6893559,1.7145982,2.8074155,6.376049,6.958117,9.314403,-10.424283,2.5042495413622996,1.0042698070037956
2016-05-12,-0.0016,0.0019,0.008,0.143888,0.7532916,0.102820344,-10.39033,-2.0954237,1.8024025,1.5421064,1.6819582,2.957652,6.386602,6.980142,9.257145,-10.39033,-14.984011653788361,0.9919454904667828
2016-05-13,-0.0124,-0.0126,-0.0096,0.16705973,0.7278492,0.10509107,-10.364342,-2.3205776,1.4731824,1.781358,1.5718791,2.597445,6.211666,6.817852,9.329973,-10.364342,11.823337706642777,1.0015508193122948
2016-05-16,0.0078000000000000005,0.011000000000000001,0.0038,0.16522427,0.7333138,0.101462014,-10.43185,-2.229881,1.7449863,1.6158643,1.635721,2.7453804,6.348771,6.9343634,9.335293,-10.43185,-11.096543494228573,0.9924486471352439
2016-05-17,-0.0077,-0.0083,-0.017,0.19224131,0.68781555,0.11994314,-10.499696,-2.524024,1.1703846,2.0896816,1.5640066,2.3702884,6.190364,6.7933555,9.54292,-10.499696,-8.344260839463503,0.9856662962904699
2016-05-18,0.0005,-0.0083,-0.0098,0.26807505,0.5927299,0.13919502,-10.496963,-2.5793865,1.0587175,2.33722,1.5031068,2.246539,6.132549,6.8210406,9.650245,-10.496963,-5.4370511082053685,0.9812771742359516
2016-05-19,-0.009300000000000001,-0.0039000000000000003,0.0032,0.29429355,0.56217074,0.14353569,-10.539193,-2.5355742,0.897688,2.6968946,1.4938416,2.2195978,6.1443443,6.934013,9.78098,-10.539193,7.1648543576926125,0.9870353298771708
2016-05-20,0.0109,0.0054,-0.0024,0.176341,0.72238654,0.10127254,-10.383599,-2.2807133,1.4111218,2.1342041,1.5364993,2.8212113,6.152251,6.8898344,9.456196,-10.383599,0.8682990081756293,0.9877372478116233
2016-05-23,-0.0048,0.002,0.0027,0.24234892,0.6405516,0.11709941,-10.496716,-2.5896099,1.1824474,2.2435944,1.4316621,2.4382958,6.124471,6.8122063,9.685938,-10.496716,16.344447239159447,1.0009592128673233
2016-05-24,0.018500000000000003,0.012,0.0111,0.16051508,0.73894155,0.10054337,-10.429876,-2.0357294,1.8406773,1.8584778,1.6111262,3.2838116,6.388102,7.1147127,9.454646,-10.429876,9.218180417108137,1.0085161519454375
2016-05-25,0.013300000000000001,0.0073,0.0012,0.17928237,0.72240806,0.09830961,-10.428619,-1.8690655,2.0765898,1.4062842,1.6109352,3.4542284,6.5919104,7.1844873,9.49219,-10.428619,-2.7534171735408752,1.0062418966689757
2016-05-26,-0.0022,-0.003,0.0033,0.20159961,0.70252913,0.09587131,-10.277568,-1.553911,2.1074648,0.9963184,1.611314,3.6638079,6.689114,7.1723557,9.371741,-10.277568,3.79913598289024,1.0093728137837397
2016-05-27,0.0033,0.0032,0.0023,0.18987639,0.71271515,0.097408466,-10.248957,-1.4102676,2.1348398,0.8637076,1.6448824,3.8118935,6.7795777,7.2149377,9.355037,-10.248957,-4.104536367130561,1.0059796873118574
