date,US_leading_index,US_coincident_index,US_lagging_index,US_leadind_credit_index,Close_USD_EUR,AVG_PE_SPX,Close_vix,Close_treasury
2013-04-10,89.31609950061994,93.80151388741064,89.57268537328233,-0.8841663829489006,0.7651,16.79159,12.36,1.84
2013-04-11,89.3053596159948,93.80537528876098,89.57136898157567,-0.8900440199650577,0.763,16.85144,12.24,1.82
2013-04-12,89.29457117143453,93.8083847372173,89.57031989274354,-0.8967715157209522,0.7628,16.75611,12.06,1.75
2013-04-15,89.26286118498128,93.81303056816465,89.56880148660576,-0.9205250301303768,0.7665,16.349,17.27,1.72
2013-04-16,89.25282520751878,93.81336140798739,89.56884665238313,-0.9291238355485365,0.7587,16.59267,13.96,1.75
2013-04-17,89.24321402354025,93.81320489638736,89.56917164259067,-0.9378084370580909,0.7671,16.34531,16.51,1.73
2013-04-18,89.2341223037295,93.8126339536588,89.56977896153951,-0.9464260221293712,0.7662,16.23054,17.56,1.72
2013-04-19,89.22564471877043,93.81172150009603,89.57067111354081,-0.9548237782327093,0.766,16.38077,14.97,1.73
2013-04-22,89.20484347984107,93.80766427734453,89.57508161097071,-0.9771699474383819,0.7652,16.48011,14.39,1.72
2013-04-23,89.19976914112668,93.80611498338722,89.57713813829314,-0.9831602623732639,0.7692,16.61571,13.48,1.74
2013-04-24,89.195782290683,93.80458878006688,89.57949202022363,-0.9881666856918602,0.7681,16.54471,13.61,1.73
2013-04-25,89.19297759919387,93.8031585876778,89.58214576107338,-0.9920364048645025,0.7684,16.61239,13.62,1.74
2013-04-26,89.19144973734309,93.80189732651424,89.58510186515346,-0.9946166073615219,0.7674,16.64531,13.61,1.7
2013-04-29,89.19547383645914,93.79985633331906,89.59580939988719,-0.9930919895021578,0.7632,16.67805,13.71,1.7
2013-04-30,89.2,93.8,89.6,-0.988986,0.7594,16.57405,13.52,1.7
2013-05-01,89.20624687566894,93.80066273962329,89.60450217810012,-0.9828748540252886,0.7586,16.64309,14.49,1.66
2013-05-02,89.21416177950269,93.80184517371106,89.60930190450507,-0.974847853305414,0.7653,16.75049,13.59,1.66
2013-05-03,89.22366255660863,93.8035334640309,89.61438184273369,-0.9650427224191782,0.7624,16.94111,12.85,1.78
2013-05-06,89.26085857863332,93.81149509005998,89.63112956354988,-0.9263357945503302,0.7646,16.99322,12.66,1.8
2013-05-07,89.27588129990171,93.81506842298509,89.63715698426147,-0.9107953887866753,0.7645,17.09403,12.83,1.82
2013-05-08,89.29207911997915,93.81907842098074,89.64337793439093,-0.8941654757506722,0.7602,17.00542,12.66,1.81
2013-05-09,89.30936988397299,93.82351124581454,89.64977507745701,-0.8765837800211222,0.7665,16.96122,13.13,1.81
2013-05-10,89.32767143699063,93.82835305925423,89.6563310769786,-0.8581880261768291,0.7696,17.05486,12.59,1.9
2013-05-13,89.38781928125975,93.84519404888525,89.6767788494646,-0.7994936617435111,0.7705,17.04191,12.55,1.92
2013-05-14,89.40934244144613,93.85153343442516,89.68379690999643,-0.7792189212282672,0.7739,17.2121,12.77,1.96
2013-05-15,89.4314656161931,93.85821261740935,89.69088714457796,-0.7588187454922918,0.7759,17.29336,12.81,1.94
2013-05-16,89.45410665060804,93.86521775960546,89.69803221672791,-0.7384308591143873,0.7762,17.19687,13.07,1.87
2013-05-17,89.47718338979837,93.87253502278116,89.70521478996518,-0.7181929866733564,0.7788,17.38298,12.45,1.95
2013-05-20,89.54820628709506,93.89622115586279,89.72681415138923,-0.6597566987595285,0.7761,17.39377,13.02,1.97
2013-05-21,89.57220429646043,93.90464852063374,89.73397336416404,-0.6414961278540156,0.7747,17.39556,13.37,1.94
2013-05-22,89.59622723613796,93.91331881522268,89.74108339562032,-0.6240741937793881,0.7776,17.25359,13.82,2.03
2013-05-23,89.62019295123508,93.9222182013973,89.74812690927692,-0.6076286211144489,0.773,17.20259,14.07,2.02
2013-05-24,89.6440192868591,93.93133284092526,89.75508656865262,-0.5922971344380001,0.7732,17.20267,13.99,2.01
2013-05-28,89.73628773677179,93.96966716792429,89.78173993372339,-0.5448665391931597,0.7778,17.30951,14.48,2.15
2013-05-29,89.75818485164095,93.97965050073421,89.7880202744772,-0.5371713511412005,0.7726,17.18479,14.83,2.13
2013-05-30,89.77944965768121,93.98976605750356,89.7941127420631,-0.5314165965505464,0.7662,17.24417,14.53,2.13
2013-05-31,89.8,94.0,89.8,-0.52774,0.7691,16.99394,16.3,2.16
2013-06-03,89.85696589932935,94.03128032952306,89.81636194479991,-0.5293348158740374,0.7647,17.11949,16.28,2.13
2013-06-04,89.87441678354878,94.04185843593024,89.82139860550394,-0.5336740685826585,0.7644,17.02709,16.27,2.14
2013-06-05,89.89111861058656,94.05249157689785,89.82623652410442,-0.5396942457782937,0.7637,16.78928,17.5,2.1
2013-06-06,89.90708327080078,94.06316737419235,89.83088165160807,-0.5472616079279691,0.7548,16.91145,16.63,2.08
2013-06-07,89.92232265454965,94.07387344958012,89.83533993902157,-0.5562424154987111,0.7562,17.12398,15.14,2.17
2013-06-10,89.96380805058492,94.1060495619672,89.84765327078776,-0.5903281154075957,0.7543,17.11763,15.44,2.22
2013-06-11,89.97626523205335,94.11675296739222,89.85142370790734,-0.6036253093328636,0.751,16.94661,17.07,2.2
2013-06-12,89.98805658884696,94.1274247597426,89.85503705997013,-0.6176672510143281,0.7497,16.80097,18.59,2.25
2013-06-13,89.99919401132392,94.13805256078477,89.85849927798282,-0.6323202009190153,0.7476,17.04954,16.41,2.19
2013-06-14,90.00968938984232,94.14862399228512,89.86181631295206,-0.6474504195139513,0.7492,16.94932,17.15,2.14
2013-06-17,90.03744216522736,94.17987628719946,89.8709558296659,-0.6943672921105116,0.7479,17.07511,16.8,2.19
2013-06-18,90.0454882714927,94.1900984581967,89.87375164252815,-0.7100691901367024,0.7465,17.20666,16.61,2.2
2013-06-19,90.05295178559015,94.20020236848427,89.87643202738035,-0.7255796591882726,0.752,16.97503,16.64,2.33
2013-06-20,90.05984459787776,94.21017563982848,89.87900293522915,-0.7407649597322477,0.7563,16.55334,20.49,2.41
2013-06-21,90.06617859871366,94.22000589399582,89.88147031708127,-0.7554913522356538,0.762,16.61252,18.9,2.52
2013-06-24,90.08194663609231,94.24851477110055,89.88831081672411,-0.7955796861727181,0.7622,16.40442,20.11,2.57
2013-06-25,90.08616429470261,94.25764917422445,89.89042360465618,-0.8071330511841086,0.7643,16.56463,18.47,2.6
2013-06-26,90.08988259365181,94.26657866900352,89.89246262162487,-0.8175588104900603,0.7685,16.72234,17.21,2.55
2013-06-27,90.093113423298,94.2752908772042,89.89443381863694,-0.8267232245575993,0.7669,16.8124,16.86,2.49
2013-06-28,90.09586867399935,94.2837734205929,89.89634314669902,-0.8344925538537513,0.7685,16.72924,16.86,2.52
2013-07-01,90.1014032860933,94.3077208290174,89.901760649372,-0.8481362823203991,0.7654,16.81778,16.37,2.5
2013-07-02,90.10239913514087,94.31517177708533,89.90349056653922,-0.8492933889550178,0.7705,16.80896,16.44,2.48
2013-07-03,90.10302001796752,94.32234976276712,89.90520303522685,-0.8489104475883852,0.7686,16.82394,16.2,2.52
2013-07-05,90.10326676825706,94.33587452122524,89.90862876206405,-0.8440369315894782,0.7792,16.9936,14.89,2.73
2013-07-08,90.10163641765374,94.35403740509827,89.91396858185249,-0.8283794896949419,0.7769,17.09173,14.78,2.65
2013-07-09,90.10068939047503,94.35951290629197,89.91585531789138,-0.8214469416958964,0.7824,17.21639,14.35,2.65
2013-07-10,90.0995946928488,94.36469387504248,89.91781759152698,-0.8138712394872988,0.7704,17.22049,14.21,2.7
2013-07-11,90.09838479559983,94.36957722991308,89.91986868648439,-0.8057805107536768,0.7634,17.45095,14.01,2.6
2013-07-12,90.09709216955291,94.37415988946702,89.92202188648886,-0.7973028831795593,0.7651,17.45073,13.84,2.61
2013-07-15,90.09304262687208,94.38607288186198,89.92922695403622,-0.7708298842595176,0.7655,17.4518,13.79,2.57
2013-07-16,90.09174379388107,94.3894219457823,89.93192141148063,-0.7620859381687021,0.7597,17.31979,14.42,2.55
2013-07-17,90.09052458621598,94.39245490720239,89.934784392598,-0.7535957316600336,0.7618,17.33687,13.78,2.52
2013-07-18,90.08941747470156,94.39516868468554,89.93782918111343,-0.7454873924180397,0.7627,17.27953,13.77,2.56
2013-07-19,90.08845493016263,94.39756019679507,89.94106906075221,-0.7378890481272498,0.7609,17.2988,12.54,2.5
2013-07-22,90.08675940664634,94.40277032651458,89.95209208366006,-0.7194352618073849,0.7583,17.33075,12.29,2.5
2013-07-23,90.08669983825702,94.40384196276236,89.9562451650438,-0.7151581741666936,0.7561,17.33811,12.66,2.53
2013-07-24,90.08694719096705,94.4045759264529,89.96065975617674,-0.7120317198998479,0.7575,17.21501,13.18,2.61
2013-07-25,90.08753393560117,94.40496913614949,89.96534914078406,-0.7101840266913764,0.7531,17.23254,12.97,2.61
2013-07-26,90.08849254298421,94.4050185104154,89.97032660259092,-0.7097432222258075,0.753,17.24488,12.72,2.58
2013-07-29,90.09392424987445,94.40307280626203,89.98712028846072,-0.718143418131802,0.7539,17.1425,13.39,2.61
2013-07-30,90.09669501650083,94.40171602443813,89.99338289631763,-0.7246114454831285,0.7539,17.14943,13.39,2.63
2013-07-31,90.1,94.4,90.0,-0.733127,0.7516,17.16721,13.45,2.6
2013-08-01,90.10386346110377,94.39792662594654,90.00697973281346,-0.7437692196280664,0.7571,17.64372,12.94,2.74
2013-08-02,90.10827682017256,94.39551769301943,90.01430962638561,-0.7564212833574657,0.7528,17.71042,11.98,2.63
2013-08-05,90.12464838784294,94.38654519276888,90.03822408373401,-0.8047784316662516,0.7541,17.63266,11.84,2.67
2013-08-06,90.13109344144584,94.38306167611996,90.04677843242087,-0.8238117643135736,0.7514,17.42948,12.72,2.67
2013-08-07,90.13800444435084,94.3793764264838,90.0555948479064,-0.8440258873185248,0.7497,17.38583,12.98,2.61
2013-08-08,90.14536460682534,94.37551620903768,90.06465571139867,-0.8652549899323635,0.7472,17.45904,12.73,2.58
2013-08-09,90.1531571391368,94.37150778895894,90.07394340410568,-0.8873332614063498,0.7494,17.39307,13.41,2.57
2013-08-12,90.178961057767,94.35886096469967,90.10299126959512,-0.9570049815017844,0.7517,17.37784,12.81,2.61
2013-08-13,90.18831517210042,94.3545273858632,90.11301009124112,-0.980821820928952,0.7539,17.43006,12.31,2.71
2013-08-14,90.19801770760793,94.35017943028055,90.12316764814194,-1.0046587754725633,0.7543,17.32711,13.04,2.71
2013-08-15,90.20805187455689,94.34584386312896,90.13344632150553,-1.028350034383877,0.7491,17.06684,14.73,2.77
2013-08-16,90.21840088321478,94.34154744958575,90.14382849253991,-1.0517297869141524,0.7502,17.01016,14.37,2.84
2013-08-19,90.25116906211613,94.32916078237933,90.17541980374807,-1.1183418987313438,0.7498,16.92381,15.1,2.88
2013-08-20,90.26260954028389,94.32528863504255,90.1860397775458,-1.1388175182500597,0.7453,16.97,14.91,2.82
2013-08-21,90.27428091149766,94.3215894672006,90.19667515505438,-1.1581525776440338,0.7486,16.86832,15.94,2.87
2013-08-22,90.28616638602486,94.31809004403073,90.20730831748183,-1.1761812661645248,0.7486,17.01557,14.76,2.9
2013-08-23,90.29824917413295,94.31481713071027,90.21792164603616,-1.1927377730627924,0.7472,17.08291,13.98,2.82
2013-08-26,90.33551352261674,94.30662510161824,90.24946644054059,-1.2319160965368479,0.748,17.01365,14.99,2.79
2013-08-27,90.34821766772257,94.30452587946831,90.25982424568258,-1.2409257694588143,0.7466,16.74748,16.77,2.72
2013-08-28,90.36103517774637,94.30278699305424,90.2700741229915,-1.2476342070148538,0.7496,16.79253,16.49,2.78
2013-08-29,90.3739492629556,94.30143520755328,90.28019845367535,-1.2518755984562249,0.7552,16.8244,16.81,2.75
2013-08-30,90.38694313361768,94.30049728814278,90.29017961894219,-1.2534841330341873,0.7562,16.76949,17.01,2.78
2013-09-03,90.43954295421506,94.30129684477629,90.32848779243307,-1.2318692274815635,0.7592,16.83281,16.61,2.86
2013-09-04,90.45290628721457,94.30266154768252,90.33771844392182,-1.2200130709759593,0.757,16.96822,15.88,2.9
2013-09-05,90.46639291444674,94.30449161425442,90.34684914384937,-1.2059476284428832,0.7621,16.98652,15.77,2.98
2013-09-06,90.48002210797281,94.30678653629714,90.35589950507563,-1.1898616979656895,0.7587,16.98622,15.85,2.94
2013-09-09,90.5219578069269,94.31645535330196,90.38276468514643,-1.1313689597029537,0.7544,17.13767,15.63,2.9
2013-09-10,90.53634998624099,94.32060461527965,90.39168982016714,-1.1090890582828385,0.7536,17.24855,14.53,2.96
2013-09-11,90.55098109215523,94.32521619175401,90.40063268078639,-1.0857326593353795,0.751089,17.31974,13.82,2.93
2013-09-12,90.56587039673077,94.33028957453017,90.40961287986404,-1.0614885609439308,0.7518,17.26195,14.29,2.92
2013-09-13,90.58103717202899,94.33582425541336,90.41865003026014,-1.0365455611918486,0.7521,17.31087,14.16,2.9
2013-09-16,90.62839504287156,94.35519100475639,90.4462993179582,-0.959411134605339,0.7499,17.41179,14.38,2.88
2013-09-17,90.64486442167257,94.36256579611913,90.45576040222736,-0.9335605102442642,0.7484,17.48296,14.53,2.86
2013-09-18,90.66170763150237,94.37039934461467,90.46537650211467,-0.9079549749393281,0.7395,17.6894,13.59,2.69
2013-09-19,90.67894394442224,94.37869114204818,90.47516723048005,-0.8827833267738855,0.739,17.66232,13.16,2.76
2013-09-20,90.69659263249343,94.38744068022483,90.4851522001835,-0.8582343638312906,0.7393,17.5481,13.12,2.75
2013-09-23,90.75220566822719,94.41643065726528,90.51646868592168,-0.7902115671741402,0.7411,17.49361,14.31,2.72
2013-09-24,90.77169657751597,94.42700607646609,90.52742674957683,-0.7700413259564833,0.7421,17.44693,14.08,2.67
2013-09-25,90.79169622226229,94.4380366954359,90.5386771188698,-0.751437760378448,0.7393,17.3935,14.01,2.63
2013-09-26,90.81222387452735,94.44952200597982,90.55023940666052,-0.7345896685233884,0.7413,17.44598,14.06,2.66
2013-09-27,90.8332988063724,94.46146149990301,90.56213322580894,-0.7196858484746589,0.7395,17.37702,15.46,2.64
2013-09-30,90.9,94.5,90.6,-0.688528,0.7392,17.26167,16.6,2.64
2013-10-01,90.92344290483285,94.51374329027085,90.61340923151334,-0.6832359401652617,0.7393,17.39149,15.54,2.66
2013-10-02,90.94744625388414,94.52789109162002,90.62720700869158,-0.680512295484364,0.7363,17.3778,16.6,2.63
2013-10-03,90.9719461235473,94.5423957645258,90.64137189440211,-0.680226016971398,0.7343,17.20234,17.67,2.62
2013-10-04,90.99687859021583,94.55720966946662,90.65588245151233,-0.6822460556404554,0.7375,17.32226,16.74,2.66
2013-10-07,91.07363233618814,94.60303038128258,90.70127377991484,-0.7008335848806821,0.7362,17.1779,19.41,2.65
2013-10-08,91.0996559548127,94.61860481914694,90.71695265129763,-0.7107684024187475,0.7366,16.97199,20.34,2.66
2013-10-09,91.12579255240992,94.63425029143802,90.73287000841702,-0.7223542922092936,0.7393,16.979,19.6,2.68
2013-10-10,91.1519782053733,94.64991915863426,90.74900441414043,-0.7354602052664116,0.7396,17.35152,16.48,2.71
2013-10-11,91.1781489900962,94.66556378121395,90.7653344313352,-0.749955092604193,0.7384,17.34765,15.72,2.7
2013-10-14,91.25593289875717,94.71187578603737,90.81528378042175,-0.8004631104424335,0.7374,17.45016,16.07,2.7
2013-10-15,91.28140497445308,94.72694703493448,90.832181872176,-0.8192034050437836,0.7394,17.08807,18.66,2.75
2013-10-16,91.3065425638759,94.74175584160683,90.84916838973855,-0.8386774289962546,0.7388,17.15703,14.71,2.69
2013-10-17,91.33128174341904,94.75625456653276,90.8662218959768,-0.8587541333139378,0.7312,17.20342,13.48,2.61
2013-10-18,91.35555858947605,94.77039557019064,90.8833209537582,-0.8793024690109248,0.7305,16.95825,13.04,2.6
2013-10-21,91.4249758906646,94.81019585833943,90.93467706503482,-0.9424667745186222,0.7308,17.10176,13.16,2.63
2013-10-22,91.44676416671149,94.82242958170858,90.95174395766249,-0.9635911458737381,0.7255,17.26353,13.33,2.54
2013-10-23,91.46777049123953,94.83406738620145,90.9687492161702,-0.9845319036786153,0.7257,17.54122,13.42,2.51
2013-10-24,91.48793094064214,94.84506163229635,90.98567140342533,-1.0051579989473445,0.7246,17.62351,13.2,2.53
2013-10-25,91.50718159131283,94.8553646804717,91.0024890822953,-1.0253383826940181,0.7243,18.01826,13.09,2.53
2013-10-28,91.55883551486785,94.88165024226367,91.05210069726799,-1.0818947749426155,0.7254,18.06807,13.31,2.54
2013-10-29,91.5738077345454,94.88871210354417,91.06828597127111,-1.0989818227419788,0.7275,18.16057,13.41,2.53
2013-10-30,91.58755053745828,94.89484456929682,91.08425955122597,-1.1149679140897428,0.728,17.95116,13.65,2.55
2013-10-31,91.6,94.9,91.1,-1.129722,0.736,14.88386,13.75,2.57
2013-11-01,91.61111979043385,94.90415060614707,91.11548745530182,-1.1431437753728126,0.7413,14.63906,13.28,2.65
2013-11-04,91.63735185399206,94.9111689828434,91.16030253047505,-1.1757649182499796,0.7398,14.81916,12.93,2.63
2013-11-05,91.64405886463804,94.91193549638788,91.17465183167161,-1.1842686192283531,0.7421,14.75809,13.27,2.69
2013-11-07,91.6550271357937,94.9115378688546,91.20239491976211,-1.1980414871936123,0.7451,17.65571,13.91,2.63
2013-11-08,91.65949165152793,94.91051664891316,91.21576473048577,-1.2034174828403423,0.7478,17.8942,12.9,2.77
2013-11-11,91.67002625070408,94.90502089120825,91.25372337234882,-1.2141446883960072,0.7459,17.89482,12.53,2.77
2013-11-12,91.67292355979491,94.90261647457368,91.26561936258338,-1.2160982108861278,0.7442,17.86238,12.82,2.8
2013-11-13,91.67568313625563,94.90004491018631,91.27711692748282,-1.2173296509119025,0.7413,18.00149,12.52,2.75
2013-11-14,91.67840660769855,94.89737765861432,91.288204078962,-1.217892422803254,0.7428,18.097,12.37,2.69
2013-11-15,91.68119560173594,94.89468618042591,91.29886882893574,-1.2178399408901035,0.741,18.17392,12.19,2.71
2013-11-18,91.69097199553809,94.88718099184405,91.32820878897324,-1.2145251156228707,0.7404,18.10937,13.1,2.67
2013-11-19,91.69503935607646,94.88510721287187,91.33706405207403,-1.2125457617909408,0.7385,18.08553,13.39,2.71
2013-11-20,91.69968037727082,94.88336651012423,91.34543697324372,-1.210218225804122,0.744,18.01466,13.4,2.8
2013-11-21,91.70499668673348,94.88203034416935,91.35331556439718,-1.2075959219923371,0.7417,18.16182,12.66,2.79
2013-11-22,91.71108991207672,94.88117017557535,91.36068783744923,-1.204732264685508,0.7375,18.25565,12.26,2.75
2013-11-25,91.735047359513,94.88216025964091,91.37964686714591,-1.195227315093984,0.7398,18.23526,12.79,2.74
2013-11-26,91.74526452450162,94.88391868617258,91.38487398694113,-1.1919323871062049,0.7368,18.11656,12.81,2.71
2013-11-27,91.75676674343234,94.8865104129061,91.3895348482093,-1.1886631772729945,0.7364,18.16456,12.98,2.74
2013-11-29,91.7840328535692,94.89447960925165,91.39710984282388,-1.1824155693899694,0.7357,18.22125,13.7,2.75
2013-12-02,91.83683185283154,94.91428688376203,91.40399941112804,-1.1745307572718604,0.7384,18.17337,14.23,2.81
2013-12-03,91.85751651833462,94.9229449675375,91.40518605042223,-1.1724386511298002,0.7358,18.11501,14.55,2.79
2013-12-04,91.87957041922942,94.93252530760661,91.40588837888674,-1.1706524628747437,0.7356,18.09466,14.7,2.84
2013-12-05,91.90288611251611,94.94296227524238,91.4061496965342,-1.1691943733109402,0.7316,18.01372,15.08,2.88
2013-12-06,91.92735615519481,94.95419024171781,91.40601330337725,-1.168086563242638,0.7295,18.21437,13.79,2.88
2013-12-09,92.00661794958457,94.99196384691186,91.40365085920641,-1.167086618053225,0.7278,18.25731,13.49,2.86
2013-12-10,92.03463095983287,95.00569952147582,91.40235662295828,-1.1676017340094136,0.7266,18.19131,13.91,2.81
2013-12-11,92.06326110447391,95.01989805124438,91.40088117596895,-1.1685780334823461,0.7254,18.01191,15.42,2.86
2013-12-12,92.09240094050786,95.03449380749056,91.39926781825106,-1.1700376972762712,0.727,18.19655,15.54,2.89
2013-12-13,92.12194302493484,95.0494211614873,91.39755984981723,-1.172002906195437,0.7275,18.19426,15.76,2.88
2013-12-16,92.21190833857561,95.09553652271133,91.39230128034679,-1.1811536117468677,0.7266,18.31027,16.03,2.89
2013-12-17,92.24198498657631,95.11113398044057,91.39064786917578,-1.1853628092094841,0.7262,18.25708,16.21,2.85
2013-12-18,92.27192666797075,95.12673489228536,91.38911634735203,-1.190188455818584,0.7306,18.55826,13.8,2.89
2013-12-19,92.30162593975918,95.14227362951875,91.38775001488828,-1.1956527323784165,0.7319,18.54687,14.15,2.94
2013-12-20,92.33097535894163,95.15768456341372,91.38659217179708,-1.2017778196932296,0.7314,18.74659,13.79,2.89
2013-12-23,92.41585007085499,95.20249425779814,91.3848025788854,-1.2243397542100405,0.7301,18.78175,13.04,2.94
2013-12-24,92.44272564961526,95.21673769106941,91.38491169341097,-1.233329892587263,0.7307,18.83691,12.48,2.99
2013-12-26,92.49370816132033,95.24379108796467,91.3864481907821,-1.253647494474627,0.7304,18.92544,12.33,3.0
2013-12-27,92.51760020826546,95.25646979413463,91.38796217365295,-1.265019319593266,0.7276,18.91316,12.46,3.02
2013-12-30,92.58159019747299,95.29032639880985,91.39600665915845,-1.3042530612999927,0.7243,18.90958,13.56,2.99
2013-12-31,92.6,95.3,91.4,-1.319111,0.7274,18.98491,13.72,3.04
2014-01-02,92.63202969125994,95.31666433332965,91.41013377118902,-1.3514613465618583,0.7313,18.81447,14.23,3.0
2014-01-03,92.6457578671433,95.32370091332778,91.4162501428272,-1.3687662183493012,0.7358,18.808,13.76,3.01
2014-01-06,92.67862171497273,95.33999999670469,91.43859249035074,-1.4239479216460111,0.7337,18.76005,13.55,2.98
2014-01-07,92.6870322151885,95.34393271952716,91.44731415273793,-1.4430831559197999,0.7344,18.86118,12.92,2.96
2014-01-08,92.69428537964693,95.3471669134827,91.45664448956957,-1.462415208712743,0.7366,18.91335,12.87,3.01
2014-01-09,92.70045004161192,95.34973355274208,91.46656644154857,-1.481839771183868,0.7349,18.91077,12.89,2.97
2014-01-10,92.70559503434725,95.35166361147608,91.47706294937781,-1.5012525344922028,0.7314,18.95304,12.14,2.88
