date,tic,close
2017-07-19,Enrgy,1.63
2017-07-20,Enrgy,-0.67
2017-07-21,Enrgy,-1.06
2017-07-24,Enrgy,-0.29
2017-07-25,Enrgy,1.65
2017-07-26,Enrgy,0.12
2017-07-27,Enrgy,0.84
2017-07-28,Enrgy,-0.25
2017-07-31,Enrgy,0.14
2017-08-01,Enrgy,-0.04
2017-08-02,Enrgy,-0.42
2017-08-03,Enrgy,-1.62
2017-08-04,Enrgy,0.79
2017-08-07,Enrgy,-0.9
2017-08-08,Enrgy,0.03
2017-08-09,Enrgy,0.1
2017-08-10,Enrgy,-1.02
2017-08-11,Enrgy,-0.57
2017-08-14,Enrgy,-0.42
2017-08-15,Enrgy,-0.36
2017-08-16,Enrgy,-1.05
2017-08-17,Enrgy,-1.51
2017-08-18,Enrgy,0.66
2017-08-21,Enrgy,-0.65
2017-08-22,Enrgy,0.66
2017-08-23,Enrgy,0.51
2017-08-24,Enrgy,0.05
2017-08-25,Enrgy,0.46
2017-08-28,Enrgy,-0.46
2017-08-29,Enrgy,-0.12
2017-08-30,Enrgy,0.03
2017-08-31,Enrgy,0.66
2017-09-01,Enrgy,0.99
2017-09-05,Enrgy,0.32
2017-09-06,Enrgy,1.82
2017-09-07,Enrgy,0.12
2017-09-08,Enrgy,-1.21
2017-09-11,Enrgy,0.99
2017-09-12,Enrgy,0.72
2017-09-13,Enrgy,1.5
2017-09-14,Enrgy,0.33
2017-09-15,Enrgy,0.3
2017-09-18,Enrgy,0.51
2017-09-19,Enrgy,0.37
2017-09-20,Enrgy,0.98
2017-09-21,Enrgy,0.01
2017-09-22,Enrgy,0.53
2017-09-25,Enrgy,1.62
2017-09-26,Enrgy,-0.01
2017-09-27,Enrgy,0.57
2017-09-28,Enrgy,0.11
2017-09-29,Enrgy,-0.14
2017-10-02,Enrgy,0.09
2017-10-03,Enrgy,-0.02
2017-10-04,Enrgy,-0.1
2017-10-05,Enrgy,0.39
2017-10-06,Enrgy,-1.01
2017-10-09,Enrgy,0.34
2017-10-10,Enrgy,0.17
2017-10-11,Enrgy,0.35
2017-10-12,Enrgy,-0.41
2017-10-13,Enrgy,-0.01
2017-10-16,Enrgy,0.25
2017-10-17,Enrgy,0.14
2017-10-18,Enrgy,-0.65
2017-10-19,Enrgy,-0.25
2017-10-20,Enrgy,0.56
2017-10-23,Enrgy,-0.61
2017-10-24,Enrgy,0.13
2017-10-25,Enrgy,-0.67
2017-10-26,Enrgy,0.26
2017-10-27,Enrgy,0.52
2017-10-30,Enrgy,0.42
2017-10-31,Enrgy,0.58
2017-11-01,Enrgy,1.38
2017-11-02,Enrgy,-0.18
2017-11-03,Enrgy,0.41
2017-11-06,Enrgy,2.15
2017-11-07,Enrgy,-0.19
2017-11-08,Enrgy,-0.59
2017-11-09,Enrgy,0.45
2017-11-10,Enrgy,-0.35
2017-11-13,Enrgy,-0.57
2017-11-14,Enrgy,-1.53
2017-11-15,Enrgy,-1
2017-11-16,Enrgy,-0.18
2017-11-17,Enrgy,0.59
2017-11-20,Enrgy,-0.27
2017-11-21,Enrgy,0.34
2017-11-22,Enrgy,0.49
2017-11-24,Enrgy,0.33
2017-11-27,Enrgy,-1.16
2017-11-28,Enrgy,0.75
2017-11-29,Enrgy,0.59
2017-11-30,Enrgy,1.56
2017-12-01,Enrgy,0.81
2017-12-04,Enrgy,-0.14
2017-12-05,Enrgy,-0.47
2017-12-06,Enrgy,-1.42
2017-12-07,Enrgy,0.49
2017-12-08,Enrgy,0.77
2017-12-11,Enrgy,0.67
2017-12-12,Enrgy,-0.36
2017-12-13,Enrgy,-0.15
2017-12-14,Enrgy,-0.34
2017-12-15,Enrgy,-0.04
2017-12-18,Enrgy,0.72
2017-12-19,Enrgy,0.08
2017-12-20,Enrgy,1.66
2017-12-21,Enrgy,2.06
2017-12-22,Enrgy,0.3
2017-12-26,Enrgy,1.09
2017-12-27,Enrgy,-0.46
2017-12-28,Enrgy,0.12
2017-12-29,Enrgy,-0.44
2018-01-02,Enrgy,1.67
2018-01-03,Enrgy,1.35
2018-01-04,Enrgy,0.41
2018-01-05,Enrgy,-0.06
2018-01-08,Enrgy,0.53
2018-01-09,Enrgy,-0.42
2018-01-10,Enrgy,-0.19
2018-01-11,Enrgy,2.08
2018-01-12,Enrgy,0.83
2018-01-16,Enrgy,-1.33
2018-01-17,Enrgy,0.96
2018-01-18,Enrgy,-0.76
2018-01-19,Enrgy,-0.07
2018-01-22,Enrgy,1.85
2018-01-23,Enrgy,-0.07
2018-01-24,Enrgy,-0.28
2018-01-25,Enrgy,-0.84
2018-01-26,Enrgy,0.66
2018-01-29,Enrgy,-1.57
2018-01-30,Enrgy,-2.11
2018-01-31,Enrgy,0.21
2018-02-01,Enrgy,0.95
2018-02-02,Enrgy,-4.34
2018-02-05,Enrgy,-4.24
2018-02-06,Enrgy,0.77
2018-02-07,Enrgy,-1.83
2018-02-08,Enrgy,-3.13
2018-02-09,Enrgy,0.09
2018-02-12,Enrgy,1.73
2018-02-13,Enrgy,-0.53
2018-02-14,Enrgy,1.85
2018-02-15,Enrgy,-0.32
2018-02-16,Enrgy,-0.14
2018-02-20,Enrgy,-0.55
2018-02-21,Enrgy,-1.66
2018-02-22,Enrgy,1.12
2018-02-23,Enrgy,2.3
2018-02-26,Enrgy,0.74
2018-02-27,Enrgy,-1.53
2018-02-28,Enrgy,-2.33
2018-03-01,Enrgy,0.06
2018-03-02,Enrgy,0.67
2018-03-05,Enrgy,1.19
2018-03-06,Enrgy,-0.07
2018-03-07,Enrgy,-0.89
2018-03-08,Enrgy,-0.12
2018-03-09,Enrgy,1.81
2018-03-12,Enrgy,-0.03
2018-03-13,Enrgy,-0.68
2018-03-14,Enrgy,-0.59
2018-03-15,Enrgy,-0.29
2018-03-16,Enrgy,1.02
2018-03-19,Enrgy,-1.69
2018-03-20,Enrgy,1.01
2018-03-21,Enrgy,2.83
2018-03-22,Enrgy,-1.96
2018-03-23,Enrgy,-0.4
2018-03-26,Enrgy,1.95
2018-03-27,Enrgy,-1.19
2018-03-28,Enrgy,-1.74
2018-03-29,Enrgy,2.29
2018-04-02,Enrgy,-2.19
2018-04-03,Enrgy,2.15
2018-04-04,Enrgy,-0.12
2018-04-05,Enrgy,1.9
2018-04-06,Enrgy,-1.98
2018-04-09,Enrgy,0.5
2018-04-10,Enrgy,3.36
2018-04-11,Enrgy,1.17
2018-04-12,Enrgy,-0.06
2018-04-13,Enrgy,1.26
2018-04-16,Enrgy,1.03
2018-04-17,Enrgy,0.47
2018-04-18,Enrgy,1.75
2018-04-19,Enrgy,0.13
2018-04-20,Enrgy,-0.4
2018-04-23,Enrgy,0.7
2018-04-24,Enrgy,-1.13
2018-04-25,Enrgy,0.84
2018-04-26,Enrgy,1.5
2018-04-27,Enrgy,-1.32
2018-04-30,Enrgy,0.15
2018-05-01,Enrgy,-0.61
2018-05-02,Enrgy,0.49
2018-05-03,Enrgy,-0.27
2018-05-04,Enrgy,0.49
2018-05-07,Enrgy,0.24
2018-05-08,Enrgy,0.99
2018-05-09,Enrgy,2
2018-05-10,Enrgy,0.78
2018-05-11,Enrgy,-0.06
2018-05-14,Enrgy,0.66
2018-05-15,Enrgy,0.1
2018-05-16,Enrgy,0.29
2018-05-17,Enrgy,1.72
2018-05-18,Enrgy,-0.84
2018-05-21,Enrgy,1.18
2018-05-22,Enrgy,-1.49
2018-05-23,Enrgy,-0.07
2018-05-24,Enrgy,-1.47
2018-05-25,Enrgy,-2.79
2018-05-29,Enrgy,-0.12
2018-05-30,Enrgy,3.24
2018-05-31,Enrgy,-0.94
2018-06-01,Enrgy,0.47
2018-06-04,Enrgy,-1.25
2018-06-05,Enrgy,-0.28
2018-06-06,Enrgy,0.48
2018-06-07,Enrgy,1.7
2018-06-08,Enrgy,-0.24
2018-06-11,Enrgy,0.25
2018-06-12,Enrgy,-0.66
2018-06-13,Enrgy,-0.34
2018-06-14,Enrgy,-0.49
2018-06-15,Enrgy,-2.19
2018-06-18,Enrgy,1.28
2018-06-19,Enrgy,-0.09
2018-06-20,Enrgy,0.58
2018-06-21,Enrgy,-2.1
2018-06-22,Enrgy,2.44
2018-06-25,Enrgy,-2.33
2018-06-26,Enrgy,1.56
2018-06-27,Enrgy,1.44
2018-06-28,Enrgy,-0.19
2018-06-29,Enrgy,0.62
2018-07-02,Enrgy,-1.54
2018-07-03,Enrgy,0.77
2018-07-05,Enrgy,-0.24
2018-07-06,Enrgy,0.79
2018-07-09,Enrgy,1.61
2018-07-10,Enrgy,0.53
2018-07-11,Enrgy,-2.35
2018-07-12,Enrgy,0.23
2018-07-13,Enrgy,0.49
2018-07-16,Enrgy,-1.33
2018-07-17,Enrgy,-0.26
2018-07-18,Enrgy,0.06
2018-07-19,Enrgy,-0.02
2018-07-20,Enrgy,-0.24
2018-07-23,Enrgy,-0.45
2018-07-24,Enrgy,1.41
2018-07-25,Enrgy,0.86
2018-07-26,Enrgy,0.92
2018-07-27,Enrgy,-0.8
2018-07-30,Enrgy,1.03
2018-07-31,Enrgy,-0.27
2018-08-01,Enrgy,-1.33
2018-08-02,Enrgy,-0.4
2018-08-03,Enrgy,-0.58
2018-08-06,Enrgy,0.43
2018-08-07,Enrgy,0.53
2018-08-08,Enrgy,-0.86
2018-08-09,Enrgy,-0.8
2018-08-10,Enrgy,0.51
2018-08-13,Enrgy,-1.31
2018-08-14,Enrgy,0.42
2018-08-15,Enrgy,-3.85
2018-08-16,Enrgy,0.9
2018-08-17,Enrgy,0.31
2018-08-20,Enrgy,0.73
2018-08-21,Enrgy,0.61
2018-08-22,Enrgy,1.35
2018-08-23,Enrgy,-0.46
2018-08-24,Enrgy,0.88
2018-08-27,Enrgy,0.81
2018-08-28,Enrgy,-0.47
2018-08-29,Enrgy,0.79
2018-08-30,Enrgy,-0.32
2018-08-31,Enrgy,-0.63
2018-09-04,Enrgy,-0.22
2018-09-05,Enrgy,-0.22
2018-09-06,Enrgy,-2.11
2018-09-07,Enrgy,-0.01
2018-09-10,Enrgy,0.08
2018-09-11,Enrgy,1.16
2018-09-12,Enrgy,0.63
2018-09-13,Enrgy,-0.17
2018-09-14,Enrgy,0.62
2018-09-17,Enrgy,0.06
2018-09-18,Enrgy,0.94
2018-09-19,Enrgy,0.45
2018-09-20,Enrgy,-0.07
2018-09-21,Enrgy,0.86
2018-09-24,Enrgy,1.82
2018-09-25,Enrgy,0.56
2018-09-26,Enrgy,-1
2018-09-27,Enrgy,0.18
2018-09-28,Enrgy,-0.18
2018-10-01,Enrgy,1.4
2018-10-02,Enrgy,0.07
2018-10-03,Enrgy,0.97
2018-10-04,Enrgy,-0.87
2018-10-05,Enrgy,-0.07
2018-10-08,Enrgy,-0.17
2018-10-09,Enrgy,0.97
2018-10-10,Enrgy,-3.84
2018-10-11,Enrgy,-3.05
2018-10-12,Enrgy,0.48
2018-10-15,Enrgy,-0.73
2018-10-16,Enrgy,0.95
2018-10-17,Enrgy,-0.9
2018-10-18,Enrgy,-0.63
2018-10-19,Enrgy,-0.94
2018-10-22,Enrgy,-0.97
2018-10-23,Enrgy,-2.82
2018-10-24,Enrgy,-4.13
2018-10-25,Enrgy,1.55
2018-10-26,Enrgy,-0.64
2018-10-29,Enrgy,-2.18
2018-10-30,Enrgy,2.4
2018-10-31,Enrgy,0.84
2018-11-01,Enrgy,0.83
2018-11-02,Enrgy,-0.08
2018-11-05,Enrgy,1.71
2018-11-06,Enrgy,0.17
2018-11-07,Enrgy,1.9
2018-11-08,Enrgy,-2.47
2018-11-09,Enrgy,0.03
2018-11-12,Enrgy,-2.4
2018-11-13,Enrgy,-2.34
2018-11-14,Enrgy,-0.15
2018-11-15,Enrgy,1.77
2018-11-16,Enrgy,1.08
2018-11-19,Enrgy,-0.24
2018-11-20,Enrgy,-3.52
2018-11-21,Enrgy,1.66
2018-11-23,Enrgy,-3.31
2018-11-26,Enrgy,1.77
2018-11-27,Enrgy,-0.43
2018-11-28,Enrgy,1.81
2018-11-29,Enrgy,0.66
2018-11-30,Enrgy,-0.36
2018-12-03,Enrgy,2.51
2018-12-04,Enrgy,-2.94
2018-12-06,Enrgy,-1.77
2018-12-07,Enrgy,-0.66
2018-12-10,Enrgy,-1.73
2018-12-11,Enrgy,0.14
2018-12-12,Enrgy,0.34
2018-12-13,Enrgy,0.29
2018-12-14,Enrgy,-2.48
2018-12-17,Enrgy,-1.98
2018-12-18,Enrgy,-2.38
2018-12-19,Enrgy,-1.5
2018-12-20,Enrgy,-2.93
2018-12-21,Enrgy,-1.29
2018-12-24,Enrgy,-4.02
2018-12-26,Enrgy,6.65
2018-12-27,Enrgy,0.78
2018-12-28,Enrgy,-1
2018-12-31,Enrgy,0.53
2019-01-02,Enrgy,2.17
2019-01-03,Enrgy,-1.22
2019-01-04,Enrgy,3.69
2019-01-07,Enrgy,1.31
2019-01-08,Enrgy,0.67
2019-01-09,Enrgy,1.63
2019-01-10,Enrgy,0.33
2019-01-11,Enrgy,-0.8
2019-01-14,Enrgy,-0.19
2019-01-15,Enrgy,0.29
2019-01-16,Enrgy,-0.11
2019-01-17,Enrgy,0.96
2019-01-18,Enrgy,1.66
2019-01-22,Enrgy,-2.43
2019-01-23,Enrgy,-0.99
2019-01-24,Enrgy,0.59
2019-01-25,Enrgy,1.19
2019-01-28,Enrgy,-1.09
2019-01-29,Enrgy,0.24
2019-01-30,Enrgy,1.51
2019-01-31,Enrgy,0.64
2019-02-01,Enrgy,1.84
2019-02-04,Enrgy,0.23
2019-02-05,Enrgy,-0.03
2019-02-06,Enrgy,-0.83
2019-02-07,Enrgy,-2.27
2019-02-08,Enrgy,-0.46
2019-02-11,Enrgy,0.49
2019-02-12,Enrgy,1.32
2019-02-13,Enrgy,1.34
2019-02-14,Enrgy,0.45
2019-02-15,Enrgy,1.73
2019-02-19,Enrgy,0.12
2019-02-20,Enrgy,0.56
2019-02-21,Enrgy,-1.58
2019-02-22,Enrgy,0.46
2019-02-25,Enrgy,-0.02
2019-02-26,Enrgy,-0.28
2019-02-27,Enrgy,0.48
2019-02-28,Enrgy,-1
2019-03-01,Enrgy,1.69
2019-03-04,Enrgy,0.25
2019-03-05,Enrgy,-0.33
2019-03-06,Enrgy,-1.41
2019-03-07,Enrgy,-0.5
2019-03-08,Enrgy,-2.09
2019-03-11,Enrgy,1.6
2019-03-12,Enrgy,0.78
2019-03-13,Enrgy,1.2
2019-03-14,Enrgy,0.04
2019-03-15,Enrgy,-0.01
2019-03-18,Enrgy,1.41
2019-03-19,Enrgy,-0.48
2019-03-20,Enrgy,0.99
2019-03-21,Enrgy,0.73
2019-03-22,Enrgy,-2.8
2019-03-25,Enrgy,-0.1
2019-03-26,Enrgy,1.63
2019-03-27,Enrgy,-0.63
2019-03-28,Enrgy,0.37
2019-03-29,Enrgy,-0.17
2019-04-01,Enrgy,1.35
2019-04-02,Enrgy,-0.8
2019-04-03,Enrgy,-1.04
2019-04-04,Enrgy,1.02
2019-04-05,Enrgy,1.85
2019-04-08,Enrgy,0.46
2019-04-09,Enrgy,-1.4
2019-04-10,Enrgy,0.57
2019-04-11,Enrgy,-0.06
2019-04-12,Enrgy,0.49
2019-04-15,Enrgy,-0.74
2019-04-16,Enrgy,0.63
2019-04-17,Enrgy,-0.05
2019-04-18,Enrgy,-0.34
2019-04-22,Enrgy,2.24
2019-04-23,Enrgy,0.03
2019-04-24,Enrgy,-1.92
2019-04-25,Enrgy,-0.33
2019-04-26,Enrgy,-1.41
2019-04-29,Enrgy,-0.24
2019-04-30,Enrgy,0.01
2019-05-01,Enrgy,-2.24
2019-05-02,Enrgy,-1.83
2019-05-03,Enrgy,1.01
2019-05-06,Enrgy,0.07
2019-05-07,Enrgy,-0.75
2019-05-08,Enrgy,0.04
2019-05-09,Enrgy,0.07
2019-05-10,Enrgy,0.48
2019-05-13,Enrgy,-1.77
2019-05-14,Enrgy,1.29
2019-05-15,Enrgy,0.47
2019-05-16,Enrgy,0.54
2019-05-17,Enrgy,-1.2
2019-05-20,Enrgy,-0.04
2019-05-21,Enrgy,1.17
2019-05-22,Enrgy,-1.8
2019-05-23,Enrgy,-3.52
2019-05-24,Enrgy,0.21
2019-05-28,Enrgy,-1.04
2019-05-29,Enrgy,-0.5
2019-05-30,Enrgy,-1.4
2019-05-31,Enrgy,-1.74
2019-06-03,Enrgy,1.3
2019-06-04,Enrgy,1.88
2019-06-05,Enrgy,-1.4
2019-06-06,Enrgy,1.71
2019-06-07,Enrgy,0.42
2019-06-10,Enrgy,0.37
2019-06-11,Enrgy,-0.04
2019-06-12,Enrgy,-1.53
2019-06-13,Enrgy,1.31
2019-06-14,Enrgy,-0.8
2019-06-17,Enrgy,1.01
2019-06-18,Enrgy,1.47
2019-06-19,Enrgy,-0.19
2019-06-20,Enrgy,2.23
2019-06-21,Enrgy,0.6
2019-06-24,Enrgy,-0.92
2019-06-25,Enrgy,-0.79
2019-06-26,Enrgy,1.73
2019-06-27,Enrgy,-0.83
2019-06-28,Enrgy,1.07
2019-07-01,Enrgy,0.21
2019-07-02,Enrgy,-2.13
2019-07-03,Enrgy,0.49
2019-07-05,Enrgy,0.21
2019-07-08,Enrgy,-0.01
2019-07-09,Enrgy,-0.04
2019-07-10,Enrgy,1.55
2019-07-11,Enrgy,-0.03
2019-07-12,Enrgy,0.42
2019-07-15,Enrgy,-1.21
2019-07-16,Enrgy,-1.14
2019-07-17,Enrgy,-1.25
2019-07-18,Enrgy,-0.01
2019-07-19,Enrgy,0.6
2019-07-22,Enrgy,0.31
2019-07-23,Enrgy,0.41
2019-07-24,Enrgy,0.47
2019-07-25,Enrgy,-1.47
2019-07-26,Enrgy,-0.52
2019-07-29,Enrgy,-0.35
2019-07-30,Enrgy,1.52
2019-07-31,Enrgy,-0.64
2019-08-01,Enrgy,-2.94
2019-08-02,Enrgy,-1.2
2019-08-05,Enrgy,-2.99
2019-08-06,Enrgy,-0.04
2019-08-07,Enrgy,-0.61
2019-08-08,Enrgy,2.94
2019-08-09,Enrgy,-1.31
2019-08-12,Enrgy,-1.18
2019-08-13,Enrgy,1.04
2019-08-14,Enrgy,-4.09
2019-08-15,Enrgy,-0.54
2019-08-16,Enrgy,1.48
2019-08-19,Enrgy,2.27
2019-08-20,Enrgy,-0.96
2019-08-21,Enrgy,0.83
2019-08-22,Enrgy,-0.6
2019-08-23,Enrgy,-3.46
2019-08-26,Enrgy,0.46
2019-08-27,Enrgy,-0.75
2019-08-28,Enrgy,1.53
2019-08-29,Enrgy,1.59
2019-08-30,Enrgy,-0.08
2019-09-03,Enrgy,-0.62
2019-09-04,Enrgy,1.44
2019-09-05,Enrgy,1.29
2019-09-06,Enrgy,0.47
2019-09-09,Enrgy,2.06
2019-09-10,Enrgy,1.33
2019-09-11,Enrgy,0.06
2019-09-12,Enrgy,-0.7
2019-09-13,Enrgy,0.83
2019-09-16,Enrgy,4.11
2019-09-17,Enrgy,-1.98
2019-09-18,Enrgy,-0.57
2019-09-19,Enrgy,-0.47
2019-09-20,Enrgy,0.1
2019-09-23,Enrgy,0.16
2019-09-24,Enrgy,-1.72
2019-09-25,Enrgy,0.3
2019-09-26,Enrgy,-1.48
2019-09-27,Enrgy,-0.08
2019-09-30,Enrgy,-0.7
2019-10-01,Enrgy,-2.36
2019-10-02,Enrgy,-2.71
2019-10-03,Enrgy,1.33
2019-10-04,Enrgy,0.6
2019-10-07,Enrgy,-0.92
2019-10-08,Enrgy,-1.71
2019-10-09,Enrgy,1.16
2019-10-10,Enrgy,1.35
2019-10-11,Enrgy,1.43
2019-10-14,Enrgy,-0.27
2019-10-15,Enrgy,0.4
2019-10-16,Enrgy,-1.36
2019-10-17,Enrgy,0.11
2019-10-18,Enrgy,-0.83
2019-10-21,Enrgy,1.84
2019-10-22,Enrgy,1.25
2019-10-23,Enrgy,0.85
2019-10-24,Enrgy,-0.31
2019-10-25,Enrgy,0.95
2019-10-28,Enrgy,-0.63
2019-10-29,Enrgy,0.47
2019-10-30,Enrgy,-2.15
2019-10-31,Enrgy,-0.41
2019-11-01,Enrgy,2.47
2019-11-04,Enrgy,3.2
2019-11-05,Enrgy,0.5
2019-11-06,Enrgy,-2.28
2019-11-07,Enrgy,1.95
2019-11-08,Enrgy,-0.57
2019-11-11,Enrgy,-0.67
2019-11-12,Enrgy,-0.62
2019-11-13,Enrgy,-0.64
2019-11-14,Enrgy,-0.26
2019-11-15,Enrgy,0.8
2019-11-18,Enrgy,-1.48
2019-11-19,Enrgy,-1.53
2019-11-20,Enrgy,0.79
2019-11-21,Enrgy,1.68
2019-11-22,Enrgy,-0.4
2019-11-25,Enrgy,0.24
2019-11-26,Enrgy,-1.05
2019-11-27,Enrgy,0.33
2019-11-29,Enrgy,-1.15
2019-12-02,Enrgy,0.08
2019-12-03,Enrgy,-1.4
2019-12-04,Enrgy,1.65
2019-12-05,Enrgy,-0.63
2019-12-06,Enrgy,2.2
2019-12-09,Enrgy,-0.32
2019-12-10,Enrgy,0.11
2019-12-11,Enrgy,-0.39
2019-12-12,Enrgy,2.3
2019-12-13,Enrgy,-1.08
2019-12-16,Enrgy,1.58
2019-12-17,Enrgy,0.18
2019-12-18,Enrgy,0.26
2019-12-19,Enrgy,-0.1
2019-12-20,Enrgy,0.81
2019-12-23,Enrgy,0.99
2019-12-24,Enrgy,0.03
2019-12-26,Enrgy,0.08
2019-12-27,Enrgy,-0.57
2019-12-30,Enrgy,-0.37
2019-12-31,Enrgy,0.77
2020-01-02,Enrgy,0.94
2020-01-03,Enrgy,-0.33
2020-01-06,Enrgy,0.82
2020-01-07,Enrgy,-0.18
2020-01-08,Enrgy,-1.9
2020-01-09,Enrgy,0.63
2020-01-10,Enrgy,-0.74
2020-01-13,Enrgy,0.01
2020-01-14,Enrgy,0.08
2020-01-15,Enrgy,-0.56
2020-01-16,Enrgy,0.03
2020-01-17,Enrgy,-0.74
2020-01-21,Enrgy,-1.89
2020-01-22,Enrgy,-1
2020-01-23,Enrgy,-0.6
2020-01-24,Enrgy,-1.24
2020-01-27,Enrgy,-2.78
2020-01-28,Enrgy,0.55
2020-01-29,Enrgy,-1.12
2020-01-30,Enrgy,0.82
2020-01-31,Enrgy,-3.28
2020-02-03,Enrgy,-1.59
2020-02-04,Enrgy,0.06
2020-02-05,Enrgy,4.17
2020-02-06,Enrgy,-1.27
2020-02-07,Enrgy,-0.89
2020-02-10,Enrgy,-0.74
2020-02-11,Enrgy,1.08
2020-02-12,Enrgy,1.35
2020-02-13,Enrgy,-0.4
2020-02-14,Enrgy,-0.58
2020-02-18,Enrgy,-0.79
2020-02-19,Enrgy,1.43
2020-02-20,Enrgy,-0.23
2020-02-21,Enrgy,-1.36
2020-02-24,Enrgy,-4.86
2020-02-25,Enrgy,-4.37
2020-02-26,Enrgy,-3.3
2020-02-27,Enrgy,-5.61
2020-02-28,Enrgy,1.73
2020-03-02,Enrgy,2.44
2020-03-03,Enrgy,-3.23
2020-03-04,Enrgy,2.11
2020-03-05,Enrgy,-3.77
2020-03-06,Enrgy,-5.63
2020-03-09,Enrgy,-19.68
2020-03-10,Enrgy,5.4
2020-03-11,Enrgy,-5.76
2020-03-12,Enrgy,-11.58
2020-03-13,Enrgy,9.11
2020-03-16,Enrgy,-13.37
2020-03-17,Enrgy,1.42
2020-03-18,Enrgy,-13.08
2020-03-19,Enrgy,5.47
2020-03-20,Enrgy,0.16
2020-03-23,Enrgy,-6.69
2020-03-24,Enrgy,15.99
2020-03-25,Enrgy,4.45
2020-03-26,Enrgy,6
2020-03-27,Enrgy,-6.94
2020-03-30,Enrgy,1.53
2020-03-31,Enrgy,1.42
2020-04-01,Enrgy,-4.4
2020-04-02,Enrgy,9
2020-04-03,Enrgy,-1.32
2020-04-06,Enrgy,5.11
2020-04-07,Enrgy,1.61
2020-04-08,Enrgy,7.14
2020-04-09,Enrgy,-1.25
2020-04-13,Enrgy,-0.38
2020-04-14,Enrgy,-0.6
2020-04-15,Enrgy,-4.43
2020-04-16,Enrgy,-4.24
2020-04-17,Enrgy,10.63
2020-04-20,Enrgy,-3.4
2020-04-21,Enrgy,-1.36
2020-04-22,Enrgy,3.86
2020-04-23,Enrgy,3.46
2020-04-24,Enrgy,0.13
2020-04-27,Enrgy,2.23
2020-04-28,Enrgy,2.22
2020-04-29,Enrgy,7.91
2020-04-30,Enrgy,-1.76
2020-05-01,Enrgy,-6.33
2020-05-04,Enrgy,3.85
2020-05-05,Enrgy,-0.03
2020-05-06,Enrgy,-2.61
2020-05-07,Enrgy,2.28
2020-05-08,Enrgy,4.58
2020-05-11,Enrgy,-1.78
2020-05-12,Enrgy,-1.99
2020-05-13,Enrgy,-4.52
2020-05-14,Enrgy,0.93
2020-05-15,Enrgy,-0.3
2020-05-18,Enrgy,8.23
2020-05-19,Enrgy,-2.95
2020-05-20,Enrgy,3.84
2020-05-21,Enrgy,-1.31
2020-05-22,Enrgy,-0.7
2020-05-26,Enrgy,2.81
2020-05-27,Enrgy,1.06
2020-05-28,Enrgy,-3.05
2020-05-29,Enrgy,-0.35
2020-06-01,Enrgy,1.91
2020-06-02,Enrgy,2.97
2020-06-03,Enrgy,3.08
2020-06-04,Enrgy,-0.12
2020-06-05,Enrgy,7.97
2020-06-08,Enrgy,4.54
2020-06-09,Enrgy,-3.67
2020-06-10,Enrgy,-5.16
2020-06-11,Enrgy,-9.27
2020-06-12,Enrgy,3.19
2020-06-15,Enrgy,-0.21
2020-06-16,Enrgy,2.98
2020-06-17,Enrgy,-3.59
2020-06-18,Enrgy,1.14
2020-06-19,Enrgy,-1.57
2020-06-22,Enrgy,0.44
2020-06-23,Enrgy,0.11
2020-06-24,Enrgy,-5.6
2020-06-25,Enrgy,1.91
2020-06-26,Enrgy,-3.56
2020-06-29,Enrgy,1.64
2020-06-30,Enrgy,2.1
2020-07-01,Enrgy,-2.49
2020-07-02,Enrgy,1.21
2020-07-06,Enrgy,0.44
2020-07-07,Enrgy,-3.2
2020-07-08,Enrgy,0.07
2020-07-09,Enrgy,-4.82
2020-07-10,Enrgy,3.27
2020-07-13,Enrgy,-0.68
2020-07-14,Enrgy,3.63
2020-07-15,Enrgy,1.93
2020-07-16,Enrgy,-0.44
2020-07-17,Enrgy,-1.63
2020-07-20,Enrgy,-1.65
2020-07-21,Enrgy,6.33
2020-07-22,Enrgy,-1.22
2020-07-23,Enrgy,-0.05
2020-07-24,Enrgy,-0.65
2020-07-27,Enrgy,0.17
2020-07-28,Enrgy,-1.82
2020-07-29,Enrgy,2.02
2020-07-30,Enrgy,-4.11
2020-07-31,Enrgy,-0.53
2020-08-03,Enrgy,0.29
2020-08-04,Enrgy,2.13
2020-08-05,Enrgy,1.25
2020-08-06,Enrgy,-0.65
2020-08-07,Enrgy,0.18
2020-08-10,Enrgy,3.26
2020-08-11,Enrgy,-0.39
2020-08-12,Enrgy,1.16
2020-08-13,Enrgy,-1.98
2020-08-14,Enrgy,1.02
2020-08-17,Enrgy,-0.65
2020-08-18,Enrgy,-1.38
2020-08-19,Enrgy,-1.15
2020-08-20,Enrgy,-2.2
2020-08-21,Enrgy,-0.8
2020-08-24,Enrgy,2.88
2020-08-25,Enrgy,-1.21
2020-08-26,Enrgy,-2.32
2020-08-27,Enrgy,0.31
2020-08-28,Enrgy,1.71
2020-08-31,Enrgy,-2.31
2020-09-01,Enrgy,-0.75
2020-09-02,Enrgy,-0.77
2020-09-03,Enrgy,-0.8
2020-09-04,Enrgy,-0.32
2020-09-08,Enrgy,-4.09
2020-09-09,Enrgy,0.58
2020-09-10,Enrgy,-3.79
2020-09-11,Enrgy,0.23
2020-09-14,Enrgy,0.62
2020-09-15,Enrgy,-0.75
2020-09-16,Enrgy,4.05
2020-09-17,Enrgy,0.34
2020-09-18,Enrgy,-0.95
2020-09-21,Enrgy,-3.35
