date,Durbl,Enrgy,HiTec,Manuf,NoDur,Durbl_share,Enrgy_share,HiTec_share,Manuf_share,NoDur_share,v_01,v_02,v_03,v_04,v_05,v_06,v_07,v_08,v_09,value_function,log_growth,cum_log_growth,cumulative_return,cumulative_wealth
2016-03-21,0.0019,-0.0051,0.0021,0.0027,-0.0009,0.31375238,0.3131417,0.044196527,0.28444389,0.0444655,-3.6305714,-0.23841472,2.3003345,3.1538475,3.2446103,1.7474067,2.8678796,4.6248283,5.2022266,-3.6305714,-0.0033457364407800303,-0.0033457364407800303,-0.0033401457013992886,0.9966598542986007
2016-03-22,-0.005,-0.0017000000000000001,0.0012,-0.0022,-0.008,0.2999234,0.30569476,0.041493442,0.29385194,0.059036434,-4.751989,0.029510308,2.6541052,3.4414046,3.1708755,1.9180092,3.5596402,5.4618206,5.735804,-4.751989,-0.017288847020697284,-0.020634583461477313,-0.02042314724090233,0.9795768527590977
2016-03-23,-0.022400000000000003,-0.023399999999999997,-0.0088,-0.0096,-0.001,0.28554913,0.30286774,0.040988877,0.3013293,0.0692649,-5.0627255,0.2862993,2.3350568,2.6712067,2.3386884,2.3359659,3.7974932,4.7266026,4.9710965,-5.0627255,0.0010090692269411833,-0.01962551423453613,-0.01943418750285497,0.980565812497145
2016-03-24,-0.0018,0.0068000000000000005,0.0009,-0.0016,-0.0011,0.29193035,0.30951867,0.041896585,0.3066424,0.05001197,-5.4027076,0.027052213,2.3499312,2.8121445,2.827674,2.0925076,3.5340962,4.4547067,5.207816,-5.4027076,0.00046786178820983163,-0.0191576524463263,-0.0189753108913171,0.9810246891086829
2016-03-28,0.0039000000000000003,-0.0043,-0.0024,0.0015,0.0064,0.2924695,0.3094994,0.041915298,0.30607888,0.050036993,-4.886638,0.06833224,2.2228236,2.7181628,2.5923715,1.9650037,3.3576653,4.449033,5.0312386,-4.886638,0.00847647958872323,-0.01068117285760307,-0.01062433168759025,0.9893756683124098
2016-03-29,0.011699999999999999,0.004699999999999999,0.0168,0.0079,0.0103,0.30235326,0.31151065,0.04218995,0.29997766,0.043968573,-5.6942163,-0.056006026,2.6377394,3.0002058,3.0487585,1.8978359,3.6666949,4.653296,5.4820766,-5.6942163,0.001874591312137699,-0.00880658154546537,-0.00876791718972103,0.991232082810279
2016-03-30,0.0009,0.0007000000000000001,0.0060999999999999995,0.0031,0.0048,0.30383638,0.31204206,0.042232312,0.2989515,0.04293773,-5.892732,0.11057262,2.6746244,2.8845823,2.8419309,2.231824,4.0133734,4.8095345,5.466201,-5.892732,0.0008662309386520515,-0.007940350606813319,-0.007908909296312827,0.9920910907036872
2016-03-31,0.0089,-0.0008,-0.0005,-0.0046,-0.0044,0.30318958,0.312566,0.042311903,0.29884902,0.0430834,-5.2835975,0.09571235,2.5514448,2.8504624,2.7294583,2.0617874,3.7509866,4.7412105,5.279518,-5.2835975,-0.003706447081867145,-0.011646797688680464,-0.01157923628618207,0.9884207637138179
2016-04-01,-0.0083,-0.0124,0.0072,0.0063,0.0118,0.30789652,0.31567514,0.04275226,0.2906236,0.043052457,-5.400946,0.004127074,2.688364,3.0046766,2.987661,1.9857036,3.7743576,4.7732205,5.458521,-5.400946,-0.009073218330232327,-0.02072001601891279,-0.020506831421910454,0.9794931685780895
2016-04-04,-0.0126,-0.0074,-0.0042,-0.0085,-0.0036,0.29928157,0.31305018,0.04237665,0.30223572,0.043055825,-5.0220437,0.1427844,2.4757266,2.7829363,2.6108577,2.1217175,3.7267578,4.613396,5.042802,-5.0220437,-0.005555622601707107,-0.026275638620619896,-0.02593343776141488,0.9740665622385851
2016-04-05,-0.0034000000000000002,-0.0072,-0.010700000000000001,-0.0049,-0.0075,0.28940275,0.31335834,0.042415187,0.3096479,0.04517584,-4.3728,0.18377273,2.1936367,2.5216591,2.252382,2.1876564,3.5050068,4.337286,4.6464586,-4.3728,0.01363569002442851,-0.012639948596191386,-0.012560399962222024,0.987439600037778
2016-04-06,0.0123,0.0227,0.0111,0.0070999999999999995,0.0088,0.30074647,0.31242633,0.042320933,0.30114427,0.043361995,-5.067095,0.05277996,2.5149946,2.8517644,2.7246246,1.9914995,3.6606114,4.603919,5.1714764,-5.067095,-0.010905686033397748,-0.023545634629589134,-0.02327059903262263,0.9767294009673774
