date,BIG HiBM,BIG LoBM,ME1 BM2,BIG HiBM_share,BIG LoBM_share,ME1 BM2_share,v_01,v_02,v_03,v_04,v_05,v_06,v_07,v_08,v_09,value_function,absolute_return,cumulative_return
2013-07-09,0.0092,0.005699999999999999,0.0075,0.431572,0.23282713,0.33560094,-0.7530165,-0.7857461,-1.1031529,-0.9853673,-0.19231704,-0.1888483,-0.06510072,-0.22750118,0.088688225,-0.7530165,0.00019975680559873577,1.0345001559278322
2013-07-10,-0.0051,0.0014000000000000002,0.0062,0.4184914,0.23583281,0.3456758,-0.7776966,-0.771081,-1.1510003,-0.98575455,-0.18010963,-0.19183114,-0.0131471865,-0.26470402,0.072822645,-0.7776966,0.01243767658174038,1.0473669342910226
2013-07-11,0.0079,0.0144,0.0166,0.44503617,0.2308226,0.32414123,-0.74476814,-0.7752002,-1.0857062,-0.9859934,-0.20208661,-0.1724897,-0.02965462,-0.23600775,0.11385234,-0.74476814,0.004889550253748894,1.0524880875503535
2013-07-12,0.0092,0.0008,0.0019,0.39034534,0.24328315,0.3663715,-0.73927176,-0.7281502,-1.1144078,-0.9123552,-0.16175108,-0.17029344,0.023594566,-0.26450124,0.07442801,-0.73927176,0.007737890505790711,1.0606321251304673
2013-07-15,0.0054,0.0012,0.0146,0.38829246,0.24394488,0.36776263,-0.7039343,-0.71716493,-1.0671285,-0.9181464,-0.14757949,-0.17036885,0.020803686,-0.25553784,0.07678961,-0.7039343,-0.0033283545136451724,1.0571019654094722
2013-07-16,-0.004699999999999999,-0.0039000000000000003,-0.0015,0.36508462,0.24253982,0.39237556,-0.6401092,-0.66867626,-0.98067856,-0.79123765,-0.12910932,-0.17414577,-0.027674163,-0.19887981,0.060780093,-0.6401092,0.004680295932292938,1.062049515438197
2013-07-17,0.006,0.0043,0.0037,0.15591142,0.5592764,0.28481224,-0.34598523,-0.24754989,-0.7052095,-0.57247573,-0.002805654,-0.008067694,0.42218757,-0.12037144,0.0696644,-0.34598523,0.005459924495220184,1.067848225602675
2013-07-18,0.0166,0.0026,0.0052,0.1321451,0.6588898,0.20896508,-0.22203252,-0.034573242,-0.6394219,-0.65438896,-0.019567408,0.16823295,0.81506324,0.33674228,0.42969334,-0.22203252,0.0007097653701901436,1.0686061472938266
2013-07-19,0.0009,0.0008,0.0004,0.109292135,0.7380991,0.15260866,-0.34167504,-0.0072821006,-0.71801805,-0.9342399,-0.022575198,0.42770612,1.261443,0.6658245,0.729444,-0.34167504,0.001342981533706188,1.0700412656164473
2013-07-22,0.0060999999999999995,0.0004,0.0026,0.11010251,0.752248,0.13764943,-0.39621544,-0.0180514,-0.7352618,-0.9648592,-0.033027634,0.4774505,1.3604391,0.77904737,0.89569163,-0.39621544,-0.003812962997704745,1.0659612378646346
2013-07-23,-0.0006,-0.0043,-0.0037,0.11321596,0.7543213,0.13246277,-0.3537373,-0.020869572,-0.63402104,-0.88248485,-0.07973873,0.495238,1.2449113,0.96584815,0.96188754,-0.3537373,-0.00113752878382802,1.0647486762741187
2013-07-24,-0.0079,0.0014000000000000002,-0.0098,0.116750464,0.7445558,0.13869385,-0.36085403,-0.010059644,-0.59203994,-0.82007873,-0.11069016,0.43645167,1.1728024,1.0688037,1.0182607,-0.36085403,0.007673324694484472,1.0729188385851927
2013-07-25,0.003,0.0070999999999999995,0.0147,0.11423663,0.7651032,0.12066013,-0.47720608,0.018687569,-0.49262944,-0.78120595,-0.04634919,0.5436925,1.4208846,1.5268704,1.3178802,-0.47720608,0.002289233902841806,1.0753750007654794
2013-07-26,-0.0014000000000000002,0.0042,-0.0063,0.11180349,0.76699287,0.121203646,-0.4762559,0.08082155,-0.6454338,-0.8897211,-0.0047741085,0.59543496,1.423976,1.2651972,1.148807,-0.4762559,-0.0028384615182876585,1.072322590208078
2013-07-29,-0.006999999999999999,-0.0017000000000000001,-0.0062,0.11607264,0.76167595,0.1222514,-0.43860444,-0.008977205,-0.4795724,-0.8333943,-0.0021798601,0.40980828,1.3775713,1.460006,1.3040111,-0.43860444,0.0017753739699721337,1.0742263638221465
2013-07-30,-0.002,0.0023,0.0021,0.116664626,0.7596622,0.123673186,-0.46859887,0.007839374,-0.47978327,-0.8035668,-0.021591531,0.4165135,1.3438056,1.4807357,1.307655,-0.46859887,-0.0003000124596059322,1.0739040825285626
2013-07-31,0.004699999999999999,-0.0025,0.0085,0.1186418,0.7591167,0.12224145,-0.44884387,-0.010344144,-0.4233862,-0.7732145,-0.01660938,0.38521403,1.3620608,1.5136306,1.3370616,-0.44884387,0.0142562485948205,1.0892139260960825
2013-08-01,0.0212,0.0131,0.0147,0.11615347,0.76137596,0.12247055,-0.48477304,0.047492646,-0.47365266,-0.7459107,-0.0399786,0.5039729,1.3345507,1.410692,1.2751507,-0.48477304,0.002687561163306236,1.0921412551423906
2013-08-02,-0.0009,0.0037,-0.0002,0.10917947,0.7733099,0.11751072,-0.45409286,0.09322531,-0.81231093,-1.1167902,0.072098196,0.73721594,1.764673,1.4734365,1.2118219,-0.45409286,0.0014450443208217619,1.0937194476606693
2013-08-05,-0.0017000000000000001,0.0012,0.006,0.11013921,0.77590525,0.11395554,-0.43773657,0.018201374,-0.6964607,-1.0982953,0.09950082,0.7200073,1.9533397,1.631156,1.3967569,-0.43773657,-0.006644134705513716,1.0864526283203717
2013-08-06,-0.0116,-0.0053,-0.011000000000000001,0.11411394,0.7741725,0.11171359,-0.402759,-0.18152109,-0.5060855,-0.9547047,0.10709905,0.4915213,2.098896,2.050184,1.7789991,-0.402759,-0.005391730421036482,1.0805947686332418
2013-08-07,-0.0053,-0.0051,-0.0075,0.11516175,0.77037305,0.11446523,-0.41820148,-0.10971731,-0.60594684,-0.9464998,0.109193936,0.44790107,1.9216343,1.8840837,1.5991803,-0.41820148,0.002064549475908279,1.0828257099964926
2013-08-08,0.0042,0.0029,-0.005699999999999999,0.1139477,0.7702418,0.115810566,-0.45454973,-0.027447563,-0.63516957,-0.9399073,0.09284568,0.5210838,1.8423448,1.7749842,1.4870085,-0.45454973,-0.004352096252143382,1.0781131482822923
2013-08-09,-0.0044,-0.0033,-0.0113,0.11805063,0.7658446,0.11610481,-0.41605115,-0.12100323,-0.55981296,-0.8745717,0.08865125,0.36232334,1.803389,1.8839756,1.5998396,-0.41605115,-0.000347341476380825,1.0777386748696625
2013-08-12,-0.0049,0.0005,-0.0013,0.11479297,0.7690047,0.11620235,-0.44306085,-0.0006083101,-0.61042374,-0.9293165,0.11747451,0.49215174,1.7805117,1.5973381,1.3939455,-0.44306085,0.0038793529354035857,1.081919603561616
