date,min_vol,momentum,quality,min_vol_share,momentum_share,quality_share,v_01,v_02,v_03,v_04,v_05,v_06,v_07,v_08,v_09,value_function,absolute_return,cumulative_return
2016-05-10,44.78,74.84,66.08,0.1064842,0.78545827,0.10805749,-13.904573,-4.909549,-4.029464,0.54127616,0.9248085,3.8043027,8.61304,11.515386,14.40182,14.40182,-15.031616838916465,9876.890934980209
2016-05-11,44.41,74.03,65.38,0.10747951,0.78311497,0.109405495,-15.613374,-6.3325844,-5.397365,0.17706046,0.68831986,3.846442,9.465306,12.381279,17.024315,17.024315,2.995837977483213,9901.124812918353
2016-05-12,44.55,74.21,65.51,0.10719258,0.78354937,0.109258115,-15.299902,-6.487659,-5.5442696,-0.15632662,0.4723616,3.9224062,9.06323,11.788222,16.840654,16.840654,-7.350369612180581,9841.52045014089
2016-05-13,44.25,73.8,64.93,0.10780476,0.78330237,0.10889288,-15.949918,-6.7456927,-5.77735,0.3803812,0.8491094,3.5199423,9.673945,12.609313,17.607864,17.607864,8.61714127213029,9910.976446907003
2016-05-16,44.63,74.28,65.55,0.10749204,0.78345597,0.10905203,-15.54297,-6.496721,-5.5905976,0.17465487,0.6234756,3.532049,9.341842,12.111455,16.96951,16.96951,-16.30043619155817,9778.664211715486
2016-05-17,44.02,73.25,64.94,0.10770655,0.78577715,0.10651636,-15.803266,-5.572901,-4.878858,1.0207258,1.5402067,2.8438163,10.579846,13.756396,17.124214,17.124214,-1.25351038770404,9768.625180456473
2016-05-18,43.76,73.23,64.84,0.10744146,0.7854349,0.10712371,-15.869119,-6.1339326,-5.544754,0.65488356,1.184406,2.9504154,10.151932,13.23639,17.406488,17.406488,-3.8830881688086563,9737.558486874363
2016-05-19,43.74,72.98,64.57,0.10736278,0.78613335,0.106503904,-15.530575,-5.498346,-4.6603084,1.0759059,1.5761559,3.3032117,10.3794565,13.632067,16.881283,16.881283,5.234050391561648,9779.300396629546
2016-05-20,43.84,73.31,64.8671,0.10697196,0.78629804,0.106729925,-14.6148405,-4.8258004,-4.1462293,0.80863255,1.3229403,3.1522048,9.879047,12.769439,15.517914,15.517914,-4.472612577906601,9743.478101824392
2016-05-23,43.73,73.01,64.76,0.107137114,0.78631717,0.106545635,-15.056712,-4.960974,-4.18502,1.0659435,1.5399902,3.192363,10.249693,13.374432,16.074959,16.074959,18.688683130694614,9892.61223354909
2016-05-24,44.17,74.18,65.75,0.10668509,0.78667647,0.10663839,-13.995389,-4.4841013,-3.9166257,0.41717264,1.2716873,3.4406824,9.694379,12.24705,14.993093,14.993093,1.3074036077302058,9903.204892782522
2016-05-25,44.25,74.22,66.03,0.10663744,0.78667194,0.10669057,-13.821173,-4.556252,-3.9007342,0.27282014,1.1779692,3.658228,9.367446,11.978136,14.78777,14.78777,2.282287323276427,9921.715915703573
2016-05-26,44.38,74.37,66.01,0.10658245,0.78673595,0.106681675,-13.579934,-4.464087,-3.9983447,0.07504424,1.0740981,3.626412,9.181544,11.712595,14.536213,14.536213,4.004493682094252,9954.256004728937
2016-05-27,44.49,74.62,66.24,0.10657372,0.78666043,0.10676586,-13.774989,-4.6839695,-4.176995,0.07124988,0.9873471,3.6157339,9.115669,11.701849,14.694417,14.694417,-3.0170775976691266,9929.659147404342
2016-05-31,44.46,74.42,66.06,0.10677209,0.7866017,0.10662626,-14.657016,-4.771585,-4.2682853,0.49700752,1.3389008,3.157693,10.202548,12.763288,15.781908,15.781908,3.1413013369754816,9955.205463174572
2016-06-01,44.54,74.63,66.16,0.10678088,0.7865401,0.10667898,-14.562652,-4.775362,-4.201126,0.5009273,1.2877445,3.2411385,10.018284,12.640192,15.615399,15.615399,3.197761588678168,9981.277841256095
2016-06-02,44.72,74.83,66.21,0.10664839,0.7866389,0.106712624,-14.214418,-4.7353654,-4.2150025,0.2932024,1.1425238,3.4053915,9.616056,12.214101,15.205599,15.205599,3.7854389963084207,10012.222573748544
2016-06-03,44.83,75.12,66.08,0.10661939,0.7866797,0.10670094,-14.042808,-4.650337,-4.1461635,0.25155535,1.1175449,3.4774647,9.495366,12.079409,15.002756,15.002756,0.22669809608306474,10014.0815023276
2016-06-06,44.8,75.08,66.5,0.10662344,0.78679395,0.10658257,-13.892096,-4.3378706,-3.881538,0.34684077,1.3028715,3.484241,9.77393,12.254338,14.926014,14.926014,0.3286410863887751,10016.776865656111
2016-06-07,44.86,75.1,66.45,0.106691584,0.78667206,0.10663638,-14.098942,-4.468146,-3.88053,0.54175144,1.3114545,3.4479496,9.749266,12.412035,15.023913,15.023913,6.971424521889265,10073.968678818706
2016-06-08,45.1,75.56,66.65,0.10671651,0.78659236,0.10669117,-14.270952,-4.6231627,-3.938739,0.5830551,1.2777066,3.4931178,9.733822,12.45196,15.166804,15.166804,3.808988947424477,10105.395079600294
2016-06-09,45.24,75.8403,66.57,0.10687704,0.7863393,0.106783636,-14.912024,-5.0696115,-4.2411866,0.7819882,1.2906017,3.512307,9.931695,12.880084,15.878234,15.878234,-7.154410681198675,10046.182838408464
2016-06-10,45.06,75.4,66.03,0.10792611,0.7855403,0.10653359,-16.669733,-6.3821974,-5.3452716,1.2219292,1.7025294,3.4325202,10.888232,14.3407345,18.408415,18.408415,-7.894818283674122,9981.225600117063
2016-06-13,44.8,74.92,65.51,0.108670026,0.78468424,0.106645726,-17.80785,-7.046779,-5.8920274,1.2696284,2.0294917,3.4733539,11.476689,15.199483,20.003487,20.003487,1.0173152005828776,9989.541777449944
2016-06-14,44.86,75.0,65.42,0.10803677,0.78531104,0.106652156,-16.894308,-6.5741634,-5.582334,1.2131195,1.722017,3.3745847,10.965111,14.445298,18.787237,18.787237,-2.711493449907598,9967.35784862346
2016-06-15,44.8,74.83,65.24,0.107696585,0.78567237,0.10663107,-16.498339,-6.350034,-5.387857,1.1255031,1.6017222,3.3453994,10.711757,14.09198,18.185268,18.185268,5.177473233354164,10009.622982504305
2016-06-16,45.03,75.13,65.57,0.107634604,0.7858234,0.106541984,-16.08388,-5.955117,-5.030454,1.0795957,1.5456028,3.3750684,10.544735,13.838952,17.552076,17.552076,-7.103543814118525,9951.388915822055
2016-06-17,44.83,74.66,65.31,0.1076392,0.78576386,0.10659694,-15.980189,-5.968977,-5.0557017,1.0026557,1.4725094,3.3676193,10.420927,13.661601,17.445478,17.445478,7.046833263434148,10008.821985788789
2016-06-20,45.02,75.1,65.73,0.10734256,0.7859003,0.10675715,-15.714062,-5.8155837,-4.9218397,0.88778186,1.3287389,3.4316018,10.194015,13.334871,17.025396,17.025396,-1.5250472343042945,9996.320817657692
2016-06-21,44.93,75.04,65.48,0.107397184,0.7857687,0.10683411,-15.7534075,-5.9172106,-5.0121126,0.8421839,1.2852099,3.4401932,10.15202,13.275839,17.102142,17.102142,-2.5321408854479555,9975.590193049627
2016-06-22,44.92,74.86,65.38,0.10765201,0.7855183,0.10682969,-16.475416,-6.5082173,-5.5214124,0.9796334,1.4515824,3.4192345,10.53176,13.837888,18.191034,18.191034,11.50910091160933,10069.619737836414
2016-06-23,45.31,75.54,66.21,0.10704737,0.7857975,0.10715517,-15.40498,-5.7072988,-4.8310394,0.6851713,1.1044645,3.5069482,9.868941,12.861713,16.5623,16.5623,-27.157481058632552,9845.65126339094
2016-06-24,44.51,73.94,63.9201,0.1094162,0.7822324,0.10835136,-17.39926,-7.183083,-6.1793895,0.9649009,1.5346296,3.37915,10.844096,14.244439,19.617682,19.617682,-7.231215079562764,9787.341663158386
2016-06-27,44.29,73.59,62.94,0.1113722,0.77766585,0.11096194,-17.01558,-7.2780757,-6.1456065,0.66875404,1.1665497,3.4238014,10.316825,13.517959,19.101059,19.101059,15.45144148470745,9911.197958816969
2016-06-28,44.82,74.49,63.98,0.107892856,0.78343445,0.10867269,-15.835869,-6.497835,-5.347417,0.48655507,0.9130427,3.536759,9.700846,12.677638,17.301712,17.301712,14.82650841205149,10031.548867834095
2016-06-29,45.42,75.34,65.03,0.107896686,0.7831843,0.10891908,-15.610849,-6.356757,-5.234056,0.33210376,0.7390215,3.584979,9.434449,12.372751,16.87453,16.87453,17.727717923312227,10177.19708131721
2016-06-30,46.21,76.4,66.0,0.10826043,0.78266007,0.109079495,-15.70443,-6.389923,-5.279247,0.2449297,0.67445,3.6261666,9.359497,12.414469,16.883453,16.883453,1.345752168715101,10188.414104284962
