date,min_vol,momentum,quality,min_vol_share,momentum_share,quality_share,v_01,v_02,v_03,v_04,v_05,v_06,v_07,v_08,v_09,value_function,absolute_return,cumulative_return
2016-05-10,44.78,74.84,66.08,0.4102924,0.4612495,0.12845811,-10.577595,-4.7767124,-2.6500385,-1.8774023,-1.2539527,-1.2802681,1.9503013,8.133137,13.832034,13.832034,-12.3910969200768,9898.516814741386
2016-05-11,44.41,74.03,65.38,0.19466372,0.663516,0.14182028,-12.10887,-5.7755423,-3.0178502,-2.3796897,-1.6973768,-0.6556011,2.8167553,8.988328,15.70337,15.70337,2.5346035405759735,9919.064575400758
2016-05-12,44.55,74.21,65.51,0.20639564,0.62682325,0.16678113,-10.924506,-5.085633,-2.7805479,-2.0048468,-1.7274652,-0.47483248,2.6611125,8.428302,14.6407795,14.6407795,-7.816805659874259,9855.563019206122
2016-05-13,44.25,73.8,64.93,0.1517465,0.71129686,0.13695672,-12.703448,-5.705849,-3.1555183,-2.415487,-2.1022367,-0.64826983,2.6724858,9.425923,16.480387,16.480387,8.630583685144675,9925.226623957533
2016-05-16,44.63,74.28,65.55,0.20889196,0.64242667,0.14868145,-11.553308,-5.1435623,-2.9016583,-2.231672,-1.9426851,-0.71096426,2.456895,8.815031,15.326729,15.326729,-16.216848975549464,9793.403609044493
2016-05-17,44.02,73.25,64.94,0.17831284,0.7170042,0.10468305,-14.480363,-5.872954,-3.2442677,-2.8064113,-2.6553934,-1.4031626,2.096427,10.177501,18.012018,18.012018,-1.904616064476762,9778.127053893231
2016-05-18,43.76,73.23,64.84,0.1807249,0.7054309,0.1138442,-14.0139,-5.9516153,-3.3105857,-2.6417677,-2.5605989,-0.67935574,2.6434004,10.071639,17.558,17.558,-3.6502021410462056,9748.89516174946
2016-05-19,43.74,72.98,64.57,0.2434571,0.66507626,0.09146668,-14.162476,-5.8804975,-3.1722417,-2.527267,-2.3873117,-1.0998992,2.1504695,9.752926,17.020733,17.020733,4.713147543561368,9786.526596052521
2016-05-20,43.84,73.31,64.8671,0.38997477,0.53413856,0.07588661,-12.321906,-5.078095,-2.7471693,-2.3798053,-1.9958217,-1.4231505,1.7622099,8.733927,15.195762,15.195762,-4.374370054977657,9751.46526199518
2016-05-23,43.73,73.01,64.76,0.32937098,0.5891267,0.08150231,-13.581532,-5.7750688,-2.9594297,-2.6293874,-2.1500034,-1.3382634,2.101561,9.325696,16.385881,16.385881,16.944533512550624,9886.792067833303
2016-05-24,44.17,74.18,65.75,0.42658514,0.50050974,0.072905116,-11.140384,-4.6467395,-2.4001424,-2.1780763,-1.6161935,-1.6521679,1.5068777,7.93602,13.740728,13.740728,1.4113744765376617,9898.220377398722
2016-05-25,44.25,74.22,66.03,0.4321501,0.48515487,0.08269501,-10.680701,-4.5574512,-2.2594876,-2.0164592,-1.4998327,-1.5675595,1.5910901,7.685951,13.213872,13.213872,2.6800499033854606,9919.946605544616
2016-05-26,44.38,74.37,66.01,0.43681982,0.47863042,0.08454976,-10.371027,-4.4541945,-2.196938,-1.8819779,-1.4485024,-1.3854336,1.6852369,7.5344467,12.783686,12.783686,3.630452630207155,9949.442016065183
2016-05-27,44.49,74.62,66.24,0.42911315,0.46739224,0.103494674,-10.27638,-4.4174542,-2.1977365,-1.8241308,-1.466319,-1.2889792,1.7435553,7.5211997,12.719062,12.719062,-2.272266136227773,9930.926225592237
2016-05-31,44.46,74.42,66.06,0.42409065,0.4989026,0.07700679,-11.834058,-4.92372,-2.5420191,-2.4557831,-1.762892,-1.8355144,1.5547296,8.373346,14.666908,14.666908,2.714987753360531,9953.008406658584
2016-06-01,44.54,74.63,66.16,0.42264956,0.49895665,0.078393795,-11.766725,-4.9692607,-2.556854,-2.4087927,-1.7378415,-1.7127366,1.6671877,8.374812,14.631857,14.631857,3.7870297701565914,9983.878463283183
2016-06-02,44.72,74.83,66.21,0.4306254,0.48448282,0.08489178,-11.02984,-4.7281084,-2.419827,-2.1071203,-1.5367258,-1.5008793,1.6963693,7.972108,13.647568,13.647568,3.3475287429871785,10011.250551835463
2016-06-03,44.83,75.12,66.08,0.43338287,0.48271218,0.08390493,-10.920999,-4.7222147,-2.3976595,-2.056152,-1.4968975,-1.4172204,1.7594427,7.911009,13.490114,13.490114,-0.023854391230293957,10011.05496437652
2016-06-06,44.8,75.08,66.5,0.42558247,0.5010211,0.07339645,-11.320786,-4.8087797,-2.3858035,-2.214995,-1.5873681,-1.5997491,1.6534643,7.989858,13.792563,13.792563,0.7462366532970917,10017.173405123931
2016-06-07,44.86,75.1,66.45,0.4252992,0.5014061,0.073294714,-11.678119,-5.0715947,-2.5465357,-2.3127546,-1.6062438,-1.5084801,1.82336,8.254235,14.318726,14.318726,6.796015756806956,10072.928416016553
2016-06-08,45.1,75.56,66.65,0.4261589,0.49842018,0.07542097,-11.715224,-5.124953,-2.5914927,-2.3140466,-1.6018783,-1.4888808,1.868409,8.328012,14.457531,14.457531,3.7543258283758316,10103.900615295532
2016-06-09,45.24,75.8403,66.57,0.38360488,0.5363893,0.08000578,-12.460616,-5.5118337,-2.793444,-2.4813256,-1.7863792,-1.3379797,2.1257932,8.802008,15.407437,15.407437,-6.561492229176175,10049.603592059142
2016-06-10,45.06,75.4,66.03,0.1294629,0.7640814,0.106455624,-15.699588,-6.812739,-3.4895678,-2.9304047,-2.6740048,-0.9543156,2.7477794,10.695209,18.968647,18.968647,-8.49215155672089,9979.707804353382
