date,emerging_equity,fixed_income_balanced,min_vol,momentum,quality,size,value,emerging_equity_share,fixed_income_balanced_share,min_vol_share,momentum_share,quality_share,size_share,value_share,v_01,v_02,v_03,v_04,v_05,v_06,v_07,v_08,v_09,value_function,absolute_return,cumulative_return
2016-11-10,36.1501,99.5,44.13,74.86,67.63,69.3565,67.04,0.059405,0.0569422,0.11084798,0.061281204,0.2894335,0.11146599,0.31062415,-32.7634,-12.113132,-4.825303,-1.3049399,1.2230903,4.156256,7.426042,11.954383,23.100029,1.2230903,-0.1490223,-0.1490223
2016-11-11,35.4699,99.07,44.06,74.76,67.56,69.28,67.1,0.08283523,0.07777721,0.09357231,0.20779426,0.25847024,0.08033404,0.19921665,-34.039383,-12.926348,-5.793484,-1.4457527,1.7959217,5.210003,9.150329,14.024033,25.610737,1.7959217,-0.10529635,-0.25431865
2016-11-14,35.02,98.9077,44.0,74.15,67.38,69.61,67.7928,0.062480196,0.06171416,0.08575431,0.13944949,0.34368604,0.06949354,0.23742232,-28.24247,-10.662832,-4.437115,-1.2795836,1.3447592,4.4491477,8.124036,12.680179,21.532415,1.3447592,0.6174543,0.36313564
2016-11-15,35.8,99.06,44.25,74.85,67.67,70.3,68.33,0.059038013,0.058378696,0.0816085,0.14377768,0.3473648,0.06810972,0.24172261,-25.44562,-10.407869,-5.1693606,-2.1651487,0.24332641,2.6635408,5.304388,8.801346,18.680622,0.24332641,-0.013841018,0.3492946
2016-11-16,35.8,99.0692,44.3,75.07,67.78,70.18,68.01,0.06694085,0.06654721,0.097305365,0.18846925,0.3360883,0.07240358,0.17224544,-24.383074,-9.967459,-5.2486634,-2.5035539,-0.16402885,2.373315,5.1270475,8.854641,17.914299,-0.16402885,0.3445669,0.6938615
2016-11-17,36.0,99.0,44.43,75.48,68.1,70.55,68.19,0.06682657,0.066204384,0.11591204,0.16031934,0.3311938,0.07434384,0.18519995,-27.288204,-11.288363,-6.187624,-3.0723948,-0.55746865,2.0010219,4.8213854,8.624545,18.426527,-0.55746865,-0.18929805,0.50456345
2016-11-18,35.9763,98.63,44.31,75.27,67.98,70.35,68.05,0.07266446,0.07229575,0.09298036,0.33019683,0.2471473,0.07452896,0.11018638,-29.956808,-12.929395,-6.9196506,-3.4175987,-0.5846374,2.3125505,5.6495333,10.018936,20.67197,-0.5846374,0.4549732,0.9595367
2016-11-21,35.9763,98.615,44.49,75.78,68.42,70.83,68.45,0.0691134,0.06879278,0.11783928,0.2317091,0.31028047,0.07410587,0.1281591,-32.176483,-14.7533045,-8.395152,-4.6092253,-1.5215375,1.4276567,4.8234477,9.231455,20.146486,-1.5215375,0.2546506,1.2141873
2016-11-22,35.9763,98.884,44.63,76.04,68.63,71.0308,68.7,0.06578453,0.06541942,0.19294181,0.105419524,0.33072132,0.07780862,0.16190474,-35.75829,-16.494467,-9.392243,-5.216714,-1.8812575,1.3677821,5.043439,9.765558,22.238274,-1.8812575,-0.06722349,1.1469638
2016-11-23,35.9763,98.587,44.52,76.2,68.43,71.1098,68.93,0.06969781,0.069706775,0.21115263,0.27415848,0.21326658,0.07221576,0.089802034,-36.698032,-17.37231,-10.136963,-5.912277,-2.6754766,0.65886116,4.694367,10.148538,22.033133,-2.6754766,0.2598108,1.4067746
