date,BIG HiBM,BIG LoBM,ME1 BM2,BIG HiBM_share,BIG LoBM_share,ME1 BM2_share,v_01,v_02,v_03,v_04,v_05,v_06,v_07,v_08,v_09,value_function,absolute_return,cumulative_return
2013-05-08,0.0092,0.0028000000000000004,0.0008,0.13724925,0.75427884,0.10847201,-0.005472675,0.02644582,-0.047442112,-0.1416092,-0.025093975,0.019807953,1.5980697,1.3740015,1.3669959,-0.005472675,-0.002911676779886087,0.9970883232201139
2013-05-09,-0.0078000000000000005,-0.0019,0.004,0.15300798,0.7420355,0.1049565,-0.44100916,-0.33644834,-0.29059014,0.29394728,-0.35928413,-0.91733617,1.6295183,2.4855828,2.585442,-0.44100916,0.004927105192840099,1.002001082275172
2013-05-10,0.0042,0.0046,0.0086,0.1383393,0.749636,0.112024724,-0.19900942,0.25158623,-0.2987935,-0.73001593,-0.27278477,0.25491,1.509106,1.3255199,1.2840796,-0.19900942,0.0013208059132099152,1.0033245312296837
2013-05-13,0.0034999999999999996,0.0012,-0.0003,0.13346586,0.7514925,0.11504163,-0.22600153,0.27575737,-0.2899052,-0.74026746,-0.24931136,0.32620832,1.3129251,1.1112183,1.1008397,-0.22600153,0.010393294991552829,1.0137523790550151
2013-05-14,0.021,0.008199999999999999,0.0125,0.17451914,0.7068167,0.11866416,-0.36330086,-0.012623016,-0.40474588,-0.28346974,-0.37818944,-0.17886963,1.178625,1.6107948,1.4839125,-0.36330086,0.004276092192530632,1.0180872776882517
2013-05-15,0.0113,0.003,0.0023,0.40253103,0.19737071,0.40009832,-0.30152887,0.26917663,-0.81280243,-0.16325243,-0.17788306,-0.44802055,0.96631056,0.7094289,0.6790651,-0.30152887,-0.006187932652235031,1.0117874221798195
2013-05-16,-0.0087,-0.005,-0.0017000000000000001,0.38071632,0.23538098,0.3839027,0.08234815,-0.4740231,-0.24037185,-0.04247944,-0.059958227,-0.55042845,0.35322434,0.69837564,0.5300841,0.08234815,0.010370607063174248,1.0222802719667083
2013-05-17,0.0167,0.0084,0.0055000000000000005,0.45595455,0.18102475,0.36302075,-0.6846754,0.397134,-1.003088,-0.95230097,0.18897098,-0.2328144,1.1276591,-0.3769806,-0.107956246,-0.6846754,0.0015052879706025125,1.0238190981626842
2013-05-20,0.0016,-0.0011,0.0031,0.44643298,0.15668963,0.39687744,-0.09310312,-0.11887164,-0.39164522,-0.6294045,0.24960397,-0.098873235,0.4617863,-0.016505826,0.021262068,-0.09310312,0.0011118905290961266,1.024957472921439
2013-05-21,0.0014000000000000002,0.0005,0.0012,0.38408655,0.22173426,0.3941792,0.35921502,-0.5636299,-0.28256243,-0.5833452,0.06679745,-0.71882963,0.05511638,0.5552878,0.57173944,0.35921502,-0.010264011520147323,1.0144372976117122
2013-05-22,-0.008199999999999999,-0.0059,-0.0144,0.33633423,0.2748917,0.38877404,0.7663715,-1.018081,-0.35648578,-0.8476482,-0.036457047,-1.3546907,0.03517092,1.0255462,1.0930263,0.7663715,-0.0004934170752763744,1.0139367569272733
2013-05-23,-0.0046,-0.0037,0.005600000000000001,0.17934677,0.69466215,0.12599109,0.25828302,-0.9303712,0.09344072,0.55053025,-0.1013422,-1.5051593,0.64419764,2.3736024,2.0949419,0.25828302,8.190984129905702e-05,1.0140198083261203
2013-05-24,0.0012,0.0004,0.0034000000000000002,0.13743629,0.7545326,0.10803113,-0.053764593,-0.4663262,-0.002154388,0.20222995,-0.31357235,-1.2966024,1.2074208,3.110976,2.55752,-0.053764593,0.008419335401803254,1.02255718119649
2013-05-28,0.0141,0.0060999999999999995,0.018500000000000003,0.13622066,0.7592842,0.10449516,-0.3328781,-0.48559195,-0.10528404,0.5769507,-0.360545,-1.393462,1.6939715,3.4776664,3.154188,-0.3328781,-0.008017222225666046,1.0143591130363871
2013-05-29,0.0046,-0.0095,-0.013600000000000001,0.11694971,0.77776414,0.105286084,-0.31257087,-0.21119732,0.26305002,1.1700232,-0.016645622,-1.5152781,3.855077,4.5396037,5.025314,-0.31257087,0.00434447368606925,1.0187659695111981
2013-05-30,0.015,0.0025,0.006500000000000001,0.14069238,0.75645876,0.102848805,-0.7294672,-0.015826058,0.3304079,0.76509213,-0.21999063,-0.7946148,2.7281213,3.4595993,4.0808787,-0.7294672,-0.012538078236579894,1.0059926020807015
2013-05-31,-0.0171,-0.011699999999999999,-0.012,0.13146167,0.7648313,0.103706986,-0.68103164,-0.43305168,0.15690555,1.2043982,-0.29156196,-1.5703783,2.7435157,3.7564414,4.5049033,-0.68103164,0.006372783291339873,1.0124035749264528
2013-06-03,0.0009,0.0060999999999999995,0.0155,0.17585744,0.71935594,0.10478668,-0.48983306,-0.5173188,0.042635363,0.39894676,-0.32948416,-1.2069932,1.3897345,2.5912225,3.234674,-0.48983306,-0.00726164409071207,1.0050518604891725
2013-06-04,-0.009899999999999999,-0.0058,-0.012,0.24947897,0.6509383,0.09958275,-0.33466715,-0.5281506,0.36084482,0.1705013,-0.20221065,-1.0492938,1.1020747,2.0112164,2.7850895,-0.33466715,-0.014178292824327945,0.9908019409075214
2013-06-05,-0.018600000000000002,-0.0123,-0.0139,0.5615127,0.29173395,0.1467533,-0.19745424,-0.74515563,0.46151948,0.09984486,-0.09896333,-1.3643059,0.5118145,1.356313,2.600893,-0.19745424,0.010252296553552151,1.0009599362315402
2013-06-06,0.011899999999999999,0.0063,0.0167,0.63403726,0.17148563,0.19447711,-0.32026917,-0.6835428,-0.26211524,-0.2053475,-0.48821646,-0.44388765,-0.24354304,0.31902856,1.4997771,-0.32026917,0.01574379641115665,1.0167188456832938
2013-06-07,0.020499999999999997,0.0139,0.0031,0.69314,0.1374124,0.16944766,-0.37468022,-0.3635638,-0.34827146,-0.25863487,-0.60685253,0.37941197,-0.44571027,0.02395894,0.8263378,-0.37468022,0.004993361133337019,1.02179569005086
2013-06-10,0.004699999999999999,-0.0018,0.0124,0.37682623,0.20532663,0.4178472,-0.41899228,-0.09743424,-1.1953247,-0.6564852,-0.5363439,0.2838743,-0.30464202,-0.35429117,0.6729106,-0.41899228,-0.014532674536108969,1.006946265844952
