date,emerging_equity,fixed_income_balanced,min_vol,momentum,quality,size,value,emerging_equity_share,fixed_income_balanced_share,min_vol_share,momentum_share,quality_share,size_share,value_share,v_01,v_02,v_03,v_04,v_05,v_06,v_07,v_08,v_09,value_function,absolute_return,cumulative_return
2016-11-10,36.1501,99.5,44.13,74.86,67.63,69.3565,67.04,0.101107225,0.09166805,0.09521617,0.097189255,0.20224701,0.109567806,0.30300447,-16.716805,-8.264232,-3.7030084,-1.1212626,0.56450224,2.3355446,4.1575766,6.133683,12.587294,-16.716805,-0.22263318,-0.22263318
2016-11-11,35.4699,99.07,44.06,74.76,67.56,69.28,67.1,0.11311673,0.10622407,0.10585979,0.12646261,0.24842435,0.10501772,0.19489475,-15.1465025,-7.1476116,-3.3294084,-0.9556328,0.77353156,2.5765202,4.5892506,7.0967684,13.689503,-15.1465025,-0.0786202,-0.30125338
2016-11-14,35.02,98.9077,44.0,74.15,67.38,69.61,67.7928,0.10884912,0.10017994,0.10519822,0.12280266,0.23815094,0.10644787,0.21837117,-15.9559,-7.6681347,-3.4423058,-1.0598927,0.68748856,2.4134152,4.142293,6.613909,13.928847,-15.9559,0.6849192,0.3836658
2016-11-15,35.8,99.06,44.25,74.85,67.67,70.3,68.33,0.107258044,0.10125599,0.10753094,0.14370048,0.2319092,0.10944538,0.1989,-17.651356,-8.65249,-4.1986194,-1.712722,0.13640969,1.9111108,3.348985,5.9298134,14.243143,-17.651356,-0.015943324,0.36772248
2016-11-16,35.8,99.0692,44.3,75.07,67.78,70.18,68.01,0.11596267,0.10532809,0.114609264,0.13616571,0.23365724,0.11634043,0.17793667,-17.951757,-8.846519,-4.4454207,-2.025064,-0.19270061,1.7424299,3.526879,6.1325417,13.957668,-17.951757,0.32557574,0.6932982
2016-11-17,36.0,99.0,44.43,75.48,68.1,70.55,68.19,0.11393398,0.10721273,0.11430614,0.13966629,0.23714067,0.113764666,0.17397559,-19.572367,-9.823235,-5.127773,-2.5583882,-0.6438509,1.3226919,3.1185958,5.81579,13.956873,-19.572367,-0.19316067,0.50013757
2016-11-18,35.9763,98.63,44.31,75.27,67.98,70.35,68.05,0.109340176,0.10227157,0.10947712,0.15211017,0.24426061,0.11113001,0.17141035,-20.887733,-10.411921,-5.292487,-2.5762262,-0.5012355,1.7373655,3.763733,6.8119154,15.579562,-20.887733,0.40798816,0.90812576
2016-11-21,35.9763,98.615,44.49,75.78,68.42,70.83,68.45,0.11371647,0.10650377,0.112342946,0.15053965,0.23614678,0.113529675,0.16722074,-22.68575,-11.323472,-5.7494273,-2.792531,-0.5613887,1.6926309,3.5683796,6.7003603,16.114208,-22.68575,0.2403368,1.1484625
2016-11-22,35.9763,98.884,44.63,76.04,68.63,71.0308,68.7,0.10955224,0.10232692,0.11337104,0.12853283,0.24565506,0.116293706,0.18426822,-24.688225,-12.44632,-6.5187235,-3.496267,-1.1309446,1.3444468,3.480038,6.602577,15.682478,-24.688225,-0.024453135,1.1240094
2016-11-23,35.9763,98.587,44.52,76.2,68.43,71.1098,68.93,0.10503411,0.10144695,0.11147536,0.13666224,0.25722772,0.112842724,0.17531095,-26.997623,-13.278884,-6.7872944,-3.7119436,-1.1402985,1.620297,3.8033223,7.3691196,18.100018,-26.997623,0.24637213,1.3703815
2016-11-25,35.9763,98.53,44.76,76.33,68.71,71.405,69.16,0.10717781,0.10402829,0.1118679,0.14697722,0.24254607,0.11401853,0.17338422,-28.410849,-13.999265,-7.3529387,-4.2059174,-1.4840746,1.3582085,3.6036189,7.174261,17.883787,-28.410849,-0.04264965,1.3277318
2016-11-28,36.41,98.82,44.83,76.3,68.48,71.14,68.77,0.10645531,0.10304025,0.1086309,0.16182645,0.2305676,0.11249744,0.17698203,-28.355799,-14.102663,-7.495379,-4.302898,-1.5141476,1.4709897,3.7951293,7.409298,18.320492,-28.355799,0.1336121,1.461344
2016-11-29,36.4,98.8399,45.02,76.6,68.5,71.33,68.81,0.106125884,0.10386376,0.11194978,0.13030176,0.24285236,0.116033256,0.18887323,-27.307981,-13.843734,-7.2197495,-3.9623203,-1.3202308,1.4975101,3.8079433,7.4913054,18.408808,-27.307981,-0.37346607,1.087878
2016-11-30,36.45,98.8,44.45,75.42,68.1,71.13,69.07,0.11041402,0.105309784,0.118629016,0.13805252,0.23492484,0.122408636,0.17026111,-26.980577,-13.314529,-6.56828,-3.2477417,-0.55145663,2.2852786,4.486346,8.214641,19.280348,-26.980577,-0.592468,0.49540997
2016-12-01,35.87,98.84,44.08,74.0,67.87,70.5,69.17,0.109159365,0.10357887,0.11175647,0.13822246,0.24514993,0.12529284,0.16684008,-28.149103,-13.462951,-6.050504,-2.7477915,0.14645177,3.3647883,6.0182295,10.004676,21.823193,-28.149103,0.0804308,0.5758408
2016-12-02,35.74,99.2,44.22,74.44,67.87,70.5442,69.05,0.10866034,0.107052416,0.10992813,0.117500804,0.24561863,0.13753228,0.17370732,-29.444351,-14.165359,-6.520453,-3.4970381,-0.70597476,2.48436,5.5513306,10.0187025,22.13679,-29.444351,0.37086082,0.9467016
2016-12-05,35.75,99.24,44.33,74.99,68.17,71.0999,69.44,0.109075114,0.10701773,0.11314316,0.11815634,0.24642368,0.13286601,0.1733179,-32.408092,-15.501723,-7.1884604,-3.8447778,-0.7700504,2.6160917,5.6413846,10.181151,22.61556,-32.408092,0.3008812,1.2475828
2016-12-06,36.11,98.96,44.46,75.18,68.29,71.4699,69.83,0.1072504,0.10503966,0.11847862,0.11221816,0.22237894,0.14341271,0.1912215,-30.79844,-14.583468,-6.878334,-3.7638645,-0.9783447,1.978267,4.631349,8.490121,19.102125,-30.79844,1.0632035,2.3107862
2016-12-07,36.4786,99.6099,45.01,76.16,69.19,72.32,70.95,0.11120521,0.10914392,0.11814809,0.12708183,0.22182329,0.12931891,0.18327874,-33.04281,-15.998213,-7.934314,-4.651177,-1.8677508,0.9777703,3.4410849,7.465415,18.385508,-33.04281,0.1363984,2.4471846
2016-12-08,36.4786,99.06,45.03,76.13,69.33,72.75,71.32,0.10869115,0.25984272,0.11145664,0.11171247,0.11220783,0.18610978,0.10997933,-27.652994,-12.601035,-6.1986327,-2.4484627,-0.18489139,1.0586349,2.81464,6.871188,17.268158,-27.652994,0.22079241,2.6679769
2016-12-09,36.49,99.1418,45.32,76.35,69.7,72.7709,71.71,0.08486142,0.2702919,0.17203732,0.10075532,0.16201854,0.112735204,0.097300366,-11.499179,-5.7372336,-3.5102284,-1.4754353,-0.1259322,1.2880099,2.9028435,5.544183,14.187103,-11.499179,-0.010159468,2.6578174
2016-12-12,36.18,99.1425,45.54,76.26,69.82,72.7537,71.44,0.100300364,0.24257375,0.16986197,0.13779643,0.13229814,0.11154377,0.10562552,-12.215571,-6.023136,-3.881654,-2.035377,-0.2029847,1.4589789,3.3169954,6.2077,13.65316,-12.215571,0.46419716,3.1220145
2016-12-13,36.8,98.9394,45.77,76.89,70.32,73.12,71.85,0.08967086,0.37812272,0.12885243,0.11023015,0.09604998,0.10786606,0.0892079,-12.882447,-5.7682076,-3.6460023,-1.8520353,-0.36592412,1.0769969,2.5692434,4.7655296,12.217521,-12.882447,-0.44511548,2.676899
2016-12-14,36.36,99.1212,45.32,76.43,69.75,72.325,71.18,0.10406225,0.26222962,0.15391189,0.13227746,0.11996777,0.1216941,0.10585691,-12.470225,-5.3211265,-3.4804165,-1.7875009,-0.10110848,1.5641427,3.3056111,5.658223,12.588881,-12.470225,-0.06421588,2.612683
2016-12-15,35.86,98.4996,45.43,76.82,69.94,72.57,71.55,0.10966815,0.12761676,0.1803124,0.1169221,0.20802481,0.12352623,0.1339295,-12.578047,-5.5557113,-3.4863112,-1.7555423,-0.02910468,1.7232591,3.5479937,6.3916826,13.72663,-12.578047,-0.056500725,2.5561824
2016-12-16,35.6,98.79,45.6,76.61,69.91,72.5423,71.31,0.10755103,0.10807199,0.14436182,0.10997966,0.2663529,0.11477541,0.14890717,-11.894489,-5.7073855,-3.562526,-1.768289,-0.302424,1.4211755,3.1333325,5.9603214,13.261467,-11.894489,0.14108585,2.6972682
2016-12-19,35.59,98.5791,45.75,76.87,70.05,72.675,71.45,0.11004664,0.113009915,0.162458,0.112094544,0.24317327,0.11677228,0.1424454,-11.879891,-5.7176814,-3.6346278,-1.8480597,-0.32647187,1.372359,3.2040877,6.134907,13.36799,-11.879891,0.21939422,2.9166625
2016-12-20,35.62,98.82,45.77,77.12,70.28,72.8856,71.74,0.11853185,0.11717304,0.13199607,0.122811176,0.23050135,0.12204484,0.15694165,-10.667067,-4.993552,-3.057872,-1.3929188,0.046359584,1.6808395,3.459252,6.1079283,12.876927,-10.667067,-0.3415392,2.5751233
2016-12-21,34.95,98.7081,45.62,77.03,70.1,72.8,71.63,0.1286676,0.12695141,0.14242463,0.14270927,0.17668712,0.13208775,0.15047222,-10.860598,-4.5455184,-2.6601949,-1.0796496,0.4365519,2.0643573,3.9639328,6.786168,13.975061,-10.860598,-0.59206563,1.9830577
2016-12-22,34.62,98.7814,45.3,76.61,69.7,72.08,70.87,0.12479841,0.12323846,0.1380144,0.1349361,0.1961206,0.12826714,0.15462495,-8.796868,-3.215043,-1.6112429,-0.13816659,1.3123342,2.8407457,4.585857,7.4541655,14.321757,-8.796868,0.15382038,2.136878
2016-12-23,34.73,98.8636,45.37,76.75,69.75,72.23,71.06,0.12330141,0.16938844,0.15837133,0.14284717,0.15660223,0.12052845,0.12896097,-8.956435,-3.5698266,-1.96884,-0.5067683,1.1043159,2.868266,5.1966333,8.567411,15.571737,-8.956435,0.18646145,2.3233395
