date,emerging_equity,fixed_income_balanced,min_vol,momentum,quality,size,value,emerging_equity_share,fixed_income_balanced_share,min_vol_share,momentum_share,quality_share,size_share,value_share,v_01,v_02,v_03,v_04,v_05,v_06,v_07,v_08,v_09,value_function,absolute_return,cumulative_return
2016-11-10,36.1501,99.5,44.13,74.86,67.63,69.3565,67.04,0.124981545,0.15448886,0.13618468,0.13267528,0.15316318,0.14883728,0.14966911,-13.69375,-7.041667,-3.5338137,-1.1802666,0.6255137,2.336281,4.330186,8.927013,14.51694,-13.69375,-0.30387875,-0.30387875
2016-11-11,35.4699,99.07,44.06,74.76,67.56,69.28,67.1,0.12975158,0.170884,0.12740573,0.14282322,0.13752736,0.12696882,0.16463931,-13.172964,-6.2602353,-2.9259129,-0.41187468,1.336179,3.0505831,4.7871413,9.840779,15.196475,-13.172964,-0.111512735,-0.4153915
2016-11-14,35.02,98.9077,44.0,74.15,67.38,69.61,67.7928,0.12708774,0.15584607,0.13199028,0.1409162,0.15234847,0.13485427,0.15695703,-14.316554,-6.747638,-3.1322696,-0.29912964,1.5377347,3.322758,5.5324793,10.493327,16.294048,-14.316554,0.70421207,0.28882056
2016-11-15,35.8,99.06,44.25,74.85,67.67,70.3,68.33,0.122312024,0.15559186,0.11985013,0.15526098,0.17322029,0.11996203,0.15380265,-16.180664,-7.978005,-4.0739455,-1.1680293,0.49921983,2.3071618,4.408715,9.00182,15.102148,-16.180664,-0.003158488,0.28566208
2016-11-16,35.8,99.0692,44.3,75.07,67.78,70.18,68.01,0.13092266,0.14980078,0.12873906,0.14472456,0.1687413,0.13008419,0.14698744,-15.717588,-8.415921,-4.4539585,-1.3671659,0.33088315,2.1425276,4.354331,9.119733,15.259194,-15.717588,0.31042707,0.5960891
2016-11-17,36.0,99.0,44.43,75.48,68.1,70.55,68.19,0.12952192,0.1464676,0.1289587,0.14338794,0.17226258,0.13190962,0.14749159,-17.38113,-9.062766,-4.812054,-1.5525109,0.21871768,2.0759504,4.336622,9.394168,15.938276,-17.38113,-0.200564,0.39552513
2016-11-18,35.9763,98.63,44.31,75.27,67.98,70.35,68.05,0.12824877,0.13949852,0.13073729,0.13108385,0.19397262,0.1254113,0.15104766,-17.628693,-8.674153,-4.3830886,-1.1483159,0.6835674,2.6264932,5.0257883,10.447612,17.32892,-17.628693,0.37276196,0.76828706
2016-11-21,35.9763,98.615,44.49,75.78,68.42,70.83,68.45,0.12800078,0.14098,0.12615277,0.15011321,0.16862294,0.13008383,0.15604647,-18.094034,-9.381998,-5.224172,-1.8174187,0.060574114,1.9697664,4.3136578,9.819444,16.421782,-18.094034,0.23440208,1.0026891
2016-11-22,35.9763,98.884,44.63,76.04,68.63,71.0308,68.7,0.12751977,0.13903594,0.132419,0.14075252,0.16534987,0.14214559,0.1527773,-18.951374,-9.961643,-5.683344,-2.1860087,-0.19846764,1.7533913,4.20819,10.348955,17.622223,-18.951374,-0.022199947,0.9804892
2016-11-23,35.9763,98.587,44.52,76.2,68.43,71.1098,68.93,0.12709442,0.14232352,0.13320562,0.14432247,0.1861094,0.12010007,0.14684448,-24.476318,-13.5043955,-7.835865,-3.2579672,-0.9904478,1.1318419,3.7189867,11.008687,19.474388,-24.476318,0.22468519,1.2051744
2016-11-25,35.9763,98.53,44.76,76.33,68.71,71.405,69.16,0.123987354,0.15559565,0.12848806,0.1552877,0.17480434,0.12214103,0.13969587,-26.658033,-14.808762,-8.854178,-3.9042792,-1.4499121,0.7986336,3.5677903,11.362234,20.28484,-26.658033,0.02280348,1.2279779
2016-11-28,36.41,98.82,44.83,76.3,68.48,71.14,68.77,0.12637179,0.14870267,0.12668832,0.15218356,0.17951176,0.12617785,0.14036418,-26.657812,-14.727349,-8.498581,-3.3977127,-0.903809,1.2995462,4.0740314,11.93928,20.43974,-26.657812,0.13711259,1.3650905
2016-11-29,36.4,98.8399,45.02,76.6,68.5,71.33,68.81,0.12451568,0.17683788,0.124243885,0.15484235,0.16223662,0.123274654,0.13404897,-23.313189,-12.500851,-7.0785155,-2.796987,-0.36570263,1.8270669,4.700822,11.803088,20.420906,-23.313189,-0.39830145,0.966789
2016-11-30,36.45,98.8,44.45,75.42,68.1,71.13,69.07,0.1212631,0.15739857,0.12194579,0.15993138,0.17453817,0.11633077,0.1485922,-22.325949,-11.690077,-6.214164,-2.1232176,0.35106263,2.553122,5.5867,12.687786,21.46678,-22.325949,-0.6227553,0.34403372
2016-12-01,35.87,98.84,44.08,74.0,67.87,70.5,69.17,0.09841941,0.13684301,0.11447185,0.15919326,0.1973711,0.124911316,0.16879001,-21.78261,-10.886479,-5.4962544,-1.6531253,0.98366004,3.1981018,6.532498,14.761019,25.679388,-21.78261,0.10482358,0.4488573
