date,emerging_equity,fixed_income_balanced,min_vol,momentum,quality,size,value,emerging_equity_share,fixed_income_balanced_share,min_vol_share,momentum_share,quality_share,size_share,value_share,v_01,v_02,v_03,v_04,v_05,v_06,v_07,v_08,v_09,value_function,absolute_return,cumulative_return
2016-11-10,36.1501,99.5,44.13,74.86,67.63,69.3565,67.04,0.04678903,0.046778176,0.048212126,0.049026225,0.17203778,0.33903408,0.2981225,-32.873024,-14.1155205,-5.2562246,-1.336992,1.7758164,5.5095334,10.22762,18.283724,35.814507,10.22762,-0.12739068,-0.12739068
2016-11-11,35.4699,99.07,44.06,74.76,67.56,69.28,67.1,0.05953518,0.059373744,0.06016426,0.26258194,0.2184303,0.20108232,0.13883224,-35.163803,-15.564245,-5.6409106,-0.6751616,3.0714397,7.1419325,11.73864,20.411505,40.745564,11.73864,-0.106795125,-0.23418581
2016-11-14,35.02,98.9077,44.0,74.15,67.38,69.61,67.7928,0.055351425,0.055254724,0.05647822,0.15564579,0.26222414,0.2214955,0.19355018,-35.737385,-15.994476,-6.669909,-2.3499973,1.4654198,5.831517,10.767383,19.534605,39.57899,10.767383,0.67030865,0.43612283
2016-11-15,35.8,99.06,44.25,74.85,67.67,70.3,68.33,0.056257624,0.056118265,0.05764357,0.18749785,0.21964474,0.18668686,0.23615108,-37.12076,-17.149317,-8.634303,-4.8016267,-1.3721576,2.7083085,7.388007,14.487283,32.3711,7.388007,-0.037841506,0.39828134
2016-11-16,35.8,99.0692,44.3,75.07,67.78,70.18,68.01,0.07506228,0.07499152,0.07774125,0.23090152,0.17273025,0.19045094,0.17812213,-34.119835,-15.98175,-8.113867,-4.6110773,-1.3930438,2.3279219,6.715621,13.606782,29.946095,6.715621,0.351588,0.74986935
2016-11-17,36.0,99.0,44.43,75.48,68.1,70.55,68.19,0.072217114,0.0720741,0.078133,0.194344,0.19964318,0.1782901,0.20529845,-36.40464,-17.299992,-8.830679,-5.104778,-1.8111346,2.0050256,6.786341,14.348555,31.789127,6.786341,-0.1998297,0.55003965
2016-11-18,35.9763,98.63,44.31,75.27,67.98,70.35,68.05,0.07433686,0.07426864,0.075990245,0.4166742,0.14727168,0.1143444,0.09711393,-38.708187,-18.709063,-9.201945,-4.958192,-1.5031557,2.4773693,7.538663,15.66553,34.709446,7.538663,0.46073693,1.0107765
2016-11-21,35.9763,98.615,44.49,75.78,68.42,70.83,68.45,0.07457103,0.07446755,0.08044379,0.223531,0.23422295,0.18139316,0.13137051,-40.819534,-20.192211,-10.025361,-5.581999,-1.8594639,2.3071563,7.5344563,16.2292,36.407997,7.5344563,0.25071758,1.2614942
2016-11-22,35.9763,98.884,44.63,76.04,68.63,71.0308,68.7,0.061858226,0.06183911,0.072516724,0.074660815,0.19678372,0.35863137,0.17371003,-40.715202,-20.127182,-10.197641,-5.870124,-2.3919387,1.6257924,6.872834,15.467144,35.59885,6.872834,0.017100096,1.2785943
2016-11-23,35.9763,98.587,44.52,76.2,68.43,71.1098,68.93,0.08627883,0.08627497,0.087934315,0.40938005,0.109706536,0.11982348,0.10060189,-42.885223,-20.787722,-10.380886,-5.8642917,-2.3873084,1.7203174,7.3200912,15.947708,38.86846,7.3200912,0.20597568,1.4845699
