date,emerging_equity,fixed_income_balanced,min_vol,momentum,quality,size,value,emerging_equity_share,fixed_income_balanced_share,min_vol_share,momentum_share,quality_share,size_share,value_share,v_01,v_02,v_03,v_04,v_05,v_06,v_07,v_08,v_09,value_function,absolute_return,cumulative_return
2016-11-10,36.1501,99.5,44.13,74.86,67.63,69.3565,67.04,0.073846094,0.27925602,0.12931679,0.1589235,0.07359946,0.07371812,0.21134004,-33.108936,-14.554497,-6.214816,-2.490839,0.2741943,3.3224082,6.2808175,10.200043,20.946423,0.2741943,-0.2516279,-0.2516279
2016-11-11,35.4699,99.07,44.06,74.76,67.56,69.28,67.1,0.07141769,0.1076266,0.20796457,0.10406473,0.07280607,0.07175057,0.3643697,-34.777954,-12.806352,-4.6520867,-1.2347108,1.4190191,4.1370144,6.8260584,10.445777,22.655718,1.4190191,0.14262988,-0.108998016
2016-11-14,35.02,98.9077,44.0,74.15,67.38,69.61,67.7928,0.07447592,0.1975675,0.18600687,0.18116572,0.07494097,0.076468475,0.20937455,-33.051003,-12.524285,-5.033037,-1.609052,1.1298077,3.8170724,6.5565886,10.316986,22.034037,1.1298077,0.62948465,0.52048665
2016-11-15,35.8,99.06,44.25,74.85,67.67,70.3,68.33,0.07186897,0.235841,0.15365751,0.23244257,0.07066892,0.07437603,0.16114494,-29.70505,-11.085277,-4.641306,-1.6112645,0.7945165,3.2567854,5.6351123,8.89553,19.198902,0.7945165,0.009505641,0.5299923
2016-11-16,35.8,99.0692,44.3,75.07,67.78,70.18,68.01,0.17829752,0.15513565,0.26633635,0.16794097,0.06570114,0.07416973,0.09241861,-25.532026,-9.592279,-4.304646,-1.3203304,0.8415109,3.2849896,5.6098228,8.95954,17.816618,0.8415109,0.29992563,0.8299179
2016-11-17,36.0,99.0,44.43,75.48,68.1,70.55,68.19,0.10190803,0.20535713,0.24465588,0.18034342,0.07007339,0.07566853,0.1219937,-28.180437,-11.149767,-5.0464206,-1.7870731,0.53445077,3.2325406,5.75083,9.355375,18.808147,0.53445077,-0.22031964,0.6095983
2016-11-18,35.9763,98.63,44.31,75.27,67.98,70.35,68.05,0.086969875,0.12668559,0.29486817,0.19056559,0.07484715,0.07604854,0.15001512,-31.532017,-12.175488,-5.7305317,-2.3814528,0.08747411,2.8441157,5.4828663,9.174502,20.309467,0.08747411,0.37011647,0.97971475
2016-11-21,35.9763,98.615,44.49,75.78,68.42,70.83,68.45,0.09673814,0.13531551,0.26717317,0.20743982,0.07561855,0.07768465,0.1400302,-29.226377,-11.034946,-5.348465,-2.340166,-0.2685485,2.2688901,4.5708137,7.97341,17.785063,-0.2685485,0.24629167,1.2260064
2016-11-22,35.9763,98.884,44.63,76.04,68.63,71.0308,68.7,0.112847686,0.1310001,0.28794357,0.17253825,0.07525014,0.07742235,0.1429979,-29.904985,-11.858227,-5.5785956,-2.4741178,-0.18120907,2.326549,4.7715225,8.174185,18.589878,-0.18120907,-0.033777718,1.1922287
2016-11-23,35.9763,98.587,44.52,76.2,68.43,71.1098,68.93,0.08534059,0.08534354,0.3736224,0.19883889,0.08011339,0.079946,0.09679527,-33.617012,-12.089919,-6.1230187,-2.7706573,-0.39449632,2.386917,4.905902,8.612788,20.208693,-0.39449632,0.28125632,1.473485
2016-11-25,35.9763,98.53,44.76,76.33,68.71,71.405,69.16,0.093124814,0.091454074,0.28992426,0.25551882,0.08688714,0.086410366,0.09668052,-33.42886,-11.864894,-6.0204825,-2.7185967,-0.38235098,2.3343828,4.88903,8.706146,20.534163,-0.38235098,0.050485518,1.5239705
2016-11-28,36.41,98.82,44.83,76.3,68.48,71.14,68.77,0.10724946,0.09218873,0.26318136,0.2749172,0.08586834,0.08526223,0.09133266,-33.53213,-12.748755,-6.5636277,-3.2271209,-0.78217393,1.948713,4.600716,8.418951,20.595524,-0.78217393,0.21401273,1.7379832
2016-11-29,36.4,98.8399,45.02,76.6,68.5,71.33,68.81,0.09594514,0.108569525,0.155919,0.38903496,0.08251465,0.08254909,0.08546764,-33.63579,-13.799857,-7.025829,-3.631125,-0.8757426,1.9198226,4.7207465,8.452225,20.71129,-0.8757426,-0.71214855,1.0258347
2016-11-30,36.45,98.8,44.45,75.42,68.1,71.13,69.07,0.09866211,0.11191651,0.1424617,0.3919385,0.084256686,0.08410478,0.086659774,-36.331455,-15.8158045,-7.3418,-3.640702,-0.5557272,2.424021,5.423828,9.335579,23.373169,-0.5557272,-0.93893605,0.086898625
2016-12-01,35.87,98.84,44.08,74.0,67.87,70.5,69.17,0.08988748,0.07969807,0.3072701,0.18366377,0.15485556,0.074409835,0.110215165,-35.630146,-14.49317,-6.522652,-3.0385513,-0.29736573,2.6240103,5.720781,10.720032,26.427902,-0.29736573,0.15946342,0.24636205
2016-12-02,35.74,99.2,44.22,74.44,67.87,70.5442,69.05,0.07181881,0.06283732,0.3972219,0.07117537,0.17627123,0.061552275,0.15912314,-32.539032,-12.522158,-5.5946875,-2.6991856,-0.280859,2.3052523,5.142313,10.166763,27.403147,-0.280859,0.3149938,0.5613558
2016-12-05,35.75,99.24,44.33,74.99,68.17,71.0999,69.44,0.080653176,0.06950033,0.37378976,0.09103601,0.14694168,0.06609061,0.1719884,-35.158188,-13.364472,-6.243298,-3.2521963,-0.7726906,1.887944,4.629478,9.188656,24.784582,-0.7726906,0.2982659,0.85962176
2016-12-06,36.11,98.96,44.46,75.18,68.29,71.4699,69.83,0.0506257,0.053517852,0.27123818,0.07913972,0.22777393,0.04956475,0.26813987,-36.58331,-14.837915,-6.9383016,-3.58107,-0.66849846,2.214294,5.1419253,9.854429,24.935066,-0.66849846,1.1206799,1.9803016
2016-12-07,36.4786,99.6099,45.01,76.16,69.19,72.32,70.95,0.05784758,0.060796488,0.28614393,0.09346268,0.1454865,0.056689866,0.2995729,-40.574837,-15.998563,-8.370218,-4.865566,-2.057364,1.0206119,4.2618947,9.430402,26.30055,-2.057364,0.16826494,2.1485665
2016-12-08,36.4786,99.06,45.03,76.13,69.33,72.75,71.32,0.0696425,0.064622104,0.3817641,0.061732285,0.06410237,0.0597905,0.29834622,-33.649166,-16.416218,-8.139524,-4.4698834,-1.140003,1.4002045,4.370082,9.185189,21.98972,-1.140003,0.40693197,2.5554984
2016-12-09,36.49,99.1418,45.32,76.35,69.7,72.7709,71.71,0.040954266,0.30237386,0.044292733,0.29902595,0.041668065,0.22934726,0.04233782,-27.513826,-11.906887,-4.3247194,-1.5831509,0.74283624,2.6810398,4.402445,8.12486,18.596302,0.74283624,-0.054348126,2.5011501
2016-12-12,36.18,99.1425,45.54,76.26,69.82,72.7537,71.44,0.041430715,0.30438825,0.042062316,0.28222236,0.04244029,0.24599177,0.04146433,-25.651175,-11.402029,-4.2751646,-1.373147,0.8170551,2.9329221,4.6328063,9.1480875,17.930172,0.8170551,0.38321313,2.8843632
2016-12-13,36.8,98.9394,45.77,76.89,70.32,73.12,71.85,0.04318976,0.31464157,0.0435305,0.3168917,0.043778356,0.1947383,0.04322985,-27.725264,-10.648608,-3.8718686,-1.2921244,0.5911356,2.6825848,4.281354,8.587331,18.432215,0.5911356,-0.44830415,2.436059
