date,Durbl,Enrgy,HiTec,Manuf,NoDur,Durbl_share,Enrgy_share,HiTec_share,Manuf_share,NoDur_share,v_01,v_02,v_03,v_04,v_05,v_06,v_07,v_08,v_09,value_function,absolute_return,cumulative_return
2016-03-21,0.0019,-0.0051,0.0021,0.0027,-0.0009,0.3455337,0.36846256,0.051393673,0.1378219,0.096788205,-10.811464,-4.4873457,-2.9729893,-0.39306626,0.72569543,1.7010144,2.8665285,5.015705,5.6795645,-10.811464,-4.497587587121959,0.9963164720826192
2016-03-22,-0.005,-0.0017000000000000001,0.0012,-0.0022,-0.008,0.26431447,0.2785927,0.03776667,0.15329638,0.26602978,-13.22255,-5.6136703,-3.5508711,-0.5841365,0.20129415,2.174803,3.6029596,6.442821,6.6103635,-13.22255,-17.938998908703617,0.9816785358783493
2016-03-23,-0.022400000000000003,-0.023399999999999997,-0.0088,-0.0096,-0.001,0.2210792,0.25734642,0.03482839,0.23474553,0.25200042,-15.925478,-5.298698,-4.1192856,-2.0241086,-1.0921164,2.4007285,4.032976,5.748312,6.3512173,-15.925478,0.7934313952948032,0.9823164511694655
2016-03-24,-0.0018,0.0068000000000000005,0.0009,-0.0016,-0.0011,0.22797306,0.26685402,0.036118887,0.23547684,0.23357722,-15.959513,-5.051938,-4.041698,-1.7256691,-0.36306027,2.2884462,3.624587,5.484462,6.383134,-15.959513,1.8132552695238373,0.9837752476325475
2016-03-28,0.0039000000000000003,-0.0043,-0.0024,0.0015,0.0064,0.23259233,0.26653296,0.03607796,0.2259545,0.2388422,-14.493414,-4.79867,-3.7836108,-1.5160241,-0.45337394,2.1057558,3.4398737,5.3466916,6.037801,-14.493414,10.763914202629548,0.9924478703681637
2016-03-29,0.011699999999999999,0.004699999999999999,0.0168,0.0079,0.0103,0.30252618,0.32347053,0.043794703,0.17663838,0.15357026,-16.974121,-5.2343173,-4.085175,-1.8047029,-0.2015324,2.0743654,3.6017804,5.6522684,6.8265066,-16.974121,2.3388994674594468,0.9943489643857603
2016-03-30,0.0009,0.0007000000000000001,0.0060999999999999995,0.0031,0.0048,0.30576977,0.32515532,0.044005852,0.16588178,0.15918729,-18.636423,-5.5863156,-4.707058,-2.679222,-0.83082587,2.289869,3.7811613,5.634025,7.315549,-18.636423,1.1780101342085185,0.995308303580671
2016-03-31,0.0089,-0.0008,-0.0005,-0.0046,-0.0044,0.30827117,0.32842523,0.044453677,0.16295326,0.15589665,-16.950867,-5.281971,-4.294781,-2.1870883,-0.6602753,2.14165,3.6683416,5.5580654,6.8543906,-16.950867,-4.211590442009964,0.9918751906091612
2016-04-01,-0.0083,-0.0124,0.0072,0.0063,0.0118,0.35009986,0.36795303,0.049822837,0.13377295,0.098351285,-17.109652,-5.3104315,-4.2917585,-2.1190312,-0.39881876,2.0558975,3.5336046,5.568455,6.999486,-17.109652,-10.896697257089295,0.9830232957124488
2016-04-04,-0.0126,-0.0074,-0.0042,-0.0085,-0.0036,0.29161382,0.32148486,0.04351326,0.19565673,0.14773136,-16.161367,-5.1269174,-4.1001406,-2.0035946,-0.64884,2.2008667,3.7463045,5.4024973,6.491349,-16.161367,-7.26315032988638,0.977175756011761
