date,BIG HiBM,BIG LoBM,ME1 BM2,BIG HiBM_share,BIG LoBM_share,ME1 BM2_share,v_01,v_02,v_03,v_04,v_05,v_06,v_07,v_08,v_09,value_function,absolute_return,cumulative_return
2013-05-08,0.0092,0.0028000000000000004,0.0008,0.1774261,0.7180746,0.104499295,0.0062514283,0.020796694,-0.04734148,-0.14609404,-0.045907393,0.014609106,1.541754,1.3347594,1.3300626,-0.045907393,-0.003099750732382139,0.9969002492676179
2013-05-09,-0.0078000000000000005,-0.0019,0.004,0.18329442,0.71514136,0.101564184,-0.42945483,-0.32220992,-0.24677208,0.33521134,-0.3576501,-0.9160241,1.5575967,2.44778,2.553735,-0.3576501,0.0049212020725011825,1.0018061968403906
2013-05-10,0.0042,0.0046,0.0086,0.17607011,0.71428907,0.10964079,-0.19548544,0.2574029,-0.25889006,-0.7110878,-0.2738644,0.24773669,1.4548218,1.3032075,1.2531359,-0.2738644,0.0014243468254804608,1.0032331163166068
2013-05-13,0.0034999999999999996,0.0012,-0.0003,0.16810207,0.7183628,0.11353505,-0.22488548,0.28193983,-0.24318215,-0.71567297,-0.24369134,0.31582537,1.2639139,1.0944499,1.0693829,-0.24369134,0.01082397056221962,1.0140920820346617
2013-05-14,0.021,0.008199999999999999,0.0125,0.2151526,0.6697875,0.11505989,-0.3649565,-0.0056558438,-0.36238945,-0.25296986,-0.37632224,-0.18128723,1.1177895,1.5952641,1.4506685,-0.37632224,0.00460807411596179,1.0187650935090875
2013-05-15,0.0113,0.003,0.0023,0.41145128,0.16372895,0.42481974,-0.2882866,0.25546685,-0.7868614,-0.14866473,-0.17699079,-0.4493144,0.9157449,0.68529063,0.6620657,-0.17699079,-0.006132581548392773,1.012517433494487
2013-05-16,-0.0087,-0.005,-0.0017000000000000001,0.37942702,0.20113374,0.4194393,0.08346902,-0.4987472,-0.17576249,-0.03821096,-0.038780592,-0.50590503,0.32398152,0.66475934,0.49548647,-0.038780592,0.010258061170578002,1.0229038992635502
2013-05-17,0.0167,0.0084,0.0055000000000000005,0.4679479,0.1286914,0.40336075,-0.66711205,0.39871314,-0.96192074,-0.9440565,0.21138541,-0.2081578,1.1020874,-0.40594393,-0.14819051,0.21138541,0.0016805326789617538,1.0246229226937
2013-05-20,0.0016,-0.0011,0.0031,0.4214358,0.13024755,0.44831666,-0.10759105,-0.14122769,-0.32813272,-0.60444015,0.2681237,-0.07256076,0.42012468,-0.02942333,-0.013328206,0.2681237,0.0011000897452235225,1.0257500998636764
2013-05-21,0.0014000000000000002,0.0005,0.0012,0.35380608,0.19929782,0.4468961,0.3527453,-0.6177537,-0.20492002,-0.55096674,0.0918984,-0.6605282,0.0095174685,0.5169558,0.5351067,0.0918984,-0.010650471431016922,1.0148253777297156
2013-05-22,-0.008199999999999999,-0.0059,-0.0144,0.32035294,0.25128222,0.4283648,0.769113,-1.0529222,-0.26672032,-0.82558423,0.00075453334,-1.2852865,-0.015120855,0.9857966,1.0334789,0.00075453334,-0.00010849360227584784,1.0147152756688047
2013-05-23,-0.0046,-0.0037,0.005600000000000001,0.20261039,0.6728342,0.12455538,0.26886466,-1.0196757,0.18325284,0.52193177,-0.08169231,-1.4278802,0.55021995,2.2913156,2.0117157,-0.08169231,9.265045225620265e-05,1.0148092894980068
2013-05-24,0.0012,0.0004,0.0034000000000000002,0.16268606,0.73214716,0.10516679,-0.045899842,-0.46066374,0.025804885,0.24439546,-0.32472053,-1.2976369,1.1318585,3.0746412,2.5214074,-0.32472053,0.008586930991709232,1.0235233868366715
2013-05-28,0.0141,0.0060999999999999995,0.018500000000000003,0.16645955,0.73265797,0.100882456,-0.3231871,-0.48147374,-0.078587025,0.61471343,-0.3762844,-1.3892155,1.6022207,3.4296534,3.1113842,-0.3762844,-0.007575106823444366,1.0157700878450902
2013-05-29,0.0046,-0.0095,-0.013600000000000001,0.14617921,0.7520239,0.101796865,-0.3016737,-0.21736738,0.276596,1.2083771,-0.055604756,-1.498065,3.704358,4.451342,4.958354,-0.055604756,0.00469386687874794,1.020537977416849
2013-05-30,0.015,0.0025,0.006500000000000001,0.19268827,0.7107407,0.096571065,-0.7214042,-0.016531434,0.3515308,0.79660755,-0.24255718,-0.7857386,2.6184855,3.39659,4.0311003,-0.24255718,-0.012862506294250488,1.0074113012588033
2013-05-31,-0.0171,-0.011699999999999999,-0.012,0.16182302,0.73809433,0.10008264,-0.6666093,-0.42481235,0.20186308,1.2547061,-0.29846612,-1.5599595,2.632081,3.6898751,4.453285,-0.29846612,0.006137566626816987,1.0135943552408877
2013-06-03,0.0009,0.0060999999999999995,0.0155,0.20914443,0.6904906,0.10036505,-0.47464246,-0.5129011,0.07471947,0.43617046,-0.33270907,-1.2062361,1.3152325,2.5496423,3.200504,-0.33270907,-0.007374963484704494,1.0061191338826836
2013-06-04,-0.009899999999999999,-0.0058,-0.012,0.2977658,0.6093436,0.09289066,-0.32327622,-0.5234701,0.3945199,0.2105382,-0.199464,-1.04851,1.0444471,1.9745834,2.7584658,-0.199464,-0.01450179276689887,0.9915286027043051
2013-06-05,-0.018600000000000002,-0.0123,-0.0139,0.5967992,0.26560324,0.13759747,-0.18361363,-0.7431924,0.49226412,0.14738014,-0.09255503,-1.360722,0.47967932,1.304229,2.593749,-0.09255503,0.010385608069598675,1.0018262301617888
2013-06-06,0.011899999999999999,0.0063,0.0167,0.6400457,0.16286369,0.19709064,-0.33122888,-0.652176,-0.25074837,-0.17612138,-0.48805878,-0.42600444,-0.24300577,0.31936726,1.5026382,-0.48805878,0.015790243896842002,1.0176453106782972
2013-06-07,0.020499999999999997,0.0139,0.0031,0.6899668,0.13260266,0.17743056,-0.37782824,-0.35028353,-0.33644056,-0.24477597,-0.60449296,0.3897995,-0.44610512,0.024638133,0.82028836,-0.60449296,0.0051044558376073836,1.0228398362250029
2013-06-10,0.004699999999999999,-0.0018,0.0124,0.34520945,0.18874805,0.46604258,-0.41870227,-0.085223295,-1.1700373,-0.63086444,-0.53160346,0.29300874,-0.30431095,-0.3459063,0.6667956,-0.53160346,-0.014444198125600815,1.008065734979812
2013-06-11,-0.019,-0.008,-0.012199999999999999,0.38733515,0.23115446,0.38151038,-0.07982808,-0.53837913,-0.5567844,-0.42154226,-0.48205104,-0.3744275,-0.891914,-0.030101452,0.8786527,-0.48205104,-0.009298018094897272,0.9986927215351237
2013-06-12,-0.008100000000000001,-0.0076,-0.0111,0.29978773,0.2317252,0.46848708,-0.17271714,-0.56700695,-1.118317,-0.62174094,-0.56713134,-0.32334918,-0.8253225,-0.27988517,0.94469714,-0.56713134,0.013930100257694722,1.012604611272738
2013-06-13,0.0169,0.0105,0.0141,0.22394903,0.18454947,0.5915015,-0.35274872,-0.28817183,-0.9705858,-0.5489201,-0.45596564,0.17282799,-0.5563927,-0.20566763,0.5145636,-0.45596564,-0.009814305683970452,1.0026666000807094
2013-06-14,-0.0148,-0.0044,-0.0092,0.20400907,0.18327293,0.61271805,-0.35470438,-0.33802295,-1.2358189,-0.67683715,-0.38516775,-0.045050614,-0.57345194,-0.36640924,0.43559527,-0.38516775,0.005989788043498993,1.0086723604934886
2013-06-17,0.009399999999999999,0.0054,0.0051,0.23737136,0.20150124,0.5611274,-0.3369226,-0.38129133,-0.99719024,-0.6138996,-0.2973513,-0.08817066,-0.5612151,-0.27334914,0.3153326,-0.2973513,0.008649290005862714,1.017396660260295
