date,Durbl,Enrgy,HiTec,Hlth,Manuf,NoDur,Other,Shops,Telcm,Utils,Durbl_share,Enrgy_share,HiTec_share,Hlth_share,Manuf_share,NoDur_share,Other_share,Shops_share,Telcm_share,Utils_share,v_01,v_02,v_03,v_04,v_05,v_06,v_07,v_08,v_09,value_function,absolute_return,cumulative_return
2016-03-21,0.0019,-0.0051,0.0021,0.0072,0.0027,-0.0009,-0.0006,0.0008,-0.0001,-0.0037,0.15185806,0.13974898,0.15434977,0.14772438,0.029893294,0.021652581,0.15466993,0.15479644,0.02247295,0.022833604,-5.554388,-4.1589866,-2.6190248,-1.7629894,-0.5992542,-0.08409308,0.033453614,0.8462761,4.1444907,4.1444907,0.036532576418867375,1.0000299202100074
2016-03-22,-0.005,-0.0017000000000000001,0.0012,0.0131,-0.0022,-0.008,-0.0031,-0.0016,-0.0027,-0.0016,0.14792725,0.14907056,0.14963849,0.14758678,0.024580976,0.021949371,0.15397575,0.14894967,0.023538712,0.032782417,-5.0041533,-3.869369,-2.5695405,-1.5358953,-0.6171435,-0.41271147,0.7613673,1.2216601,3.573435,3.573435,-14.696651491395201,0.9879929904652947
2016-03-23,-0.022400000000000003,-0.023399999999999997,-0.0088,-0.0126,-0.0096,-0.001,-0.008,-0.0025,-0.0095,0.0009,0.14802514,0.14983317,0.1531469,0.15092611,0.023074843,0.021541271,0.15634625,0.14280792,0.023877999,0.030420497,-4.5974083,-3.4163766,-2.4422,-1.5022601,-0.54150546,-0.16676667,0.5200778,1.0055666,3.596292,3.596292,1.0340800934880305,0.9888297340229899
2016-03-24,-0.0018,0.0068000000000000005,0.0009,0.0001,-0.0016,-0.0011,-0.0044,0.0031,0.005699999999999999,0.0037,0.14904678,0.15176955,0.1521984,0.1509337,0.023716075,0.021455415,0.15560077,0.14200415,0.022863364,0.030411819,-4.7761736,-3.8001928,-2.387342,-1.4044166,-0.46802753,-0.40674552,0.8325696,1.363309,3.2982867,3.2982867,-0.10837004784577885,0.9887419702837701
2016-03-28,0.0039000000000000003,-0.0043,-0.0024,-0.0031,0.0015,0.0064,0.0015,0.0029,0.004699999999999999,-0.0036,0.14898552,0.15068592,0.15369792,0.1505762,0.023291172,0.021375604,0.15594293,0.14512765,0.023011811,0.027305296,-4.8364887,-3.7655113,-2.376942,-1.4272661,-0.57851446,-0.30305642,0.77011275,1.0907768,3.6072357,3.6072357,12.900293382398532,0.9991883760955239
2016-03-29,0.011699999999999999,0.004699999999999999,0.0168,0.0146,0.0079,0.0103,0.005600000000000001,0.0098,0.01,0.0148,0.15126441,0.15013379,0.15057111,0.15222205,0.023901135,0.021885468,0.15381971,0.14327158,0.022980442,0.029950248,-5.0889034,-3.8295581,-2.4423559,-1.3042008,-0.29281306,-0.17489769,0.722381,1.428075,3.1473234,3.1473234,3.810344871904937,1.0023065188513984
2016-03-30,0.0009,0.0007000000000000001,0.0060999999999999995,-0.0012,0.0031,0.0048,0.0063,0.006999999999999999,0.0014000000000000002,-0.0013,0.15224889,0.14685549,0.15311894,0.1518171,0.02430162,0.021989128,0.15614063,0.14508808,0.02384468,0.02459535,-3.9612565,-2.8309052,-2.3297606,-1.2299906,-0.10778223,0.13443378,0.25352967,1.3551253,2.8730602,2.8730602,0.9229494587327906,1.003064158703207
2016-03-31,0.0089,-0.0008,-0.0005,0.0033,-0.0046,-0.0044,-0.0026,-0.003,0.0008,0.0051,0.15116501,0.14714047,0.15411574,0.14984812,0.024099993,0.021749873,0.1562888,0.147699,0.0236414,0.024251552,-4.17544,-2.9676697,-2.297993,-1.3200891,-0.27951956,0.07861418,0.24458069,1.1292423,3.2496498,3.2496498,3.596817939361261,1.00601898193036
2016-04-01,-0.0083,-0.0124,0.0072,0.0159,0.0063,0.0118,0.0055000000000000005,0.0076,0.0045000000000000005,0.0015,0.15277533,0.14585961,0.15340158,0.15132411,0.024480274,0.021927774,0.15483302,0.14798912,0.023340777,0.02406833,-4.3106565,-3.0902634,-2.4225147,-1.3079482,-0.18583985,0.061077155,0.23184812,1.3797685,3.051221,3.051221,-5.576164444499526,1.0014246106956903
2016-04-04,-0.0126,-0.0074,-0.0042,0.0092,-0.0085,-0.0036,-0.0072,-0.0055000000000000005,0.0005,-0.0044,0.15058433,0.14846045,0.1546794,0.14946143,0.023421193,0.02159552,0.15649821,0.14764751,0.02341727,0.024234738,-4.2976294,-3.1635883,-2.4743862,-1.4405322,-0.33551353,-0.08906743,0.33906272,1.2257671,3.3428464,3.3428464,-9.517569108446125,0.9936186091074881
