date,min_vol,momentum,quality,min_vol_share,momentum_share,quality_share,v_01,v_02,v_03,v_04,v_05,v_06,v_07,v_08,v_09,value_function,absolute_return,cumulative_return
2016-05-10,44.78,74.84,66.08,0.20278077,0.6566448,0.14057443,-11.943646,-3.9050956,-3.0599365,0.7582154,1.6718677,4.548208,8.721879,10.1377125,12.636883,-11.943646,-14.100376617722384,9884.517800018653
2016-05-11,44.41,74.03,65.38,0.49775332,0.38319817,0.11904852,-12.4587345,-4.896996,-3.7541597,0.70957714,1.448021,4.352562,8.868133,10.000593,13.899902,-12.4587345,1.9035793721393293,9899.928090098638
2016-05-12,44.55,74.21,65.51,0.3874959,0.49273306,0.11977102,-12.281845,-4.6476355,-3.718234,0.589724,1.3190624,4.816283,8.370427,9.638055,13.405293,-12.281845,-8.337301810656085,9832.3288367072
2016-05-13,44.25,73.8,64.93,0.5906253,0.27342013,0.13595459,-12.7499485,-5.1014743,-3.815461,1.0150869,1.6603156,4.2385855,9.047986,10.273244,14.31183,-12.7499485,8.870120709105096,9903.757127971088
2016-05-16,44.63,74.28,65.55,0.39532956,0.47000343,0.13466704,-12.695648,-4.69418,-3.6228929,0.94063616,1.5699239,4.534022,8.868,10.186821,13.802871,-12.695648,-17.03109301180241,9765.614778411076
2016-05-17,44.02,73.25,64.94,0.35484588,0.5602961,0.08485805,-13.871783,-4.637283,-3.4974806,1.5732973,2.3461332,3.9636981,10.708351,12.290775,15.359612,-13.871783,-3.3490191762794437,9738.829167304559
2016-05-18,43.76,73.23,64.84,0.48098427,0.41166994,0.10734582,-13.1986065,-4.811234,-3.8860226,1.1894916,1.9487082,3.7882743,9.874022,11.235965,14.807506,-13.1986065,-3.2588741765761435,9712.836031445906
2016-05-19,43.74,72.98,64.57,0.36531895,0.55348957,0.08119142,-13.847552,-4.5732327,-3.2504256,1.6988454,2.4216418,4.5299525,10.680421,12.41982,15.380157,-13.847552,3.835901908221508,9743.349943212708
2016-05-20,43.84,73.31,64.8671,0.24975653,0.652526,0.09771746,-13.366167,-4.133636,-3.154287,1.1336938,2.157144,4.3690777,10.489177,11.911803,14.607838,-13.366167,-4.78221753611479,9705.188748324148
2016-05-23,43.73,73.01,64.76,0.2946119,0.6179254,0.08746269,-13.632671,-4.3014073,-3.302679,1.3895879,2.2889712,4.285268,10.740128,12.274195,15.029436,-13.632671,17.123678664956696,9841.297293376609
2016-05-24,44.17,74.18,65.75,0.16332911,0.7291286,0.10754222,-12.930202,-3.7898445,-2.9559538,0.7604642,2.1955948,4.679218,10.421093,11.68395,14.179736,-12.930202,0.7663068328933763,9847.473749855273
2016-05-25,44.25,74.22,66.03,0.1447996,0.743788,0.111412406,-12.555761,-3.8415198,-3.0737555,0.48497653,2.0276241,4.743963,9.964757,11.195081,13.80831,-12.555761,2.222222269100808,9865.396170380509
2016-05-26,44.38,74.37,66.01,0.13697976,0.7500979,0.11292231,-12.264998,-3.7534492,-3.1988451,0.28525177,1.9311223,4.639076,9.758434,10.885387,13.529215,-12.264998,3.934686699338358,9897.187524266912
2016-05-27,44.49,74.62,66.24,0.13800782,0.74586105,0.11613118,-12.227919,-3.8763468,-3.3056803,0.27944863,1.8329748,4.547499,9.560599,10.685919,13.437257,-12.227919,-2.9608232917234805,9873.187668947989
2016-05-31,44.46,74.42,66.06,0.16128518,0.73299026,0.10572462,-13.286601,-4.115082,-3.4620552,0.75501585,2.1972237,4.2287407,10.777582,11.828535,14.752322,-13.286601,2.9627359800149238,9897.144792899038
2016-06-01,44.54,74.63,66.16,0.16800915,0.72526467,0.10672619,-13.120344,-4.052697,-3.3228304,0.7664982,2.1384785,4.2935786,10.535696,11.672447,14.476114,-13.120344,3.2614768717915004,9923.581573274805
2016-06-02,44.72,74.83,66.21,0.15215531,0.7368894,0.11095525,-12.736063,-3.963233,-3.3122075,0.5508646,2.0054402,4.4181623,10.111993,11.248856,14.014846,-12.736063,3.599444481777339,9952.835775513455
2016-06-03,44.83,75.12,66.08,0.1499169,0.73845375,0.1116293,-12.587358,-3.896776,-3.280993,0.48744404,1.9648046,4.4774504,9.989964,11.122728,13.840286,-12.587358,0.2531565783235368,9954.89935114781
2016-06-06,44.8,75.08,66.5,0.14910285,0.7439915,0.10690562,-12.831764,-3.7773318,-3.1612177,0.5957827,2.1715007,4.6216617,10.50087,11.602461,14.210149,-12.831764,0.35798388982748613,9957.818019118788
2016-06-07,44.86,75.1,66.45,0.1711024,0.7225641,0.10633352,-12.88928,-3.9095168,-3.1790452,0.76575667,2.1240876,4.5142965,10.366946,11.571325,14.209858,-12.88928,6.805357292044448,10013.318845874941
2016-06-08,45.1,75.56,66.65,0.17875272,0.71392936,0.107317865,-12.978869,-4.043074,-3.2216787,0.7923915,2.080356,4.544554,10.315968,11.517633,14.300155,-12.978869,3.709821547448356,10043.742782005898
2016-06-09,45.24,75.8403,66.57,0.23615378,0.6651019,0.09874441,-13.253739,-4.359767,-3.3686025,1.0500075,2.0630941,4.478215,10.29201,11.615008,14.618869,-13.253739,-7.118712944094293,9985.185434135776
2016-06-10,45.06,75.4,66.03,0.46066403,0.4455948,0.09374121,-14.1661215,-5.2729993,-3.8938067,1.7701474,2.4157846,4.34018,10.712139,12.34928,16.100473,-14.1661215,-8.697438580136408,9914.058868186006
2016-06-13,44.8,74.92,65.51,0.6345994,0.25859633,0.10680427,-14.906253,-5.632154,-4.022154,2.227957,2.8401036,4.4816213,11.263995,13.1865835,17.205774,-14.906253,0.2815505359200391,9916.344952205236
2016-06-14,44.86,75.0,65.42,0.4792788,0.4312775,0.08944373,-14.462863,-5.2726393,-3.5662603,2.0946536,2.663802,4.660039,10.848145,12.73764,16.36518,-14.462863,-3.1155124960165175,9891.042334176238
2016-06-15,44.8,74.83,65.24,0.44235048,0.46864328,0.089006215,-14.125633,-5.111083,-3.6326494,1.7939721,2.4378614,4.47482,10.622188,12.340957,15.904708,-14.125633,5.431020636912426,9935.037792847397
2016-06-16,45.03,75.13,65.57,0.37856868,0.5371721,0.08425912,-13.995673,-4.8891745,-3.4863021,1.6958166,2.3963127,4.4995236,10.640449,12.307228,15.645165,-13.995673,-6.8977142199116095,9878.91244357706
2016-06-17,44.83,74.66,65.31,0.38047886,0.53218,0.087341145,-13.797464,-4.874425,-3.5622041,1.5525252,2.2774673,4.407943,10.455946,12.038174,15.44008,-13.797464,6.462698593894055,9931.201086949957
2016-06-20,45.02,75.1,65.73,0.345078,0.56759495,0.087327056,-13.58323,-4.741199,-3.4668622,1.4235473,2.1585004,4.444248,10.267493,11.780005,15.08469,-13.58323,-1.9724756398675376,9915.157637139448
2016-06-21,44.93,75.04,65.48,0.35338795,0.55749816,0.08911397,-13.484267,-4.785058,-3.542312,1.3502092,2.0864148,4.391853,10.13801,11.602863,15.002297,-13.484267,-1.9457957309180642,9899.356759660555
2016-06-22,44.92,74.86,65.38,0.5002529,0.39504924,0.10469782,-13.765333,-5.206129,-3.8186452,1.6011008,2.2399538,4.3114657,10.246635,11.784342,15.592443,-13.765333,10.5107194196182,9984.573271810837
2016-06-23,45.31,75.54,66.21,0.313185,0.5874955,0.099319555,-13.35491,-4.5267563,-3.2471817,1.2549343,1.998816,4.6302733,9.965998,11.465425,14.588701,-13.35491,-27.05674925120315,9763.32012242865
2016-06-24,44.51,73.94,63.9201,0.7253236,0.14420198,0.13047436,-13.940562,-5.665355,-4.1807227,1.7805542,2.3163798,4.1666346,10.201625,11.796195,16.100843,-13.940562,-9.801015492397445,9684.949564052597
2016-06-27,44.29,73.59,62.94,0.6777169,0.17208102,0.1502021,-13.791514,-5.296783,-3.7939873,1.6967782,2.1643205,4.639068,9.661004,11.390715,15.411388,-13.791514,15.263953142472545,9806.022959902644
2016-06-28,44.82,74.49,63.98,0.36658883,0.51381016,0.11960099,-13.107267,-4.8038025,-3.3534815,1.385346,1.9358547,4.6397395,9.302485,10.8384495,14.311816,-13.107267,13.86194115794652,9917.35016159277
2016-06-29,45.42,75.34,65.03,0.38446477,0.5012063,0.11432901,-12.716844,-4.728177,-3.5068645,0.81579643,1.5462835,4.3934746,8.975407,10.336333,13.836636,-12.716844,18.77235722707753,10069.82521481098
2016-06-30,46.21,76.4,66.0,0.38654876,0.50330883,0.11014238,-12.619349,-4.7839403,-3.4958513,0.81674117,1.5331093,4.319345,8.821732,10.200506,13.716166,-12.619349,1.6044945196587053,10083.057794148477
2016-07-01,46.29,76.47,66.12,0.40410313,0.4806601,0.11523678,-12.498223,-4.6450124,-3.4693294,0.67248744,1.4864776,4.258169,8.7065935,10.147461,13.508798,-12.498223,2.3649791646082368,10102.58786916789
2016-07-05,46.42,76.72,65.73,0.4211836,0.46386674,0.11494968,-12.58709,-4.810843,-3.5710092,0.77429575,1.4903992,4.2539496,8.724385,10.105184,13.669924,-12.58709,5.179741567161261,10145.445194574791
2016-07-06,46.53,77.19,66.0,0.40147918,0.48160604,0.11691481,-12.610168,-4.690957,-3.4717155,0.76662767,1.5155088,4.330812,8.759513,10.226267,13.603464,-12.610168,-5.619141598452763,10098.755028213074
2016-07-07,46.31,76.78,65.96,0.39208576,0.49073508,0.117179155,-12.530702,-4.628637,-3.4306135,0.7380329,1.5043583,4.298441,8.739532,10.196722,13.508212,-12.530702,14.482067004154754,10218.534591666903
2016-07-08,46.83,77.7,66.87,0.36763594,0.510546,0.12181808,-12.4508095,-4.347096,-3.2943645,0.55804706,1.549243,4.3889933,8.792856,10.353636,13.329929,-12.4508095,1.9492131709455849,10234.84753369298
2016-07-11,46.87,77.86,67.05,0.38877603,0.4908098,0.12041419,-12.482703,-4.437494,-3.3662927,0.5482244,1.5011001,4.326144,8.747169,10.298563,13.382702,-12.482703,-1.8142318411149803,10219.640010118384
2016-07-12,46.76,77.68,67.41,0.38896567,0.48918226,0.12185207,-12.507403,-4.443402,-3.3569052,0.5866595,1.5090901,4.3491926,8.750545,10.312784,13.393305,-12.507403,2.621308253018346,10241.580081126902
2016-07-13,46.93,77.8,67.4,0.3813681,0.49792534,0.12070651,-12.437238,-4.351908,-3.3037858,0.5278293,1.5259203,4.373775,8.743733,10.32587,13.308131,-12.437238,2.4223285904791676,10261.898240211418
2016-07-14,47.0,77.94,67.71,0.37931415,0.4996043,0.12108152,-12.414263,-4.3145547,-3.316838,0.4874103,1.5263778,4.372499,8.752455,10.324054,13.284555,-12.414263,-1.5785299119522416,10248.631480731005
2016-07-15,46.91,77.85,67.72,0.37909895,0.5004732,0.12042781,-12.385409,-4.295455,-3.3054726,0.47039574,1.5252842,4.3739944,8.733941,10.310204,13.2536125,-12.385409,1.2948951001816111,10259.500360901327
2016-07-18,46.88,78.02,67.84,0.37964502,0.5002176,0.12013735,-12.371352,-4.2673025,-3.297105,0.4428562,1.5274366,4.3847103,8.731259,10.31736,13.233688,-12.371352,1.9841786865890174,10276.172500091461
2016-07-19,46.93,78.2,67.88,0.37389675,0.5061676,0.11993559,-12.34689,-4.1977124,-3.2608962,0.3985572,1.5472592,4.426693,8.744993,10.355403,13.193886,-12.34689,2.0396741187093927,10293.338792546687
2016-07-20,46.96,78.34,68.19,0.37333098,0.5072048,0.11946423,-12.34739,-4.1891093,-3.260515,0.38062468,1.5490515,4.432321,8.75114,10.365283,13.194701,-12.34739,-4.247866290999382,10257.528205422448
2016-07-21,46.9,77.95,67.92,0.37205148,0.50894064,0.11900788,-12.4427595,-4.3802676,-3.3421738,0.53256476,1.5121963,4.390159,8.742769,10.295465,13.330347,-12.4427595,7.710700309333708,10322.30521271692
2016-07-22,47.18,78.49,68.25,0.353124,0.5310896,0.115786396,-12.463943,-4.2917733,-3.2863636,0.49152082,1.5707057,4.536989,8.795432,10.407683,13.325895,-12.463943,-3.236343740489566,10294.945239037479
2016-07-25,47.05,78.28,68.15,0.35923472,0.5262803,0.11448496,-12.529156,-4.4541907,-3.380618,0.57885516,1.5196415,4.451457,8.786527,10.33005,13.436316,-12.529156,-3.2698443409106583,10267.375322223514
2016-07-26,46.96,78.03,67.98,0.36295128,0.524216,0.11283277,-12.522609,-4.488528,-3.3936622,0.60761803,1.5059197,4.425159,8.7642975,10.2885,13.439495,-12.522609,-4.7785975290747285,10227.192149131899
2016-07-27,46.69,77.77,67.94,0.36182246,0.5234748,0.11470276,-12.463443,-4.436445,-3.3715053,0.57148206,1.5037965,4.425767,8.729933,10.262814,13.367783,-12.463443,4.0210491113526245,10260.872773130997
2016-07-28,46.79,78.14,67.96,0.36587048,0.5187964,0.11533314,-12.461863,-4.4273562,-3.3743799,0.55086875,1.4980195,4.4156795,8.728737,10.266944,13.362637,-12.461863,3.5448279653175625,10290.662313470688
2016-07-29,46.89,78.45,68.01,0.35445353,0.5280988,0.11744769,-12.386391,-4.2681475,-3.3072457,0.45090425,1.5324825,4.48538,8.741532,10.3207035,13.248757,-12.386391,1.4305595482963633,10302.71915641158
2016-08-01,46.96,78.57,67.94,0.34645194,0.5354617,0.11808632,-12.469534,-4.403443,-3.3726087,0.5395348,1.508041,4.461824,8.774181,10.291584,13.3740425,-12.469534,-5.290848056911218,10258.0753221531
2016-08-02,46.75,78.23,67.69,0.35029715,0.5388917,0.11081116,-12.5330305,-4.5830717,-3.4441817,0.6723678,1.4798414,4.3894033,8.782314,10.217715,13.502053,-12.5330305,-5.645244163085891,10210.6475253989
2016-08-03,46.4,77.92,67.79,0.34411243,0.5405631,0.115324445,-12.425576,-4.4562483,-3.3953948,0.58398074,1.4775872,4.3841157,8.74149,10.198959,13.361052,-12.425576,2.6410153308485467,10232.733091862838
2016-08-04,46.54,78.09,67.77,0.34830442,0.5317687,0.11992686,-12.332734,-4.3644314,-3.3708675,0.48784637,1.4664067,4.3495536,8.703173,10.172965,13.2518425,-12.332734,4.546421274659381,10270.834906299167
2016-08-05,46.68,78.34,68.34,0.3553219,0.5244165,0.120261624,-12.239577,-4.1864,-3.295147,0.3548596,1.4967368,4.404698,8.676888,10.223643,13.103112,-12.239577,-2.7896026084363488,10247.369265148118
2016-08-08,46.56,78.15,68.3,0.36817938,0.5129096,0.11891103,-12.24941,-4.2175703,-3.3000445,0.3765745,1.4833548,4.3856654,8.641093,10.204465,13.105864,-12.24941,2.3985078086510025,10267.498990947126
2016-08-09,46.66,78.35,68.25,0.3784716,0.50249624,0.11903224,-12.319155,-4.2727165,-3.326837,0.41880953,1.4760001,4.385824,8.65104,10.22338,13.172008,-12.319155,0.9290092339410961,10275.311113282974
2016-08-10,46.69,78.47,68.13,0.37066346,0.5083437,0.12099289,-12.378539,-4.339666,-3.3462965,0.5150809,1.4805218,4.3646383,8.701536,10.236587,13.245568,-12.378539,3.4166718652673937,10304.0640751074
2016-08-11,46.77,78.71,68.49,0.34768027,0.5300475,0.12227232,-12.351077,-4.286738,-3.3015285,0.50874746,1.5145167,4.3909416,8.75424,10.280036,13.224778,-12.351077,-1.0974823529179842,10294.802381015865
2016-08-12,46.71,78.68,68.4,0.35035738,0.5300035,0.11963914,-12.311804,-4.2827516,-3.2988112,0.46932924,1.5024391,4.3652625,8.725331,10.25361,13.197434,-12.311804,-2.0584631438730923,10277.446548685988
2016-08-15,46.64,78.46,68.59,0.3298063,0.5491702,0.12102349,-12.338001,-4.3408284,-3.3010578,0.5455333,1.5048892,4.370489,8.753865,10.243282,13.24755,-12.338001,-11.125765368491649,10183.798343208597
2016-08-16,46.22,77.7,68.17,0.305767,0.57598007,0.11825294,-12.313152,-4.455249,-3.321252,0.6516232,1.4706042,4.3202705,8.725436,10.133928,13.273328,-12.313152,3.532363348677905,10213.260158129051
2016-08-17,46.33,77.96,68.37,0.26863083,0.609609,0.12176011,-12.365054,-4.4023204,-3.2540987,0.6382889,1.547425,4.4402695,8.856996,10.29053,13.351461,-12.365054,1.2767698607277223,10223.939914680788
2016-08-18,46.48,77.99,68.42,0.2572391,0.62267286,0.12008805,-12.266159,-4.3162465,-3.219599,0.5584701,1.5675526,4.496676,8.813733,10.2710285,13.23425,-12.266159,-3.7030886331761383,10192.932416167823
2016-08-19,46.32,77.73,68.4101,0.2473387,0.63197166,0.120689616,-12.210246,-4.3080325,-3.2116575,0.5475992,1.5697966,4.437708,8.808189,10.236281,13.199896,-12.210246,1.3489923902649819,10204.19383161737
2016-08-22,46.38,77.84,68.37,0.24980354,0.6326391,0.11755738,-12.34682,-4.432864,-3.28893,0.63914305,1.565713,4.3565784,8.902299,10.286013,13.386437,-12.34682,0.697587238804982,10210.023737759244
2016-08-23,46.38,77.88,68.52,0.24182406,0.64177746,0.11639842,-12.484039,-4.4399576,-3.2770214,0.68734777,1.6353279,4.350243,9.064549,10.467355,13.542011,-12.484039,-6.5166627647212,10155.531287702917
2016-08-24,46.15,77.44,68.24,0.20173238,0.6839307,0.114337,-12.757515,-4.294824,-3.2011566,0.78333485,1.8493017,4.3299913,9.6378765,11.003764,13.937218,-12.757515,-0.5844886684438216,10150.669868407515
2016-08-25,46.16,77.4,68.24,0.21409923,0.675062,0.11083878,-12.751236,-4.359614,-3.30146,0.7549355,1.7935928,4.2599545,9.586127,10.914871,13.941662,-12.751236,-4.121369830174543,10116.407243877033
2016-08-26,45.94,77.1728,68.04,0.20896997,0.67994416,0.11108589,-12.831706,-4.3775735,-3.2860322,0.79417026,1.8441495,4.270758,9.676289,11.010932,14.045293,-12.831706,7.52552170095571,10178.758793630925
