date,emerging_equity,fixed_income_balanced,min_vol,momentum,quality,size,value,emerging_equity_share,fixed_income_balanced_share,min_vol_share,momentum_share,quality_share,size_share,value_share,v_01,v_02,v_03,v_04,v_05,v_06,v_07,v_08,v_09,value_function,absolute_return,cumulative_return
2016-11-10,36.1501,99.5,44.13,74.86,67.63,69.3565,67.04,0.10422337,0.08862445,0.10120571,0.12386454,0.1795644,0.109229915,0.29328763,-29.98032,-11.846841,-5.0285435,-1.2337856,1.1970011,3.3615057,6.2037053,11.84305,22.889372,1.1970011,-0.22900045,-0.22900045
2016-11-11,35.4699,99.07,44.06,74.76,67.56,69.28,67.1,0.09771161,0.104756296,0.102914155,0.12087541,0.18064399,0.09995828,0.2931402,-27.486004,-10.288919,-3.6414013,0.05899621,2.2367454,4.350014,7.0205913,12.185215,22.284096,2.2367454,0.040738463,-0.18826199
2016-11-14,35.02,98.9077,44.0,74.15,67.38,69.61,67.7928,0.12680238,0.097776115,0.09353928,0.13108663,0.17878139,0.10070541,0.27130878,-29.917503,-10.733848,-3.4794602,0.6298793,2.7609992,4.7377014,7.309111,13.339794,24.552568,2.7609992,0.7292185,0.5409565
2016-11-15,35.8,99.06,44.25,74.85,67.67,70.3,68.33,0.108855374,0.09123554,0.06456084,0.21011116,0.18380001,0.06637243,0.27506462,-32.848804,-13.10542,-5.505782,-1.2421964,1.1264831,3.026449,5.408583,11.998312,23.335514,1.1264831,-0.03428066,0.50667584
2016-11-16,35.8,99.0692,44.3,75.07,67.78,70.18,68.01,0.16137011,0.07735394,0.059521835,0.19433707,0.17346871,0.05874584,0.27520254,-31.743265,-12.914415,-5.5887604,-1.317019,1.1181967,3.1441445,5.715338,12.355838,24.345251,1.1181967,0.334498,0.8411738
2016-11-17,36.0,99.0,44.43,75.48,68.1,70.55,68.19,0.14768355,0.083627336,0.064219095,0.17504084,0.18677938,0.06582202,0.27682784,-34.72372,-14.476854,-6.4403687,-1.7410871,0.96892333,3.0935779,5.7303514,12.998215,25.24686,0.96892333,-0.18359467,0.6575792
2016-11-18,35.9763,98.63,44.31,75.27,67.98,70.35,68.05,0.11266348,0.07132181,0.057207886,0.19179375,0.20244315,0.058171213,0.3063987,-35.817158,-14.4562435,-5.995451,-1.0027604,1.9138203,4.2697425,7.223101,14.983191,27.613733,1.9138203,0.42768344,1.0852627
2016-11-21,35.9763,98.615,44.49,75.78,68.42,70.83,68.45,0.115880676,0.08221384,0.062245935,0.18485458,0.1941475,0.06354341,0.29711407,-38.895542,-16.34164,-7.5046377,-2.2494774,0.776176,3.2320607,6.3695407,14.322396,27.681637,0.776176,0.24918862,1.3344513
2016-11-22,35.9763,98.884,44.63,76.04,68.63,71.0308,68.7,0.11125959,0.08047901,0.06627635,0.16993679,0.19646266,0.068747185,0.3068385,-37.83912,-16.21073,-7.4772735,-2.035357,1.1319461,3.783379,7.234142,15.447807,28.469053,1.1319461,0.0414627,1.375914
2016-11-23,35.9763,98.587,44.52,76.2,68.43,71.1098,68.93,0.15053967,0.06565211,0.05396759,0.21282533,0.16018957,0.053333856,0.30349192,-42.13507,-16.2801,-6.9889135,-1.3481677,1.7199275,4.372505,7.8216753,17.170494,32.84901,1.7199275,0.21487778,1.5907917
2016-11-25,35.9763,98.53,44.76,76.33,68.71,71.405,69.16,0.15307713,0.06934141,0.05589162,0.22166914,0.150791,0.055074163,0.2941555,-45.304485,-17.569609,-7.629218,-1.5969626,1.7102388,4.555706,8.249892,17.99107,34.27754,1.7102388,-0.027350094,1.5634416
2016-11-28,36.41,98.82,44.83,76.3,68.48,71.14,68.77,0.122597374,0.07282296,0.05998883,0.20320737,0.17080204,0.060990706,0.3095907,-47.709965,-18.46138,-7.70383,-1.2162272,2.2528803,5.1997538,8.955911,18.75055,35.108723,2.2528803,0.12264792,1.6860895
2016-11-29,36.4,98.8399,45.02,76.6,68.5,71.33,68.81,0.15080532,0.07377965,0.05948716,0.25642437,0.12575285,0.060219865,0.27353078,-47.18512,-17.137522,-6.6804047,-0.6364712,2.6275747,5.474782,8.967017,18.354626,35.67367,2.6275747,-0.3783044,1.3077852
2016-11-30,36.45,98.8,44.45,75.42,68.1,71.13,69.07,0.13970596,0.072266296,0.058471624,0.22182818,0.15278879,0.057628527,0.2973106,-46.877735,-16.664644,-5.891176,0.26120785,3.5677738,6.36888,9.792945,19.002712,36.06425,3.5677738,-0.6386282,0.66915697
2016-12-01,35.87,98.84,44.08,74.0,67.87,70.5,69.17,0.07334703,0.08638829,0.07816271,0.18821795,0.18815511,0.07562069,0.31010813,-48.978073,-18.237783,-6.570994,0.34757477,4.1464753,7.8017864,12.645871,24.305847,42.87754,4.1464753,0.07873085,0.74788785
2016-12-02,35.74,99.2,44.22,74.44,67.87,70.5442,69.05,0.059022587,0.069384284,0.10322918,0.17657782,0.21795827,0.102115996,0.27171186,-45.696014,-17.903307,-6.785457,0.33084777,4.4678335,8.338874,13.400413,25.943054,43.7267,4.4678335,0.4178358,1.1657237
2016-12-05,35.75,99.24,44.33,74.99,68.17,71.0999,69.44,0.048766736,0.096041925,0.08330976,0.20954561,0.20804119,0.064306766,0.289988,-47.42961,-19.35615,-8.256818,-1.2504404,2.752059,6.346889,11.107277,23.378021,40.42871,2.752059,0.28442487,1.4501486
2016-12-06,36.11,98.96,44.46,75.18,68.29,71.4699,69.83,0.046846952,0.12447877,0.16372809,0.1351699,0.17642638,0.10349959,0.24985033,-43.757057,-17.606989,-7.2244434,-0.5454025,3.2579155,6.7533717,11.421796,23.09597,39.35588,3.2579155,1.0854638,2.5356123
2016-12-07,36.4786,99.6099,45.01,76.16,69.19,72.32,70.95,0.04219074,0.15850168,0.21498874,0.095540784,0.14111473,0.12658848,0.22107479,-48.23606,-19.83883,-8.75483,-1.7190412,2.2125158,6.008804,10.712388,23.415577,40.310207,2.2125158,0.119419016,2.6550314
2016-12-08,36.4786,99.06,45.03,76.13,69.33,72.75,71.32,0.095903695,0.36080226,0.3309211,0.05489039,0.04982005,0.053490248,0.05417218,-31.058388,-12.664223,-5.5593824,-0.82374746,1.2841946,3.007233,4.9039974,11.481809,21.782974,1.2841946,0.2780878,2.9331193
2016-12-09,36.49,99.1418,45.32,76.35,69.7,72.7709,71.71,0.04164698,0.2944246,0.2446707,0.26479328,0.04263697,0.07191535,0.03991217,-33.173164,-12.63974,-4.848268,-1.2051644,0.3369636,2.4927864,5.0296936,9.88619,23.952124,0.3369636,0.03753974,2.970659
2016-12-12,36.18,99.1425,45.54,76.26,69.82,72.7537,71.44,0.049128257,0.30804032,0.25133982,0.26307714,0.041867353,0.04484486,0.041702297,-36.71803,-13.63971,-5.2810616,-1.2797303,0.40066096,2.8302157,5.5075917,11.161504,26.735449,0.40066096,0.3859592,3.3566182
2016-12-13,36.8,98.9394,45.77,76.89,70.32,73.12,71.85,0.063650586,0.2821169,0.25303647,0.28059706,0.03829266,0.04412357,0.03818277,-38.275814,-13.892864,-5.612368,-1.6073288,0.13789988,2.438553,5.142701,10.679768,25.366486,0.13789988,-0.487403,2.8692153
2016-12-14,36.36,99.1212,45.32,76.43,69.75,72.325,71.18,0.05207065,0.29828426,0.21771818,0.29117566,0.041139167,0.059225388,0.040386654,-40.718044,-14.175842,-5.356708,-1.0177294,0.7617799,3.1099954,5.888911,11.972434,27.407364,0.7617799,-0.004335377,2.8648798
2016-12-15,35.86,98.4996,45.43,76.82,69.94,72.57,71.55,0.03948513,0.27940542,0.24611558,0.25794452,0.04211932,0.09671629,0.03821377,-43.802326,-14.705602,-5.1297417,-0.56651956,1.3954167,3.8879569,6.524038,11.936496,27.41011,1.3954167,0.0497311,2.9146109
2016-12-16,35.6,98.79,45.6,76.61,69.91,72.5423,71.31,0.035098817,0.25350702,0.24319877,0.23420167,0.043058354,0.15569943,0.03523588,-41.695183,-14.129645,-5.3266397,-0.6299423,1.6237484,4.085383,6.858764,12.305293,27.29869,1.6237484,0.12954831,3.0441592
