date,Durbl,Manuf,NoDur,Durbl_share,Manuf_share,NoDur_share,v_01,v_02,v_03,v_04,v_05,v_06,v_07,v_08,v_09,value_function,absolute_return,cumulative_return
2016-03-21,0.0019,0.0027,-0.0009,0.7684891,0.10910686,0.12240409,-10.461973,-5.5686107,-4.800863,-2.513541,-1.1647937,2.1973047,4.940922,8.889049,15.326784,15.326784,-6.7087182093413285,0.9945055542921037
2016-03-22,-0.005,-0.0022,-0.008,0.7758019,0.119099595,0.10509843,-14.592945,-7.868206,-5.289744,-3.2577107,-1.691366,2.244672,5.4366665,10.639985,19.572376,19.572376,-22.763158651780866,0.9759649419150125
2016-03-23,-0.022400000000000003,-0.0096,-0.001,0.7655023,0.13016373,0.10433405,-16.238121,-8.278357,-5.391489,-3.3642495,-2.35477,2.2019315,5.1397614,11.201771,21.083271,21.083271,-2.0889908641164565,0.974295177912262
2016-03-24,-0.0018,-0.0016,-0.0011,0.7755613,0.11925911,0.10517959,-15.621417,-8.123429,-5.492198,-3.4731727,-2.079195,2.4009438,5.4996834,11.075242,20.247347,20.247347,4.720101426206081,0.978061575994825
2016-03-28,0.0039000000000000003,0.0015,0.0064,0.7653901,0.1300644,0.104545586,-15.583925,-8.05783,-5.5203376,-3.4769719,-2.135595,2.4333367,5.4137497,11.010674,20.252604,20.252604,13.489830440383901,0.9888673784685554
2016-03-29,0.011699999999999999,0.0079,0.0103,0.7793175,0.115102135,0.10558041,-14.804786,-7.704491,-5.133194,-3.1150174,-1.8814602,1.8703389,5.1259747,10.882845,19.72886,19.72886,1.8930502858728047,0.9904005280783017
2016-03-30,0.0009,0.0031,0.0048,0.77796894,0.11659158,0.10543952,-14.715034,-7.6117105,-5.0784283,-3.0680432,-1.8931088,1.7547932,5.042277,10.869708,19.712194,19.712194,7.231186437041053,0.9962660242829521
2016-03-31,0.0089,-0.0046,-0.0044,0.77477825,0.11996518,0.10525659,-14.571784,-7.6774526,-5.1236606,-3.1875436,-1.8018773,1.8295803,5.0448413,10.720685,19.646305,19.646305,-5.419187821605392,0.9918442775950951
2016-04-01,-0.0083,0.0063,0.0118,0.7768963,0.117567666,0.10553598,-14.005685,-7.2188087,-4.93351,-2.8071795,-1.8140856,1.6741498,4.876824,10.611394,19.13989,19.13989,-13.642499661487761,0.9807621848667252
2016-04-04,-0.0126,-0.0085,-0.0036,0.7647061,0.13078292,0.10451104,-14.459621,-7.520977,-5.2432256,-3.2028685,-1.7513301,1.6793978,4.8837743,10.840138,19.88593,19.88593,-4.9298068282855665,0.9768023420199764
2016-04-05,-0.0034000000000000002,-0.0049,-0.0075,0.7433855,0.15014097,0.1064736,-14.886959,-7.6474786,-5.5298576,-3.3711786,-1.9741747,2.192851,5.129908,10.8926525,20.016563,20.016563,13.583096235634928,0.9876688450624422
2016-04-06,0.0123,0.0070999999999999995,0.0088,0.7713114,0.12338372,0.10530491,-14.1907,-7.443602,-5.2632422,-3.2007952,-1.6823561,1.8439047,5.053134,10.728827,19.44468,19.44468,-20.728737679462586,0.9709013361324855
2016-04-07,-0.0199,-0.0076,-0.0063,0.74157625,0.154957,0.10346682,-16.342539,-8.168852,-5.5692325,-3.3814926,-2.465852,2.3260977,5.0945053,11.326075,21.182383,21.182383,2.361750946813794,0.9727793272462232
2016-04-08,0.0009,0.0049,0.0052,0.76001346,0.13347816,0.10650842,-14.509305,-7.6029506,-5.4528947,-3.4609876,-1.8375766,2.2801776,5.319038,10.634683,19.362968,19.362968,2.8868575506667242,0.9750793070545715
2016-04-11,0.0043,-0.0011,-0.0069,0.72636616,0.16984925,0.103784665,-16.87176,-8.217561,-5.331851,-3.4503114,-2.7882767,1.9155924,4.746811,11.326697,21.731234,21.731234,8.658474530937047,0.9819938847333395
2016-04-12,0.0067,0.0091,0.0069,0.7710834,0.12424015,0.10467646,-18.241228,-8.527153,-5.4765024,-3.6111567,-3.1300104,1.5584462,4.9789195,12.306439,23.247019,23.247019,27.243023997226114,1.0039041901935521
2016-04-13,0.0279,0.012199999999999999,-0.0064,0.77499014,0.120069325,0.10494057,-17.14955,-8.341947,-5.4034357,-3.5967433,-2.6095767,1.4601278,5.137993,12.023341,22.391356,22.391356,-1.4522075845318672,1.0027101875079318
2016-04-14,-0.0006,-0.0005,-0.0063,0.7774092,0.1173383,0.105252564,-16.191734,-8.08991,-5.4069085,-3.322522,-2.2286453,1.6232266,5.1550684,11.794045,21.532555,21.532555,-1.21561266474131,1.001711901510389
2016-04-15,-0.0025,0.0029,0.0058,0.7767175,0.11809948,0.10518304,-15.717529,-7.9387107,-5.3101187,-3.2392437,-2.111347,1.635891,5.100652,11.527521,21.021048,21.021048,11.318913548794635,1.0109979706455199
2016-04-18,0.010700000000000001,0.0043,0.0043,0.77985287,0.11459581,0.1055513,-17.133875,-8.395155,-5.488329,-3.423182,-2.5218117,1.7351465,5.4074607,12.152998,22.215002,22.215002,6.678466526879056,1.016527795465912
2016-04-19,0.005699999999999999,0.0074,0.0017000000000000001,0.77958566,0.11489519,0.105519176,-16.589571,-8.239234,-5.4219475,-3.346309,-2.3652666,1.7577777,5.3491025,11.895651,21.690968,21.690968,3.253504711898587,1.019236458833909
2016-04-20,0.005699999999999999,-0.004,-0.0125,0.78130794,0.11294556,0.105746455,-17.250969,-8.53102,-5.544162,-3.4932754,-2.5194407,1.9036977,5.5566177,12.149753,22.192062,22.192062,-3.496473652457123,1.0163177582410043
2016-04-21,-0.0009,-0.0046,-0.0155,0.7776364,0.11708444,0.10527916,-16.825548,-8.422892,-5.512266,-3.5537634,-2.3833842,1.7899904,5.346553,11.902445,22.017633,22.017633,3.620682322173755,1.0193314877585922
2016-04-22,0.0021,0.0045000000000000005,0.0077,0.77790505,0.11678781,0.10530718,-16.234983,-8.115326,-5.366574,-3.3057122,-2.2693536,1.6626692,5.2268515,11.760138,21.490582,21.490582,-6.085036044840069,1.0142514968948317
